ProdCodeId	dmdid	Term.from.EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	Release	category
10589241000033117	29971311000001100	Spiolto Respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution cartridge with device (Boehringer Ingelheim Ltd)	Spiolto Respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution cartridge with device	Pressurised inhalation/ Inhalation solution	Inhalation	Olodaterol hydrochloride/ Tiotropium bromide	2.500microgram/1.000dose + 2.500microgram/1.000dose	3010400	NA	LABA + LAMA Combination inhaler
13178641000033112	37678011000001103	Spiolto Respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution refill cartridge (Boehringer Ingelheim Ltd)	Spiolto Respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution refill cartridge	Pressurised inhalation/ Inhalation solution	Inhalation	Olodaterol hydrochloride/ Tiotropium bromide	2.500microgram/1.000dose + 2.500microgram/1.000dose	NA	NA	LABA + LAMA Combination inhaler
9852041000033114	28007211000001102	Ultibro Breezhaler 85microgram/43microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)	Ultibro Breezhaler 85microgram/43microgram inhalation powder capsules with device	Inhalation powder	Inhalation	Glycopyrronium bromide/ Indacaterol maleate	54.000microgram/1.000dose + 85.000microgram/1.000dose	3010400	NA	LABA + LAMA Combination inhaler
13179141000033113	37540311000001105	Yanimo Respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution cartridge with device (Boehringer Ingelheim Ltd)	Yanimo Respimat 2.5micrograms/dose / 2.5micrograms/dose inhalation solution cartridge with device	Pressurised inhalation/ Inhalation solution	Inhalation	Olodaterol hydrochloride/ Tiotropium bromide	2.500microgram/1.000dose + 2.500microgram/1.000dose	NA	NA	LABA + LAMA Combination inhaler
9995641000033112	28365011000001100	Aclidinium bromide 396micrograms/dose / Formoterol 11.8micrograms/dose dry powder inhaler	Aclidinium bromide 396micrograms/dose / Formoterol 11.8micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Aclidinium bromide/ Formoterol fumarate dihydrate	396.000microgram/1.000dose + 11.800microgram/1.000dose	NA	NA	LABA + LAMA Combination inhaler
9851941000033115	28049611000001104	Indacaterol 85micrograms/dose / Glycopyrronium bromide 54micrograms/dose inhalation powder capsules with device	Indacaterol 85micrograms/dose / Glycopyrronium bromide 54micrograms/dose inhalation powder capsules with device	Inhalation powder	Inhalation	Glycopyrronium bromide/ Indacaterol maleate	54.000microgram/1.000dose + 85.000microgram/1.000dose	3010400	NA	LABA + LAMA Combination inhaler
13178541000033111	37692511000001100	Tiotropium bromide 2.5micrograms/dose / Olodaterol 2.5micrograms/dose inhalation solution cartridge CFC free	Tiotropium bromide 2.5micrograms/dose / Olodaterol 2.5micrograms/dose inhalation solution cartridge CFC free	Pressurised inhalation/ Inhalation solution	Inhalation	Olodaterol hydrochloride/ Tiotropium bromide	2.500microgram/1.000dose + 2.500microgram/1.000dose	NA	NA	LABA + LAMA Combination inhaler
10589141000033112	29987211000001108	Tiotropium bromide 2.5micrograms/dose / Olodaterol 2.5micrograms/dose solution for inhalation cartridge with device CFC free	Tiotropium bromide 2.5micrograms/dose / Olodaterol 2.5micrograms/dose solution for inhalation cartridge with device CFC free	Pressurised inhalation/ Inhalation solution	Inhalation	Olodaterol hydrochloride/ Tiotropium bromide	2.500microgram/1.000dose + 2.500microgram/1.000dose	3010400	NA	LABA + LAMA Combination inhaler
9293241000033114	24645511000001105	Umeclidinium bromide 65micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler	Umeclidinium bromide 65micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Umeclidinium bromide/ Vilanterol trifenatate	65.000microgram/1.000dose + 22.000microgram/1.000dose	3010400	NA	LABA + LAMA Combination inhaler
12431141000033117	34952211000001104	Trelegy Ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)	Trelegy Ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler	Inhalation powder	Inhalation	Fluticasone furoate/ Umeclidinium bromide/ Vilanterol trifenatate	92.000microgram/1.000dose + 65.000microgram/1.000dose + 22.000microgram/1.000dose	NA	NA	LABA +LAMA + ICS Combination inhaler
12364641000033110	34681611000001100	Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler (Chiesi Ltd)	Trimbow 87micrograms/dose / 5micrograms/dose / 9micrograms/dose inhaler	Pressurised inhalation	Inhalation	Beclometasone dipropionate/ Formoterol fumarate dihydrate/ Glycopyrronium bromide	87.000microgram/1.000dose + 5.000microgram/1.000dose + 9.000microgram/1.000dose	NA	NA	LABA +LAMA + ICS Combination inhaler
