ProdCodeId	dmdid	Term from EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter
5566341000033111	42378711000001109	Olmesartan medoxomil 40mg / Hydrochlorothiazide 12.5mg tablets	Olmesartan medoxomil 40mg / Hydrochlorothiazide 12.5mg tablets	Tablet/ Oral Tablet	Oral	Hydrochlorothiazide/ Olmesartan medoxomil	12.500mg + 40.000mg	02050502
6515441000033113	42384811000001103	Valsartan 80mg tablets	Valsartan 80mg tablets	Tablet/ Oral Tablet	Oral	Valsartan	80.000mg	02050502
6515541000033114	42384211000001104	Valsartan 160mg tablets	Valsartan 160mg tablets	Tablet/ Oral Tablet	Oral	Valsartan	160.000mg	02050502
7754941000033110	42370811000001104	Azilsartan medoxomil 40mg tablets	Azilsartan medoxomil 40mg tablets	Tablet/ Oral Tablet	Oral	Azilsartan medoxomil potassium	40.000mg	02050502
7755041000033110	42370911000001109	Azilsartan medoxomil 80mg tablets	Azilsartan medoxomil 80mg tablets	Tablet/ Oral Tablet	Oral	Azilsartan medoxomil potassium	80.000mg	02050502
6423941000033116	19281511000001102	Irbesartan 30mg oral powder sachets	Irbesartan 30mg oral powder sachets	Powder	Oral	Irbesartan	30.000mg	NA
8193941000033116	21522211000001102	Sabervel 75mg tablets (Aspire Pharma Ltd)	Sabervel 75mg tablets	Tablet	Oral	Irbesartan	75.000mg	NA
8194041000033119	21522411000001103	Sabervel 150mg tablets (Aspire Pharma Ltd)	Sabervel 150mg tablets	Tablet	Oral	Irbesartan	150.000mg	NA
8194141000033115	21522611000001100	Sabervel 300mg tablets (Aspire Pharma Ltd)	Sabervel 300mg tablets	Tablet	Oral	Irbesartan	300.000mg	NA
8027841000033119	NA	Exforge Tablets 5 mg/320 mg	NA	NA	NA	Amlodipine besilate/ Valsartan	NA	NA
8027941000033110	NA	Exforge Tablets 10 mg/320 mg	NA	NA	NA	Amlodipine besilate/ Valsartan	NA	NA
8030141000033111	NA	Teveten Plus Tablets 600 mg/12.5 mg	NA	NA	NA	Eprosartan	NA	NA
8029241000033113	NA	Exforge Hct Tablets 5 mg/160 mg/12.5 mg	NA	NA	NA	Amlodipine besilate/ Valsartan	NA	NA
8029341000033115	NA	Exforge Hct Tablets 5 mg/160 mg/25 mg	NA	NA	NA	Amlodipine besilate/ Valsartan	NA	NA
