ProdCodeId	dmdid	Term from EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter
3162941000033114	39725011000001105	Acebutolol 200mg / Hydrochlorothiazide 12.5mg tablets	Acebutolol 200mg / Hydrochlorothiazide 12.5mg tablets	Tablet/ Oral Tablet	Oral	Acebutolol hydrochloride/ Hydrochlorothiazide	200.000mg + 12.500mg	02040000
3163141000033117	42379511000001105	Pindolol 10mg / Clopamide 5mg tablets	Pindolol 10mg / Clopamide 5mg tablets	Tablet/ Oral Tablet	Oral	Clopamide/ Pindolol	5.000mg + 10.000mg	02040000
3246941000033118	35903311000001104	Atenolol 50mg / Nifedipine 20mg modified-release capsules	Atenolol 50mg / Nifedipine 20mg modified-release capsules	Modified-release capsule	Oral	Atenolol/ Nifedipine	50.000mg + 20.000mg	02040000
3346641000033118	42383311000001105	Timolol 10mg / Bendroflumethiazide 2.5mg tablets	Timolol 10mg / Bendroflumethiazide 2.5mg tablets	Tablet/ Oral Tablet	Oral	Bendroflumethiazide/ Timolol maleate	2.500mg + 10.000mg	02040000
5376441000033114	16458411000001107	Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets (Essential Generics Ltd)	Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets	Tablet/ Oral Tablet	Oral	Amiloride hydrochloride/ Hydrochlorothiazide/ Timolol maleate	2.500mg + 25.000mg + 10.000mg	NA
5565341000033115	39701111000001100	Nebivolol 2.5mg tablets	Nebivolol 2.5mg tablets	Tablet/ Oral Tablet	Oral	Nebivolol hydrochloride	2.500mg	02040000
8961141000033117	39701011000001101	Nebivolol 10mg tablets	Nebivolol 10mg tablets	Tablet/ Oral Tablet	Oral	Nebivolol hydrochloride	10.000mg	02040000
13577541000033118	38659211000001107	Nebivolol 1.25mg tablets	Nebivolol 1.25mg tablets	Tablet/ Oral Tablet	Oral	Nebivolol hydrochloride	1.250mg	02040000
13910541000033116	39992211000001108	Metoprolol 25mg tablets	Metoprolol 25mg tablets	Tablet/ Oral Tablet	Oral	Metoprolol tartrate	25.000mg	02040000
70941000033117	734011000001102	Antipressan 100mg tablets (Teva UK Ltd)	Antipressan 100mg tablets	Tablet/ Oral Tablet	Oral	Atenolol	100.000mg	NA
71041000033110	874711000001101	Antipressan 50mg tablets (Teva UK Ltd)	Antipressan 50mg tablets	Tablet/ Oral Tablet	Oral	Atenolol	50.000mg	NA
90741000033113	101411000001108	Atenix Co 100 tablets (Ashbourne Pharmaceuticals Ltd)	Atenix Co 100 tablets	Tablet/ Oral Tablet	Oral	Atenolol/ Chlortalidone	100.000mg + 25.000mg	NA
92441000033119	629011000001109	Atenix Co 50 tablets (Ashbourne Pharmaceuticals Ltd)	Atenix Co 50 tablets	Tablet/ Oral Tablet	Oral	Atenolol/ Chlortalidone	50.000mg + 12.500mg	NA
124341000033119	3142711000001107	Beta-Adalat modified-release capsules (Bayer Plc)	Beta-Adalat modified-release capsules	Modified-release capsule	Oral	Atenolol/ Nifedipine	50.000mg + 20.000mg	NA
372741000033116	2977611000001106	Co-Betaloc tablets (Pfizer Ltd)	Co-Betaloc tablets	Tablet/ Oral Tablet	Oral	Hydrochlorothiazide/ Metoprolol tartrate	12.500mg + 100.000mg	NA
372841000033114	3853411000001104	Co-Betaloc SA tablets (Pfizer Ltd)	Co-Betaloc SA tablets	Modified-release tablet	Oral	Hydrochlorothiazide/ Metoprolol tartrate	25.000mg + 200.000mg	NA
375241000033119	3686511000001108	Corgard 40mg tablets (Sanofi-Synthelabo Ltd)	Corgard 40mg tablets	Tablet/ Oral Tablet	Oral	Nadolol	40.000mg	NA
375441000033118	3886211000001102	Corgaretic 40mg tablets (Sanofi-Synthelabo Ltd)	Corgaretic 40mg tablets	Tablet/ Oral Tablet	Oral	Bendroflumethiazide/ Nadolol	5.000mg + 40.000mg	NA
375541000033117	4057911000001102	Corgaretic 80mg tablets (Sanofi-Synthelabo Ltd)	Corgaretic 80mg tablets	Tablet/ Oral Tablet	Oral	Bendroflumethiazide/ Nadolol	5.000mg + 80.000mg	NA
376441000033110	42373711000001103	Co-tenidone 50mg/12.5mg tablets	Co-tenidone 50mg/12.5mg tablets	Tablet/ Oral Tablet	Oral	Atenolol/ Chlortalidone	50.000mg + 12.500mg	02040000
376541000033111	42373611000001107	Co-tenidone 100mg/25mg tablets	Co-tenidone 100mg/25mg tablets	Tablet/ Oral Tablet	Oral	Atenolol/ Chlortalidone	100.000mg + 25.000mg	02040000
377341000033119	36091611000001101	Co-prenozide 160mg/0.25mg modified-release tablets	Co-prenozide 160mg/0.25mg modified-release tablets	Modified-release tablet	Oral	Cyclopenthiazide/ Oxprenolol hydrochloride	250.000microgram + 160.000mg	02040000
756641000033114	333111000001104	Inderetic 80mg/2.5mg capsules (AstraZeneca UK Ltd)	Inderetic 80mg/2.5mg capsules	Capsule/ Oral capsule	Oral	Bendroflumethiazide/ Propranolol hydrochloride	2.500mg + 80.000mg	NA
756741000033117	350811000001100	Inderex 160mg/5mg modified-release capsules (AstraZeneca UK Ltd)	Inderex 160mg/5mg modified-release capsules	Modified-release capsule	Oral	Bendroflumethiazide/ Propranolol hydrochloride	5.000mg + 160.000mg	NA
793741000033117	237011000001100	Kalten capsules (M & A Pharmachem Ltd)	Kalten capsules	Capsule/ Oral capsule	Oral	Amiloride hydrochloride/ Atenolol/ Hydrochlorothiazide	2.500mg + 50.000mg + 25.000mg	NA
803641000033114	3799411000001109	Kerlone 20mg tablets (Sanofi-Synthelabo Ltd)	Kerlone 20mg tablets	Tablet/ Oral Tablet	Oral	Betaxolol hydrochloride	20.000mg	NA
935341000033118	74311000001101	Moducren tablets (Organon Pharma (UK) Ltd)	Moducren tablets	Tablet/ Oral Tablet	Oral	Amiloride hydrochloride/ Hydrochlorothiazide/ Timolol maleate	2.500mg + 25.000mg + 10.000mg	NA
937341000033111	4542911000001104	Monozide 10 tablets (Wyeth Pharmaceuticals)	Monozide 10 tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate/ Hydrochlorothiazide	10.000mg + 6.250mg	NA
1132741000033111	98411000001109	Prestim tablets (Meda Pharmaceuticals Ltd)	Prestim tablets	Tablet/ Oral Tablet	Oral	Bendroflumethiazide/ Timolol maleate	2.500mg + 10.000mg	NA
1274641000033111	878911000001106	Secadrex 200mg/12.5mg tablets (Sanofi)	Secadrex 200mg/12.5mg tablets	Tablet/ Oral Tablet	Oral	Acebutolol hydrochloride/ Hydrochlorothiazide	200.000mg + 12.500mg	NA
1414241000033117	721411000001106	Tenben 25mg/1.25mg capsules (Galen Ltd)	Tenben 25mg/1.25mg capsules	Capsule/ Oral capsule	Oral	Atenolol/ Bendroflumethiazide	25.000mg + 1.250mg	NA
1414941000033114	3142511000001102	Tenif 50mg/20mg modified-release capsules (AstraZeneca UK Ltd)	Tenif 50mg/20mg modified-release capsules	Modified-release capsule	Oral	Atenolol/ Nifedipine	50.000mg + 20.000mg	NA
1425441000033113	439411000001104	Tenchlor 50mg/12.5mg tablets (Teva UK Ltd)	Tenchlor 50mg/12.5mg tablets	Tablet/ Oral Tablet	Oral	Atenolol/ Chlortalidone	50.000mg + 12.500mg	NA
1425541000033114	298311000001107	Tenchlor 100mg/25mg tablets (Teva UK Ltd)	Tenchlor 100mg/25mg tablets	Tablet/ Oral Tablet	Oral	Atenolol/ Chlortalidone	100.000mg + 25.000mg	NA
1426241000033117	825011000001103	Tenoret 50mg/12.5mg tablets (Atnahs Pharma UK Ltd)	Tenoret 50mg/12.5mg tablets	Tablet/ Oral Tablet	Oral	Atenolol/ Chlortalidone	50.000mg + 12.500mg	NA
1426341000033110	288711000001105	Tenoretic 100mg/25mg tablets (Atnahs Pharma UK Ltd)	Tenoretic 100mg/25mg tablets	Tablet/ Oral Tablet	Oral	Atenolol/ Chlortalidone	100.000mg + 25.000mg	NA
1469641000033119	3379011000001106	Trasicor 20mg tablets (Amdipharm Plc)	Trasicor 20mg tablets	Tablet/ Oral Tablet	Oral	Oxprenolol hydrochloride	20.000mg	NA
1469841000033118	568511000001106	Trasicor 80mg tablets (Amdipharm Plc)	Trasicor 80mg tablets	Tablet/ Oral Tablet	Oral	Oxprenolol hydrochloride	80.000mg	NA
1469941000033114	3444411000001107	Trasidrex modified-release tablets (Mercury Pharma Group Ltd)	Trasidrex modified-release tablets	Modified-release tablet	Oral	Cyclopenthiazide/ Oxprenolol hydrochloride	250.000microgram + 160.000mg	NA
1523941000033114	3638411000001101	Viskaldix tablets (Advanz Pharma)	Viskaldix tablets	Tablet/ Oral Tablet	Oral	Clopamide/ Pindolol	5.000mg + 10.000mg	NA
1608941000033115	873111000001104	Eucardic 3.125mg tablets (Roche Products Ltd)	Eucardic 3.125mg tablets	Tablet/ Oral Tablet	Oral	Carvedilol	3.125mg	NA
1609041000033112	690511000001101	Eucardic 6.25mg tablets (Roche Products Ltd)	Eucardic 6.25mg tablets	Tablet/ Oral Tablet	Oral	Carvedilol	6.250mg	NA
2638041000033110	501211000001103	Bipranix 5mg tablets (Ashbourne Pharmaceuticals Ltd)	Bipranix 5mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	5.000mg	NA
2638141000033114	405411000001107	Bipranix 10mg tablets (Ashbourne Pharmaceuticals Ltd)	Bipranix 10mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	10.000mg	NA
2802041000033113	544711000001103	Soloc 10mg tablets (Mercury Pharma Group Ltd)	Soloc 10mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	10.000mg	NA
2839841000033118	2899211000001100	Rapranol SR 160mg capsules (Ranbaxy (UK) Ltd)	Rapranol SR 160mg capsules	Modified-release capsule	Oral	Propranolol hydrochloride	160.000mg	NA
2866041000033110	9105811000001100	Vivacor 5mg tablets (Lexon (UK) Ltd)	Vivacor 5mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	5.000mg	NA
2866141000033114	9739311000001105	Vivacor 10mg tablets (Lexon (UK) Ltd)	Vivacor 10mg tablets	Tablet/ Oral Tablet	Oral	Bisoprolol fumarate	10.000mg	NA
2929141000033117	240711000001100	Slo-Pro 160mg capsules (Viatris UK Healthcare Ltd)	Slo-Pro 160mg capsules	Modified-release capsule	Oral	Propranolol hydrochloride	160.000mg	NA
92341000033113	NA	Atenixco 50  Tablets  12.5 mg	NA	NA	NA	NA	NA	NA
557141000033118	NA	Eucardic  Tablets  50 mg	NA	NA	NA	NA	NA	NA
849941000033112	NA	Lopresoretic  Tablets	NA	NA	NA	NA	NA	NA
1132841000033118	NA	Prestim Forte  Tablets	NA	NA	NA	NA	NA	NA
1469541000033115	NA	Trasicor  Tablets  160 mg	NA	NA	NA	NA	NA	NA
68841000033116	NA	Angilol  Tablets  10 mg	NA	NA	NA	NA	NA	NA
68941000033112	NA	Angilol  Tablets  40 mg	NA	NA	NA	NA	NA	NA
75141000033112	NA	Apsolol  Tablets  10 mg	NA	NA	NA	NA	NA	NA
75241000033117	NA	Apsolol  Tablets  40 mg	NA	NA	NA	NA	NA	NA
133041000033116	NA	Betadur Cr  M/R capsules  160 mg	NA	NA	NA	NA	NA	NA
141141000033117	NA	Berkolol  Tablets  160 mg	NA	NA	NA	NA	NA	NA
143541000033110	NA	Berkolol  Tablets  10 mg	NA	NA	NA	NA	NA	NA
143641000033111	NA	Berkolol  Tablets  40 mg	NA	NA	NA	NA	NA	NA
147141000033111	NA	Berkolol  Tablets  80 mg	NA	NA	NA	NA	NA	NA
153441000033112	NA	Blocadren  Tablets  10 mg	NA	NA	NA	NA	NA	NA
208841000033114	NA	Carteolol Hydrochloride  Tablets  10 mg	NA	NA	NA	NA	NA	NA
218141000033118	NA	Cartrol  Tablets  10 mg	NA	NA	NA	NA	NA	NA
660541000033111	NA	Half-Betadur Cr  M/R capsules  80 mg	NA	NA	NA	NA	NA	NA
660941000033117	NA	Half Propanix La  M/R capsules  80 mg	NA	NA	NA	NA	NA	NA
814141000033115	NA	Labrocol  Tablets  100 mg	NA	NA	NA	NA	NA	NA
814241000033110	NA	Labrocol  Tablets  200 mg	NA	NA	NA	NA	NA	NA
814341000033117	NA	Labrocol  Tablets  400 mg	NA	NA	NA	NA	NA	NA
816241000033119	NA	Lasipressin  Tablets	NA	NA	NA	NA	NA	NA
845141000033112	NA	Lopranol La  M/R capsules  160 mg	NA	NA	NA	NA	NA	NA
891741000033119	NA	Metoros  Sr tablets  190 mg	NA	NA	NA	NA	NA	NA
891841000033112	NA	Metoros Ls  Sr tablets  95 mg	NA	NA	NA	NA	NA	NA
894641000033114	NA	Mepranix 50  Tablets  50 mg	NA	NA	NA	NA	NA	NA
894741000033117	NA	Mepranix 100  Tablets  100 mg	NA	NA	NA	NA	NA	NA
1025141000033114	NA	Oxyprenix-160-Sr  Sr tablets  160 mg	NA	NA	NA	NA	NA	NA
1124341000033119	NA	Probeta La  M/R capsules  160 mg	NA	NA	NA	NA	NA	NA
1124441000033113	NA	Propanix La  M/R capsules  160 mg	NA	NA	NA	NA	NA	NA
1127941000033110	NA	Propanix 160  Sr capsules  160 mg	NA	NA	NA	NA	NA	NA
1130341000033114	NA	Propanix 10  Tablets  10 mg	NA	NA	NA	NA	NA	NA
1130441000033115	NA	Propanix 40  Tablets  40 mg	NA	NA	NA	NA	NA	NA
1130541000033119	NA	Propanix 80  Tablets  80 mg	NA	NA	NA	NA	NA	NA
1130641000033118	NA	Propanix 160  Tablets  160 mg	NA	NA	NA	NA	NA	NA
1347641000033111	NA	Slow-Pren  Tablets  160 mg	NA	NA	NA	NA	NA	NA
1366241000033116	NA	Sotazide  Tablets	NA	NA	NA	NA	NA	NA
1374441000033117	NA	Spiroprop  Tablets	NA	NA	NA	NA	NA	NA
1449641000033110	NA	Totamol  Tablets  25 mg	NA	NA	NA	NA	NA	NA
1451041000033115	NA	Tolerzide  Tablets	NA	NA	NA	NA	NA	NA
1453041000033116	NA	Totamol  Tablets  100 mg	NA	NA	NA	NA	NA	NA
1453141000033117	NA	Totamol  Tablets  50 mg	NA	NA	NA	NA	NA	NA
1572241000033113	NA	Atenamin  Tablets  100 mg	NA	NA	NA	NA	NA	NA
1572341000033115	NA	Atenamin  Tablets  25 mg	NA	NA	NA	NA	NA	NA
1572441000033114	NA	Atenamin  Tablets  50 mg	NA	NA	NA	NA	NA	NA
2801941000033119	859411000001109	Soloc 5mg tablets (Mercury Pharma Group Ltd)	Soloc 5mg tablets	Tablet	Oral	Bisoprolol fumarate	5.000mg	2040000
10025141000033117	28365411000001109	Bisoprolol 10mg / Aspirin 75mg capsules	Bisoprolol 10mg / Aspirin 75mg capsules	Capsule	Oral	Aspirin/ Bisoprolol fumarate	75.000mg + 10.000mg	NA
5052641000033111	15413311000001102	Hypoloc 5mg tablets (A. Menarini Farmaceutica Internazionale SRL)	Hypoloc 5mg tablets	Tablet	Oral	Nebivolol hydrochloride	5.000mg	NA
5333041000033112	NA	Lopresor Retard M/R tablets 200 mg	NA	NA	NA	NA	NA	NA
