ProdCodeId	dmdid	Term.from.EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	Release	INS	TZD	SU	DPP4	MFN	GLP1	Glinide	Acarbose	SGLT2
2289441000033115	134587001	Gliclazide 30mg modified-release tablets	Gliclazide 30mg modified-release tablets	Modified-release tablet	Oral	Gliclazide	30.000mg	6010201	NA	0	0	1	0	0	0	0	0	0
2289941000033113	3661311000001107	Diamicron 30mg MR tablets (Servier Laboratories Ltd)	Diamicron 30mg MR tablets	Modified-release tablet	Oral	Gliclazide	30.000mg	6010201	NA	0	0	1	0	0	0	0	0	0
249441000033114	325213005	Chlorpropamide 100mg tablets	Chlorpropamide 100mg tablets	Tablet	Oral	Chlorpropamide	100.000mg	NA	NA	0	0	1	0	0	0	0	0	0
249541000033110	325214004	Chlorpropamide 250mg tablets	Chlorpropamide 250mg tablets	Tablet	Oral	Chlorpropamide	250.000mg	NA	NA	0	0	1	0	0	0	0	0	0
2620241000033119	8664411000001102	Metformin 500mg/5ml oral suspension	Metformin 500mg/5ml oral suspension	Oral suspension	Oral	Metformin hydrochloride	100.000mg/1.000ml	NA	NA	0	0	0	0	1	0	0	0	0
2995141000033110	5302911000001102	Avandamet 1mg/500mg tablets (GlaxoSmithKline UK Ltd)	Avandamet 1mg/500mg tablets	Tablet	Oral	Metformin hydrochloride/ Rosiglitazone maleate	500.000mg + 1.000mg	NA	NA	0	1	0	0	1	0	0	0	0
2995241000033115	5303611000001103	Avandamet 2mg/500mg tablets (GlaxoSmithKline UK Ltd)	Avandamet 2mg/500mg tablets	Tablet	Oral	Metformin hydrochloride/ Rosiglitazone maleate	500.000mg + 2.000mg	NA	NA	0	1	0	0	1	0	0	0	0
2995941000033112	374897009	Pioglitazone 45mg tablets	Pioglitazone 45mg tablets	Tablet	Oral	Pioglitazone hydrochloride	45.000mg	6010203	NA	0	1	0	0	0	0	0	0	0
2996041000033119	5199411000001105	Actos 45mg tablets (Takeda UK Ltd)	Actos 45mg tablets	Tablet	Oral	Pioglitazone hydrochloride	45.000mg	6010203	NA	0	1	0	0	0	0	0	0	0
3191341000033115	409121008	Rosiglitazone 1mg / Metformin 500mg tablets	Rosiglitazone 1mg / Metformin 500mg tablets	Tablet	Oral	Metformin hydrochloride/ Rosiglitazone maleate	500.000mg + 1.000mg	NA	NA	0	1	0	0	1	0	0	0	0
3191441000033114	409122001	Rosiglitazone 2mg / Metformin 500mg tablets	Rosiglitazone 2mg / Metformin 500mg tablets	Tablet	Oral	Metformin hydrochloride/ Rosiglitazone maleate	500.000mg + 2.000mg	NA	NA	0	1	0	0	1	0	0	0	0
3200541000033116	409124000	Rosiglitazone 2mg / Metformin 1g tablets	Rosiglitazone 2mg / Metformin 1g tablets	Tablet	Oral	Metformin hydrochloride/ Rosiglitazone maleate	1.000gram + 2.000mg	NA	NA	0	1	0	0	1	0	0	0	0
3200641000033115	409125004	Rosiglitazone 4mg / Metformin 1g tablets	Rosiglitazone 4mg / Metformin 1g tablets	Tablet	Oral	Metformin hydrochloride/ Rosiglitazone maleate	1.000gram + 4.000mg	NA	NA	0	1	0	0	1	0	0	0	0
3200741000033112	8176311000001105	Avandamet 2mg/1000mg tablets (GlaxoSmithKline UK Ltd)	Avandamet 2mg/1000mg tablets	Tablet	Oral	Metformin hydrochloride/ Rosiglitazone maleate	1.000gram + 2.000mg	NA	NA	0	1	0	0	1	0	0	0	0
3200841000033119	8174611000001109	Avandamet 4mg/1000mg tablets (GlaxoSmithKline UK Ltd)	Avandamet 4mg/1000mg tablets	Tablet	Oral	Metformin hydrochloride/ Rosiglitazone maleate	1.000gram + 4.000mg	NA	NA	0	1	0	0	1	0	0	0	0
3228141000033117	386047000	Metformin 500mg modified-release tablets	Metformin 500mg modified-release tablets	Modified-release tablet	Oral	Metformin hydrochloride	500.000mg	6010202	NA	0	0	0	0	1	0	0	0	0
3228241000033112	8990711000001100	Glucophage SR 500mg tablets (Merck Serono Ltd)	Glucophage SR 500mg tablets	Modified-release tablet	Oral	Metformin hydrochloride	500.000mg	6010202	NA	0	0	0	0	1	0	0	0	0
3890941000033116	NA	Metformin Hydrochloride Sugar free suspension 500 mg/5 ml	Metformin Hydrochloride Sugar free suspension 500 mg/5 ml	NA	NA	NA	NA	NA	NA	0	0	0	0	1	0	0	0	0
3953041000033113	8524311000001105	Gliclazide 80mg/5ml oral suspension	Gliclazide 80mg/5ml oral suspension	Oral suspension	Oral	Gliclazide	16.000mg/1.000ml	NA	NA	0	0	1	0	0	0	0	0	0
3982341000033110	10750111000001100	Metformin 500mg/5ml oral solution sugar free	Metformin 500mg/5ml oral solution sugar free	Oral solution	Oral	Metformin hydrochloride	100.000mg/1.000ml	NA	NA	0	0	0	0	1	0	0	0	0
3982441000033116	10741611000001100	Metsol 500mg/5ml oral solution (Kappin Ltd)	Metsol 500mg/5ml oral solution	Oral solution	Oral	Metformin hydrochloride	100.000mg/1.000ml	NA	NA	0	0	0	0	1	0	0	0	0
3983941000033115	419873003	Pioglitazone 15mg / Metformin 850mg tablets	Pioglitazone 15mg / Metformin 850mg tablets	Tablet	Oral	Metformin hydrochloride/ Pioglitazone hydrochloride	850.000mg + 15.000mg	6010203	NA	0	1	0	0	1	0	0	0	0
3984241000033114	10922311000001108	Competact 15mg/850mg tablets (Takeda UK Ltd)	Competact 15mg/850mg tablets	Tablet	Oral	Metformin hydrochloride/ Pioglitazone hydrochloride	850.000mg + 15.000mg	6010203	NA	0	1	0	0	1	0	0	0	0
3993941000033119	10952411000001100	Prandin 0.5mg tablets (Novo Nordisk Ltd)	Prandin 0.5mg tablets	Tablet	Oral	Repaglinide	500.000microgram	6010203	NA	0	0	0	0	0	0	1	0	0
3994041000033117	10956911000001107	Prandin 1mg tablets (Novo Nordisk Ltd)	Prandin 1mg tablets	Tablet	Oral	Repaglinide	1.000mg	6010203	NA	0	0	0	0	0	0	1	0	0
3994141000033118	10957811000001100	Prandin 2mg tablets (Novo Nordisk Ltd)	Prandin 2mg tablets	Tablet	Oral	Repaglinide	2.000mg	6010203	NA	0	0	0	0	0	0	1	0	0
406741000033116	NA	Daonil Tablets 2.5 mg	Daonil Tablets 2.5 mg	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0
406841000033114	234011000001108	Daonil 5mg tablets (Sanofi)	Daonil 5mg tablets	Tablet	Oral	Glibenclamide	5.000mg	NA	NA	0	0	1	0	0	0	0	0	0
4133241000033117	424345005	Sitagliptin 100mg tablets	Sitagliptin 100mg tablets	Tablet	Oral	Sitagliptin phosphate	100.000mg	6010203	NA	0	0	0	1	0	0	0	0	0
4133341000033110	11473711000001108	Januvia 100mg tablets (Merck Sharp & Dohme Ltd)	Januvia 100mg tablets	Tablet	Oral	Sitagliptin phosphate	100.000mg	6010203	NA	0	0	0	1	0	0	0	0	0
4149341000033111	11494211000001108	Exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices	Exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices	Solution for injection	Subcutaneous	Exenatide	250.000microgram/1.000ml	6010203	NA	0	0	0	0	0	1	0	0	0
4149441000033117	11494111000001102	Exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices	Exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices	Solution for injection	Subcutaneous	Exenatide	250.000microgram/1.000ml	6010203	NA	0	0	0	0	0	1	0	0	0
4149541000033116	11494811000001109	Byetta 5micrograms/0.02ml solution for injection 1.2ml pre-filled pens (AstraZeneca UK Ltd)	Byetta 5micrograms/0.02ml solution for injection 1.2ml pre-filled pens	Solution for injection	Subcutaneous	Exenatide	250.000microgram/1.000ml	6010203	NA	0	0	0	0	0	1	0	0	0
4149641000033115	11494611000001105	Byetta 10micrograms/0.04ml solution for injection 2.4ml pre-filled pens (AstraZeneca UK Ltd)	Byetta 10micrograms/0.04ml solution for injection 2.4ml pre-filled pens	Solution for injection	Subcutaneous	Exenatide	250.000microgram/1.000ml	6010203	NA	0	0	0	0	0	1	0	0	0
4269741000033117	13412911000001100	Vildagliptin 50mg tablets	Vildagliptin 50mg tablets	Tablet	Oral	Vildagliptin	50.000mg	6010203	NA	0	0	0	1	0	0	0	0	0
4269841000033110	NA	Vildagliptin Tablets 100 mg	Vildagliptin Tablets 100 mg	NA	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	0	0
4269941000033119	13411611000001100	Galvus 50mg tablets (Novartis Pharmaceuticals UK Ltd)	Galvus 50mg tablets	Tablet	Oral	Vildagliptin	50.000mg	6010203	NA	0	0	0	1	0	0	0	0	0
4270041000033118	NA	Galvus Tablets 100 mg	Galvus Tablets 100 mg	NA	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	0	0
4452341000033119	13413111000001109	Vildagliptin 50mg / Metformin 850mg tablets	Vildagliptin 50mg / Metformin 850mg tablets	Tablet	Oral	Metformin hydrochloride/ Vildagliptin	850.000mg + 50.000mg	6010203	NA	0	0	0	1	1	0	0	0	0
4452441000033113	13413011000001108	Vildagliptin 50mg / Metformin 1g tablets	Vildagliptin 50mg / Metformin 1g tablets	Tablet	Oral	Metformin hydrochloride/ Vildagliptin	1.000gram + 50.000mg	6010203	NA	0	0	0	1	1	0	0	0	0
4452541000033114	13412311000001101	Eucreas 50mg/1000mg tablets (Novartis Pharmaceuticals UK Ltd)	Eucreas 50mg/1000mg tablets	Tablet	Oral	Metformin hydrochloride/ Vildagliptin	1.000gram + 50.000mg	6010203	NA	0	0	0	1	1	0	0	0	0
4452641000033110	13412611000001106	Eucreas 50mg/850mg tablets (Novartis Pharmaceuticals UK Ltd)	Eucreas 50mg/850mg tablets	Tablet	Oral	Metformin hydrochloride/ Vildagliptin	850.000mg + 50.000mg	6010203	NA	0	0	0	1	1	0	0	0	0
4522041000033113	13626011000001107	Niddaryl 1mg tablets (Dee Pharmaceuticals Ltd)	Niddaryl 1mg tablets	Tablet	Oral	Glimepiride	1.000mg	NA	NA	0	0	1	0	0	0	0	0	0
4522141000033112	13626511000001104	Niddaryl 2mg tablets (Dee Pharmaceuticals Ltd)	Niddaryl 2mg tablets	Tablet	Oral	Glimepiride	2.000mg	NA	NA	0	0	1	0	0	0	0	0	0
4522241000033117	13626911000001106	Niddaryl 3mg tablets (Dee Pharmaceuticals Ltd)	Niddaryl 3mg tablets	Tablet	Oral	Glimepiride	3.000mg	NA	NA	0	0	1	0	0	0	0	0	0
4522341000033110	13627211000001100	Niddaryl 4mg tablets (Dee Pharmaceuticals Ltd)	Niddaryl 4mg tablets	Tablet	Oral	Glimepiride	4.000mg	NA	NA	0	0	1	0	0	0	0	0	0
4549141000033118	409361001	Metformin 750mg modified-release tablets	Metformin 750mg modified-release tablets	Modified-release tablet	Oral	Metformin hydrochloride	750.000mg	NA	NA	0	0	0	0	1	0	0	0	0
4549241000033113	13748611000001107	Glucophage SR 750mg tablets (Merck Serono Ltd)	Glucophage SR 750mg tablets	Modified-release tablet	Oral	Metformin hydrochloride	750.000mg	NA	NA	0	0	0	0	1	0	0	0	0
462041000033119	13511000001103	Diabetamide 2.5mg tablets (Ashbourne Pharmaceuticals Ltd)	Diabetamide 2.5mg tablets	Tablet	Oral	Glibenclamide	2.500mg	NA	NA	0	0	1	0	0	0	0	0	0
462141000033115	287811000001101	Diabetamide 5mg tablets (Ashbourne Pharmaceuticals Ltd)	Diabetamide 5mg tablets	Tablet	Oral	Glibenclamide	5.000mg	NA	NA	0	0	1	0	0	0	0	0	0
463541000033118	745911000001103	Diamicron 80mg tablets (Servier Laboratories Ltd)	Diamicron 80mg tablets	Tablet	Oral	Gliclazide	80.000mg	6010201	NA	0	0	1	0	0	0	0	0	0
463941000033112	NA	Dimelor Tablets 500 mg	Dimelor Tablets 500 mg	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0
465841000033115	NA	Diabinese Tablets 100 mg	Diabinese Tablets 100 mg	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0
465941000033111	NA	Diabinese Tablets 250 mg	Diabinese Tablets 250 mg	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0
4941241000033119	13456711000001106	Nazdol MR 30mg tablets (Consilient Health Ltd)	Nazdol MR 30mg tablets	Modified-release tablet	Oral	Gliclazide	30.000mg	NA	NA	0	0	1	0	0	0	0	0	0
4945241000033117	411533003	Metformin 1g modified-release tablets	Metformin 1g modified-release tablets	Modified-release tablet	Oral	Metformin hydrochloride	1.000gram	NA	NA	0	0	0	0	1	0	0	0	0
4945341000033110	15367811000001105	Glucophage SR 1000mg tablets (Merck Serono Ltd)	Glucophage SR 1000mg tablets	Modified-release tablet	Oral	Metformin hydrochloride	1.000gram	NA	NA	0	0	0	0	1	0	0	0	0
4957741000033118	14183911000001108	Bolamyn SR 500mg tablets (Teva UK Ltd)	Bolamyn SR 500mg tablets	Modified-release tablet	Oral	Metformin hydrochloride	500.000mg	6010202	NA	0	0	0	0	1	0	0	0	0
5007641000033119	15411311000001103	Metformin 500mg oral powder sachets sugar free	Metformin 500mg oral powder sachets sugar free	Powder	Oral	Metformin hydrochloride	500.000mg	NA	NA	0	0	0	0	1	0	0	0	0
5007741000033111	15411211000001106	Metformin 1g oral powder sachets sugar free	Metformin 1g oral powder sachets sugar free	Powder	Oral	Metformin hydrochloride	1.000gram	NA	NA	0	0	0	0	1	0	0	0	0
5007841000033118	15373711000001104	Glucophage 500mg oral powder sachets (Merck Serono Ltd)	Glucophage 500mg oral powder sachets	Powder	Oral	Metformin hydrochloride	500.000mg	NA	NA	0	0	0	0	1	0	0	0	0
5007941000033114	15374311000001101	Glucophage 1000mg oral powder sachets (Merck Serono Ltd)	Glucophage 1000mg oral powder sachets	Powder	Oral	Metformin hydrochloride	1.000gram	NA	NA	0	0	0	0	1	0	0	0	0
5128241000033116	NA	Glucophage Tablets 1000 mg	Glucophage Tablets 1000 mg	NA	NA	NA	NA	NA	NA	0	0	0	0	1	0	0	0	0
5131241000033110	15859111000001102	Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices	Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices	Solution for injection	Subcutaneous	Liraglutide	6.000mg/1.000ml	6010203	NA	0	0	0	0	0	1	0	0	0
5131341000033117	15858611000001101	Victoza 6mg/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Victoza 6mg/ml solution for injection 3ml pre-filled pens	Solution for injection	Subcutaneous	Liraglutide	6.000mg/1.000ml	6010203	NA	0	0	0	0	0	1	0	0	0
5132141000033111	NA	Janumet Tablets 50 mg + 500 mg	Janumet Tablets 50 mg + 500 mg	NA	NA	NA	NA	NA	NA	0	0	0	1	1	0	0	0	0
5132241000033116	17060511000001108	Janumet 50mg/1000mg tablets (Merck Sharp & Dohme Ltd)	Janumet 50mg/1000mg tablets	Tablet	Oral	Metformin hydrochloride/ Sitagliptin phosphate	1.000gram + 50.000mg	6010203	NA	0	0	0	1	1	0	0	0	0
5316641000033118	443713000	Saxagliptin 5mg tablets	Saxagliptin 5mg tablets	Tablet	Oral	Saxagliptin hydrochloride	5.000mg	6010203	NA	0	0	0	1	0	0	0	0	0
5316741000033110	15993011000001101	Onglyza 5mg tablets (AstraZeneca UK Ltd)	Onglyza 5mg tablets	Tablet	Oral	Saxagliptin hydrochloride	5.000mg	6010203	NA	0	0	0	1	0	0	0	0	0
5378141000033117	16536211000001102	Dacadis MR 30mg tablets (Mylan)	Dacadis MR 30mg tablets	Modified-release tablet	Oral	Gliclazide	30.000mg	NA	NA	0	0	1	0	0	0	0	0	0
5491941000033110	NA	Amaryl M Tablets 1 mg + 250 mg	Amaryl M Tablets 1 mg + 250 mg	NA	NA	NA	NA	NA	NA	0	0	1	0	1	0	0	0	0
5492041000033116	NA	Amaryl M Tablets 2 mg + 500 mg	Amaryl M Tablets 2 mg + 500 mg	NA	NA	NA	NA	NA	NA	0	0	1	0	1	0	0	0	0
557241000033113	233411000001102	Euglucon 2.5mg tablets (Aventis Pharma)	Euglucon 2.5mg tablets	Tablet	Oral	Glibenclamide	2.500mg	NA	NA	0	0	1	0	0	0	0	0	0
557341000033115	322511000001103	Euglucon 5mg tablets (Sanofi)	Euglucon 5mg tablets	Tablet	Oral	Glibenclamide	5.000mg	NA	NA	0	0	1	0	0	0	0	0	0
5576041000033115	17071811000001108	Metformin 1g / Sitagliptin 50mg tablets	Metformin 1g / Sitagliptin 50mg tablets	Tablet	Oral	Metformin hydrochloride/ Sitagliptin phosphate	1.000gram + 50.000mg	6010203	NA	0	0	0	1	1	0	0	0	0
5709741000033116	16702011000001102	Gliclazide 40mg tablets	Gliclazide 40mg tablets	Tablet	Oral	Gliclazide	40.000mg	NA	NA	0	0	1	0	0	0	0	0	0
5709841000033114	16677511000001108	Zicron 40mg tablets (Bristol Laboratories Ltd)	Zicron 40mg tablets	Tablet	Oral	Gliclazide	40.000mg	NA	NA	0	0	1	0	0	0	0	0	0
5815341000033115	15334511000001109	Edicil MR 30mg tablets (Teva UK Ltd)	Edicil MR 30mg tablets	Modified-release tablet	Oral	Gliclazide	30.000mg	NA	NA	0	0	1	0	0	0	0	0	0
5869241000033114	8524211000001102	Gliclazide 40mg/5ml oral suspension	Gliclazide 40mg/5ml oral suspension	Oral suspension	Oral	Gliclazide	8.000mg/1.000ml	NA	NA	0	0	1	0	0	0	0	0	0
58841000033113	938211000001105	Amaryl 2mg tablets (Zentiva)	Amaryl 2mg tablets	Tablet	Oral	Glimepiride	2.000mg	6010201	NA	0	0	1	0	0	0	0	0	0
59541000033116	228111000001101	Amaryl 1mg tablets (Zentiva)	Amaryl 1mg tablets	Tablet	Oral	Glimepiride	1.000mg	6010201	NA	0	0	1	0	0	0	0	0	0
59641000033115	164511000001108	Amaryl 3mg tablets (Zentiva)	Amaryl 3mg tablets	Tablet	Oral	Glimepiride	3.000mg	6010201	NA	0	0	1	0	0	0	0	0	0
5968741000033115	8523711000001107	Glibenclamide 5mg/5ml oral solution	Glibenclamide 5mg/5ml oral solution	Oral solution	Oral	Glibenclamide	1.000mg/1.000ml	NA	NA	0	0	1	0	0	0	0	0	0
5968841000033113	8523811000001104	Glibenclamide 5mg/5ml oral suspension	Glibenclamide 5mg/5ml oral suspension	Oral suspension	Oral	Glibenclamide	1.000mg/1.000ml	NA	NA	0	0	1	0	0	0	0	0	0
59741000033112	259611000001101	Amaryl 4mg tablets (Zentiva)	Amaryl 4mg tablets	Tablet	Oral	Glimepiride	4.000mg	6010201	NA	0	0	1	0	0	0	0	0	0
5997041000033115	409197000	Metformin 500mg/5ml oral solution	Metformin 500mg/5ml oral solution	Oral solution	Oral	Metformin hydrochloride	100.000mg/1.000ml	NA	NA	0	0	0	0	1	0	0	0	0
6029841000033115	18141911000001101	Metabet SR 500mg tablets (Morningside Healthcare Ltd)	Metabet SR 500mg tablets	Modified-release tablet	Oral	Metformin hydrochloride	500.000mg	NA	NA	0	0	0	0	1	0	0	0	0
6123241000033112	443067000	Saxagliptin 2.5mg tablets	Saxagliptin 2.5mg tablets	Tablet	Oral	Saxagliptin hydrochloride	2.500mg	NA	NA	0	0	0	1	0	0	0	0	0
6123341000033119	18596311000001108	Onglyza 2.5mg tablets (AstraZeneca UK Ltd)	Onglyza 2.5mg tablets	Tablet	Oral	Saxagliptin hydrochloride	2.500mg	NA	NA	0	0	0	1	0	0	0	0	0
6135341000033117	18678711000001108	Vitile XL 30mg tablets (Actavis UK Ltd)	Vitile XL 30mg tablets	Modified-release tablet	Oral	Gliclazide	30.000mg	NA	NA	0	0	1	0	0	0	0	0	0
6279741000033117	18885611000001108	Metabet SR 1000mg tablets (Morningside Healthcare Ltd)	Metabet SR 1000mg tablets	Modified-release tablet	Oral	Metformin hydrochloride	1.000gram	NA	NA	0	0	0	0	1	0	0	0	0
6388241000033117	19275411000001107	Exenatide 2mg powder and solvent for prolonged-release suspension for injection vials	Exenatide 2mg powder and solvent for prolonged-release suspension for injection vials	Powder and solvent for prolonged-release suspension for inj	Subcutaneous	Exenatide	2.000mg	6010203	NA	0	0	0	0	0	1	0	0	0
6388341000033110	19274811000001108	Bydureon 2mg powder and solvent for prolonged-release suspension for injection vials (AstraZeneca UK Ltd)	Bydureon 2mg powder and solvent for prolonged-release suspension for injection vials	Powder and solvent for prolonged-release suspension for inj	Subcutaneous	Exenatide	2.000mg	6010203	NA	0	0	0	0	0	1	0	0	0
6391041000033117	19308111000001109	Glucient SR 500mg tablets (Consilient Health Ltd)	Glucient SR 500mg tablets	Modified-release tablet	Oral	Metformin hydrochloride	500.000mg	NA	NA	0	0	0	0	1	0	0	0	0
6391141000033118	19306711000001106	Enyglid 0.5mg tablets (Consilient Health Ltd)	Enyglid 0.5mg tablets	Tablet	Oral	Repaglinide	500.000microgram	NA	NA	0	0	0	0	0	0	1	0	0
6391241000033113	19306911000001108	Enyglid 1mg tablets (Consilient Health Ltd)	Enyglid 1mg tablets	Tablet	Oral	Repaglinide	1.000mg	NA	NA	0	0	0	0	0	0	1	0	0
6391341000033115	19307311000001105	Enyglid 2mg tablets (Consilient Health Ltd)	Enyglid 2mg tablets	Tablet	Oral	Repaglinide	2.000mg	NA	NA	0	0	0	0	0	0	1	0	0
6444041000033117	19525211000001103	Linagliptin 5mg tablets	Linagliptin 5mg tablets	Tablet	Oral	Linagliptin	5.000mg	6010203	NA	0	0	0	1	0	0	0	0	0
6444141000033118	19492811000001108	Trajenta 5mg tablets (Boehringer Ingelheim Ltd)	Trajenta 5mg tablets	Tablet	Oral	Linagliptin	5.000mg	6010203	NA	0	0	0	1	0	0	0	0	0
644541000033111	325218001	Glibenclamide 2.5mg tablets	Glibenclamide 2.5mg tablets	Tablet	Oral	Glibenclamide	2.500mg	6010201	NA	0	0	1	0	0	0	0	0	0
644641000033112	325219009	Glibenclamide 5mg tablets	Glibenclamide 5mg tablets	Tablet	Oral	Glibenclamide	5.000mg	6010201	NA	0	0	1	0	0	0	0	0	0
644741000033115	515111000001108	Glibenese 5mg tablets (Pfizer Ltd)	Glibenese 5mg tablets	Tablet	Oral	Glipizide	5.000mg	NA	NA	0	0	1	0	0	0	0	0	0
644841000033113	325243007	Glipizide 5mg tablets	Glipizide 5mg tablets	Tablet	Oral	Glipizide	5.000mg	6010201	NA	0	0	1	0	0	0	0	0	0
644941000033117	363211000001102	Glucophage 500mg tablets (Merck Serono Ltd)	Glucophage 500mg tablets	Tablet	Oral	Metformin hydrochloride	500.000mg	6010202	NA	0	0	0	0	1	0	0	0	0
645041000033117	365111000001109	Glucophage 850mg tablets (Merck Serono Ltd)	Glucophage 850mg tablets	Tablet	Oral	Metformin hydrochloride	850.000mg	6010202	NA	0	0	0	0	1	0	0	0	0
645241000033113	444311000001106	Glucobay 100mg tablets (Bayer Plc)	Glucobay 100mg tablets	Tablet	Oral	Acarbose	100.000mg	6010203	NA	0	0	0	0	0	0	0	1	0
645341000033115	781411000001104	Glucobay 50mg tablets (Bayer Plc)	Glucobay 50mg tablets	Tablet	Oral	Acarbose	50.000mg	6010203	NA	0	0	0	0	0	0	0	1	0
645541000033110	NA	Glucamet Tablets 500 mg	Glucamet Tablets 500 mg	NA	NA	NA	NA	NA	NA	0	0	0	0	1	0	0	0	0
645641000033111	NA	Glucamet Tablets 850 mg	Glucamet Tablets 850 mg	NA	NA	NA	NA	NA	NA	0	0	0	0	1	0	0	0	0
645841000033112	325259007	Glimepiride 2mg tablets	Glimepiride 2mg tablets	Tablet	Oral	Glimepiride	2.000mg	6010201	NA	0	0	1	0	0	0	0	0	0
645941000033116	325261003	Glimepiride 1mg tablets	Glimepiride 1mg tablets	Tablet	Oral	Glimepiride	1.000mg	6010201	NA	0	0	1	0	0	0	0	0	0
646041000033114	325262005	Glimepiride 3mg tablets	Glimepiride 3mg tablets	Tablet	Oral	Glimepiride	3.000mg	6010201	NA	0	0	1	0	0	0	0	0	0
646141000033113	325263000	Glimepiride 4mg tablets	Glimepiride 4mg tablets	Tablet	Oral	Glimepiride	4.000mg	6010201	NA	0	0	1	0	0	0	0	0	0
646241000033118	NA	Glyconon Tablets 500 mg	Glyconon Tablets 500 mg	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0
646341000033111	NA	Glymese Tablets 250 mg	Glymese Tablets 250 mg	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0
646441000033117	325242002	Gliclazide 80mg tablets	Gliclazide 80mg tablets	Tablet	Oral	Gliclazide	80.000mg	6010201	NA	0	0	1	0	0	0	0	0	0
646541000033116	325248003	Glipizide 2.5mg tablets	Glipizide 2.5mg tablets	Tablet	Oral	Glipizide	2.500mg	6010201	NA	0	0	1	0	0	0	0	0	0
646741000033112	NA	Glymidine Tablets 500 mg	Glymidine Tablets 500 mg	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0
646841000033119	3763311000001102	Glurenorm 30mg tablets (Sanofi)	Glurenorm 30mg tablets	Tablet	Oral	Gliquidone	30.000mg	NA	NA	0	0	1	0	0	0	0	0	0
646941000033110	325251005	Gliquidone 30mg tablets	Gliquidone 30mg tablets	Tablet	Oral	Gliquidone	30.000mg	NA	NA	0	0	1	0	0	0	0	0	0
650141000033114	NA	Gondafon Tablets 500 mg	Gondafon Tablets 500 mg	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0
6525941000033110	20022911000001104	Glizofar 15mg tablets (Arrow Generics Ltd)	Glizofar 15mg tablets	Tablet	Oral	Pioglitazone hydrochloride	15.000mg	NA	NA	0	1	0	0	0	0	0	0	0
6526041000033117	20023111000001108	Glizofar 30mg tablets (Arrow Generics Ltd)	Glizofar 30mg tablets	Tablet	Oral	Pioglitazone hydrochloride	30.000mg	NA	NA	0	1	0	0	0	0	0	0	0
6526141000033118	20023411000001103	Glizofar 45mg tablets (Arrow Generics Ltd)	Glizofar 45mg tablets	Tablet	Oral	Pioglitazone hydrochloride	45.000mg	NA	NA	0	1	0	0	0	0	0	0	0
654041000033116	NA	Grenamide Tablets 2.5 mg	Grenamide Tablets 2.5 mg	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0
654141000033117	NA	Grenamide Tablets 5 mg	Grenamide Tablets 5 mg	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0
7687241000033110	424513004	Sitagliptin 50mg tablets	Sitagliptin 50mg tablets	Tablet	Oral	Sitagliptin phosphate	50.000mg	NA	NA	0	0	0	1	0	0	0	0	0
7687341000033117	20114811000001100	Januvia 50mg tablets (Merck Sharp & Dohme Ltd)	Januvia 50mg tablets	Tablet	Oral	Sitagliptin phosphate	50.000mg	NA	NA	0	0	0	1	0	0	0	0	0
7687441000033111	423962004	Sitagliptin 25mg tablets	Sitagliptin 25mg tablets	Tablet	Oral	Sitagliptin phosphate	25.000mg	NA	NA	0	0	0	1	0	0	0	0	0
7687541000033112	20115111000001106	Januvia 25mg tablets (Merck Sharp & Dohme Ltd)	Januvia 25mg tablets	Tablet	Oral	Sitagliptin phosphate	25.000mg	NA	NA	0	0	0	1	0	0	0	0	0
7874941000033110	20552511000001105	Diagemet XL 500mg tablets (Thornton & Ross Ltd)	Diagemet XL 500mg tablets	Modified-release tablet	Oral	Metformin hydrochloride	500.000mg	NA	NA	0	0	0	0	1	0	0	0	0
8027541000033116	NA	Diamicron M/R tablets 60 mg	Diamicron M/R tablets 60 mg	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0
8028441000033116	NA	Galvus Met Tablets 850 mg + 50 mg	Galvus Met Tablets 850 mg + 50 mg	NA	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	0	0
