ProdCodeId	dmdid	Term.from.EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	Release	name	drug_substance
2182441000033113	3260811000001108	Humulin I Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Humulin I Pen 100units/ml suspension for injection 3ml pre-filled pens	Suspension for injection	Subcutaneous	Insulin isophane human	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		isophane	Intermediate insulin
2266841000033110	3260611000001109	Insuman Basal 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)	Insuman Basal 100units/ml suspension for injection 3ml pre-filled OptiSet pens	Suspension for injection	Subcutaneous	Insulin isophane human	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		isophane	Basal insulin
2266941000033119	3291711000001105	Insuman Rapid 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sanofi)	Insuman Rapid 100units/ml solution for injection 3ml pre-filled OptiSet pens	Solution for injection	Subcutaneous	Insulin soluble human	100.000unit/1.000ml + 100.000unit/1.000ml	6010101		insuman rapid	Bolus insulin
2267041000033118	3270211000001103	Insuman Comb 15 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)	Insuman Comb 15 100units/ml suspension for injection 3ml pre-filled OptiSet pens	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	85.000unit/1.000ml + 85.000unit/1.000ml + 15.000unit/1.000ml + 15.000unit/1.000ml	6010102		isophane	Intermediate insulin
2267141000033119	3259811000001109	Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)	Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled OptiSet pens	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	75.000unit/1.000ml + 75.000unit/1.000ml + 25.000unit/1.000ml + 25.000unit/1.000ml	6010102		isophane	Intermediate insulin
2267241000033114	3278611000001103	Insuman Comb 50 100units/ml suspension for injection 3ml pre-filled OptiSet pens (Sanofi)	Insuman Comb 50 100units/ml suspension for injection 3ml pre-filled OptiSet pens	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml	6010102		isophane	Intermediate insulin
2644641000033113	3261411000001102	Insulatard InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Insulatard InnoLet 100units/ml suspension for injection 3ml pre-filled pens	Suspension for injection	Subcutaneous	Insulin isophane human	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		isophane	Intermediate insulin
2644741000033116	3271611000001106	Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Mixtard 30 InnoLet 100units/ml suspension for injection 3ml pre-filled pens	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml			isophane	Intermediate insulin
2724741000033111	3277811000001103	NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	NovoMix 30 Penfill 100units/ml suspension for injection 3ml cartridges	Suspension for injection	Subcutaneous	Insulin aspart/ Insulin aspart protamine	30.000unit/1.000ml + 30.000unit/1.000ml + 70.000unit/1.000ml + 70.000unit/1.000ml	6010102		insulin aspart	Intermediate insulin
2724841000033118	3277211000001104	NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens (Novo Nordisk Ltd)	NovoMix 30 FlexPen 100units/ml suspension for injection 3ml pre-filled pens	Suspension for injection	Subcutaneous	Insulin aspart/ Insulin aspart protamine	30.000unit/1.000ml + 30.000unit/1.000ml + 70.000unit/1.000ml + 70.000unit/1.000ml	6010102		insulin aspart	Intermediate insulin
2780741000033111	3287911000001100	Lantus 100units/ml solution for injection 10ml vials (Sanofi)	Lantus 100units/ml solution for injection 10ml vials	Solution for injection	Subcutaneous	Insulin glargine	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		glargine	Basal insulin
2780841000033118	3284211000001102	Lantus 100units/ml solution for injection 3ml cartridges (Sanofi)	Lantus 100units/ml solution for injection 3ml cartridges	Solution for injection	Subcutaneous	Insulin glargine	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		glargine	Basal insulin
2780941000033114	3283211000001100	Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sanofi)	Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pens	Solution for injection	Subcutaneous	Insulin glargine	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		glargine	Basal insulin
2796641000033115	3282211000001106	NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens	Solution for injection	Subcutaneous	Insulin aspart	100.000unit/1.000ml + 100.000unit/1.000ml	6010101		insulin aspart	Bolus insulin
2796741000033112	3262011000001103	Insulatard FlexPen 100units/ml suspension for injection (Novo Nordisk Ltd)	Insulatard FlexPen 100units/ml suspension for injection	Suspension for injection	Subcutaneous	Insulin isophane human	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		isophane	Intermediate insulin
2798841000033115	36047111000001106	Insulin glargine 100units/ml solution for injection 10ml vials	Insulin glargine 100units/ml solution for injection 10ml vials	Solution for injection	Subcutaneous	Insulin glargine	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		glargine	Basal insulin
2798941000033111	38896911000001108	Insulin glargine 100units/ml solution for injection 3ml cartridges	Insulin glargine 100units/ml solution for injection 3ml cartridges	Solution for injection	Subcutaneous	Insulin glargine	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		glargine	Basal insulin
2799041000033119	38897011000001107	Insulin glargine 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin glargine 100units/ml solution for injection 3ml pre-filled disposable devices	Solution for injection	Subcutaneous	Insulin glargine	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		glargine	Basal insulin
2867641000033118		Humulin R Injection 100 units/ml, 10 ml vial	Humulin R Injection 100 units/ml, 10 ml vial							humulin r	Bolus insulin
2867741000033110		Humulin N Injection 100 units/ml, 10 ml vial	Humulin N Injection 100 units/ml, 10 ml vial							humulin n	Intermediate insulin
2867841000033117		Humulin L Injection 100 units/ml, 10 ml vial	Humulin L Injection 100 units/ml, 10 ml vial							humulin l	Basal insulin
2867941000033113		Humulin U Injection 100 units/ml, 10 ml vial	Humulin U Injection 100 units/ml, 10 ml vial							humulin u	Basal insulin
2868041000033111		Humulin 90/10 Injection 100 units/ml, 10 ml vial	Humulin 90/10 Injection 100 units/ml, 10 ml vial							humulin 90/10	Intermediate insulin
2868141000033110		Humulin 80/20 Injection 100 units/ml, 10 ml vial	Humulin 80/20 Injection 100 units/ml, 10 ml vial							humulin 80/20	Intermediate insulin
2868241000033115		Humulin 70/30 Injection 100 units/ml, 10 ml vial	Humulin 70/30 Injection 100 units/ml, 10 ml vial							humulin 70/30	Intermediate insulin
2868341000033113		Humulin 60/40 Injection 100 units/ml, 10 ml vial	Humulin 60/40 Injection 100 units/ml, 10 ml vial							humulin 60/40	Intermediate insulin
2868441000033119		Humulin 50/50 Injection 100 units/ml, 10 ml vial	Humulin 50/50 Injection 100 units/ml, 10 ml vial							humulin 50/50	Intermediate insulin
2916941000033119	4028811000001105	Hypurin Bovine Neutral 100units/ml solution for injection 3ml cartridges (Wockhardt UK Ltd)	Hypurin Bovine Neutral 100units/ml solution for injection 3ml cartridges	Solution for injection	Subcutaneous/ Intramuscular/ Intravenous	Insulin soluble bovine	100.000unit/1.000ml + 100.000unit/1.000ml	6010101		hypurin bovine neutral	Bolus insulin
2917041000033118	4028311000001101	Hypurin Bovine Isophane 100units/ml suspension for injection 3ml cartridges (Wockhardt UK Ltd)	Hypurin Bovine Isophane 100units/ml suspension for injection 3ml cartridges	Suspension for injection	Intramuscular/ Subcutaneous	Insulin isophane bovine	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		isophane	Intermediate insulin
2917141000033119	4034911000001109	Hypurin Porcine Neutral 100units/ml solution for injection 3ml cartridges (Wockhardt UK Ltd)	Hypurin Porcine Neutral 100units/ml solution for injection 3ml cartridges	Solution for injection	Intravenous/ Intramuscular/ Subcutaneous	Insulin soluble porcine	100.000unit/1.000ml + 100.000unit/1.000ml	6010101		hypurin porcine neutral	Bolus insulin
2917241000033114	4034311000001108	Hypurin Porcine Isophane 100units/ml suspension for injection 3ml cartridges (Wockhardt UK Ltd)	Hypurin Porcine Isophane 100units/ml suspension for injection 3ml cartridges	Suspension for injection	Intramuscular/ Subcutaneous	Insulin isophane porcine	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		isophane	Intermediate insulin
2917341000033116	4029411000001100	Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 3ml cartridges (Wockhardt UK Ltd)	Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 3ml cartridges	Suspension for injection	Subcutaneous/ Intramuscular	Insulin isophane porcine/ Insulin soluble porcine	70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml	6010102		isophane	Intermediate insulin
2952841000033116	3312111000001108	Actrapid 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd)	Actrapid 100units/ml solution for injection 10ml vials	Solution for injection	Subcutaneous/ Intravenous	Insulin soluble human	100.000unit/1.000ml + 100.000unit/1.000ml	6010300		actrapid	Bolus insulin
2952941000033112	3288511000001106	Actrapid NovoLet 100units/ml solution for injection (Novo Nordisk Ltd)	Actrapid NovoLet 100units/ml solution for injection	Solution for injection	Intravenous/ Subcutaneous	Insulin soluble human	100.000unit/1.000ml + 100.000unit/1.000ml	6010101		actrapid	Bolus insulin
2953041000033119	3310711000001105	Actrapid Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd)	Actrapid Penfill 100units/ml solution for injection 3ml cartridges	Solution for injection	Intravenous/ Subcutaneous	Insulin soluble human	100.000unit/1.000ml + 100.000unit/1.000ml	6010101		actrapid	Bolus insulin
2953141000033115	3262511000001106	Insulatard NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)	Insulatard NovoLet 100units/ml suspension for injection	Suspension for injection	Subcutaneous	Insulin isophane human	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		isophane	Intermediate insulin
2953241000033110	3256111000001105	Insulatard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)	Insulatard 100units/ml suspension for injection 10ml vials	Suspension for injection	Subcutaneous	Insulin isophane human	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		isophane	Intermediate insulin
2953341000033117	3263711000001109	Insulatard Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Insulatard Penfill 100units/ml suspension for injection 3ml cartridges	Suspension for injection	Subcutaneous	Insulin isophane human	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		isophane	Intermediate insulin
2953441000033111	3269711000001107	Mixtard 10 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)	Mixtard 10 NovoLet 100units/ml suspension for injection	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	90.000unit/1.000ml + 90.000unit/1.000ml + 10.000unit/1.000ml + 10.000unit/1.000ml			isophane	Intermediate insulin
2953541000033112	3264711000001106	Mixtard 10 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Mixtard 10 Penfill 100units/ml suspension for injection 3ml cartridges	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	90.000unit/1.000ml + 90.000unit/1.000ml + 10.000unit/1.000ml + 10.000unit/1.000ml			isophane	Intermediate insulin
2953641000033113	3266111000001103	Mixtard 20 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)	Mixtard 20 NovoLet 100units/ml suspension for injection	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	80.000unit/1.000ml + 80.000unit/1.000ml + 20.000unit/1.000ml + 20.000unit/1.000ml			isophane	Intermediate insulin
2953741000033116	3264411000001100	Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Mixtard 20 Penfill 100units/ml suspension for injection 3ml cartridges	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	80.000unit/1.000ml + 80.000unit/1.000ml + 20.000unit/1.000ml + 20.000unit/1.000ml			isophane	Intermediate insulin
2953841000033114	3270511000001100	Mixtard 30 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)	Mixtard 30 NovoLet 100units/ml suspension for injection	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml			isophane	Intermediate insulin
2953941000033118	3275011000001102	Mixtard 30 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)	Mixtard 30 100units/ml suspension for injection 10ml vials	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml			isophane	Intermediate insulin
2954041000033116	3273111000001102	Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml			isophane	Intermediate insulin
2954141000033117	3272011000001107	Mixtard 40 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)	Mixtard 40 NovoLet 100units/ml suspension for injection	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	60.000unit/1.000ml + 60.000unit/1.000ml + 40.000unit/1.000ml + 40.000unit/1.000ml			isophane	Intermediate insulin
2954241000033112	3281211000001104	Mixtard 40 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Mixtard 40 Penfill 100units/ml suspension for injection 3ml cartridges	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	60.000unit/1.000ml + 60.000unit/1.000ml + 40.000unit/1.000ml + 40.000unit/1.000ml			isophane	Intermediate insulin
2954341000033119	3278311000001108	Mixtard 50 NovoLet 100units/ml suspension for injection (Novo Nordisk Ltd)	Mixtard 50 NovoLet 100units/ml suspension for injection	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml			isophane	Intermediate insulin
2954441000033113		Mixtard 50 Injection 100 units/ml, 10 ml vial	Mixtard 50 Injection 100 units/ml, 10 ml vial							mixtard	Intermediate insulin
2954541000033114	3272811000001101	Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)	Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml			isophane	Intermediate insulin
2954641000033110	3312411000001103	Velosulin 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd)	Velosulin 100units/ml solution for injection 10ml vials	Solution for injection	Intravenous/ Subcutaneous	Insulin soluble human	100.000unit/1.000ml + 100.000unit/1.000ml			velosulin	Bolus insulin
2954741000033118	3284111000001108	Monotard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)	Monotard 100units/ml suspension for injection 10ml vials	Suspension for injection	Subcutaneous	Insulin zinc suspension mixed human	100.000unit/1.000ml + 100.000unit/1.000ml			zinc suspension	Basal insulin
2954841000033111	3282311000001103	Ultratard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)	Ultratard 100units/ml suspension for injection 10ml vials	Suspension for injection	Subcutaneous	Insulin zinc suspension crystalline human	100.000unit/1.000ml + 100.000unit/1.000ml			zinc suspension	Basal insulin
3136941000033116	7594211000001102	Insulin detemir 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin detemir 100units/ml solution for injection 3ml pre-filled disposable devices	Solution for injection	Subcutaneous	Insulin detemir	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		detemir	Basal insulin
3137041000033115	7597611000001106	Insulin detemir 100units/ml solution for injection 3ml cartridges	Insulin detemir 100units/ml solution for injection 3ml cartridges	Solution for injection	Subcutaneous	Insulin detemir	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		detemir	Basal insulin
3137141000033116	7589911000001108	Levemir Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd)	Levemir Penfill 100units/ml solution for injection 3ml cartridges	Solution for injection	Subcutaneous	Insulin detemir	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		detemir	Basal insulin
3137241000033111	7589411000001100	Levemir FlexPen 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Levemir FlexPen 100units/ml solution for injection 3ml pre-filled pens	Solution for injection	Subcutaneous	Insulin detemir	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		detemir	Basal insulin
3277741000033118	3468711000001104	Insulin aspart 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin aspart 100units/ml solution for injection 3ml pre-filled disposable devices	Solution for injection	Subcutaneous/ Intravenous	Insulin aspart	100.000unit/1.000ml + 100.000unit/1.000ml	6010101		insulin aspart	Bolus insulin
3333841000033113	9437511000001101	Humulin M3 Pen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Humulin M3 Pen 100units/ml suspension for injection 3ml pre-filled pens	Suspension for injection	Intramuscular/ Subcutaneous	Insulin isophane human/ Insulin soluble human	70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml			isophane	Intermediate insulin
3345641000033114	36047211000001100	Insulin glulisine 100units/ml solution for injection 10ml vials	Insulin glulisine 100units/ml solution for injection 10ml vials	Solution for injection	Subcutaneous	Insulin glulisine	100.000unit/1.000ml + 100.000unit/1.000ml	6010101		glulisine	Bolus insulin
3345741000033117	9532111000001100	Insulin glulisine 100units/ml solution for injection 3ml cartridges	Insulin glulisine 100units/ml solution for injection 3ml cartridges	Solution for injection	Subcutaneous	Insulin glulisine	100.000unit/1.000ml + 100.000unit/1.000ml	6010101		glulisine	Bolus insulin
3345841000033110	9528811000001107	Apidra 100units/ml solution for injection 10ml vials (Sanofi)	Apidra 100units/ml solution for injection 10ml vials	Solution for injection	Subcutaneous	Insulin glulisine	100.000unit/1.000ml + 100.000unit/1.000ml	6010101		glulisine	Bolus insulin
3345941000033119	9528311000001103	Apidra 100units/ml solution for injection 3ml cartridges (Sanofi)	Apidra 100units/ml solution for injection 3ml cartridges	Solution for injection	Subcutaneous	Insulin glulisine	100.000unit/1.000ml + 100.000unit/1.000ml	6010101		glulisine	Bolus insulin
3869341000033114	10250211000001101	Lantus 100units/ml solution for injection 3ml OptiClik cartridges (Sanofi)	Lantus 100units/ml solution for injection 3ml OptiClik cartridges	Solution for injection	Subcutaneous	Insulin glargine	100.000unit/1.000ml + 100.000unit/1.000ml			glargine	Basal insulin
3914241000033112	10097211000001102	Insulin glulisine 100units/ml solution for injection 3ml pre-filled disposable devices	Insulin glulisine 100units/ml solution for injection 3ml pre-filled disposable devices	Solution for injection	Subcutaneous	Insulin glulisine	100.000unit/1.000ml + 100.000unit/1.000ml			glulisine	Bolus insulin
3914341000033119		Apidra Optiset Pre-filled Disposable Pen 100 units/ml, 3 ml pen	Apidra Optiset Pre-filled Disposable Pen 100 units/ml, 3 ml pen							apidra	Bolus insulin
3922641000033111	10344911000001108	Humalog Mix50 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd)	Humalog Mix50 100units/ml suspension for injection 3ml cartridges	Suspension for injection	Subcutaneous	Insulin lispro/ Insulin lispro protamine	50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml			lispro	Bolus insulin
3938241000033114	10659811000001107	Exubera kit (Pfizer Ltd)	Exubera kit							exubera	Bolus insulin
3938341000033116		Exubera Insulin Release Units box of 6	Exubera Insulin Release Units box of 6							exubera	Bolus insulin
3938441000033110	10660211000001105	Exubera chamber (Pfizer Ltd)	Exubera chamber							exubera	Bolus insulin
3945141000033114	10690511000001105	Exubera 1mg inhalation powder blisters (Pfizer Ltd)	Exubera 1mg inhalation powder blisters	Inhalation powder	Inhalation	Insulin human	1.000mg			exubera	Bolus insulin
3945241000033119	10690811000001108	Exubera 3mg inhalation powder blisters (Pfizer Ltd)	Exubera 3mg inhalation powder blisters	Inhalation powder	Inhalation	Insulin human	3.000mg			exubera	Bolus insulin
3963941000033117	10898411000001103	Apidra 100units/ml solution for injection 3ml OptiClik cartridges (Sanofi)	Apidra 100units/ml solution for injection 3ml OptiClik cartridges	Solution for injection	Subcutaneous	Insulin glulisine	100.000unit/1.000ml + 100.000unit/1.000ml			glulisine	Bolus insulin
4126541000033110	11148111000001101	Levemir InnoLet 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	Levemir InnoLet 100units/ml solution for injection 3ml pre-filled pens	Solution for injection	Subcutaneous	Insulin detemir	100.000unit/1.000ml + 100.000unit/1.000ml			detemir	Basal insulin
4258541000033111	11933011000001106	Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi)	Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pens	Solution for injection	Subcutaneous	Insulin glargine	100.000unit/1.000ml + 100.000unit/1.000ml			glargine	Basal insulin
4258641000033112	12144611000001100	Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pens (Sanofi)	Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pens	Solution for injection	Subcutaneous	Insulin glulisine	100.000unit/1.000ml + 100.000unit/1.000ml			glulisine	Bolus insulin
4270841000033113		Human Actrapid Injection 500 units/ml, 10 ml vial	Human Actrapid Injection 500 units/ml, 10 ml vial							actrapid	Bolus insulin
4423041000033114	15603111000001104	Humulin R 500units/ml solution for injection 20ml vials (Imported (United States))	Humulin R 500units/ml solution for injection 20ml vials	Solution for injection		Insulin human	500.000unit/1.000ml + 500.000unit/1.000ml			humulin r	Bolus insulin
4608541000033115	13877811000001105	Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens	Solution for injection	Intravenous/ Subcutaneous/ Intramuscular	Insulin lispro	100.000unit/1.000ml + 100.000unit/1.000ml			lispro	Bolus insulin
4608641000033119	13884711000001104	Humalog Mix25 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Humalog Mix25 KwikPen 100units/ml suspension for injection 3ml pre-filled pens	Suspension for injection	Subcutaneous	Insulin lispro/ Insulin lispro protamine	25.000unit/1.000ml + 25.000unit/1.000ml + 75.000unit/1.000ml + 75.000unit/1.000ml			lispro	Bolus insulin
4608741000033111	13884911000001102	Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pens	Suspension for injection	Subcutaneous	Insulin lispro/ Insulin lispro protamine	50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml + 50.000unit/1.000ml			lispro	Bolus insulin
5403541000033118	16530311000001107	Humalog Mix25 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd)	Humalog Mix25 100units/ml suspension for injection 10ml vials	Suspension for injection	Subcutaneous	Insulin lispro/ Insulin lispro protamine	25.000unit/1.000ml + 25.000unit/1.000ml + 75.000unit/1.000ml + 75.000unit/1.000ml			lispro	Bolus insulin
5910741000033117	17609511000001109	Humulin M3 KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Humulin M3 KwikPen 100units/ml suspension for injection 3ml pre-filled pens	Suspension for injection	Subcutaneous/ Intramuscular	Insulin isophane human/ Insulin soluble human	70.000unit/1.000ml + 70.000unit/1.000ml + 30.000unit/1.000ml + 30.000unit/1.000ml	6010102		isophane	Intermediate insulin
5911541000033119	17608511000001103	Humulin I KwikPen 100units/ml suspension for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)	Humulin I KwikPen 100units/ml suspension for injection 3ml pre-filled pens	Suspension for injection	Intramuscular/ Subcutaneous	Insulin isophane human	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		isophane	Intermediate insulin
6011841000033112	18150311000001109	Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled SoloStar pens (Sanofi)	Insuman Comb 25 100units/ml suspension for injection 3ml pre-filled SoloStar pens	Suspension for injection	Subcutaneous	Insulin isophane human/ Insulin soluble human	75.000unit/1.000ml + 75.000unit/1.000ml + 25.000unit/1.000ml + 25.000unit/1.000ml	6010102		isophane	Intermediate insulin
6389641000033111	19354411000001104	Insuman Basal 100units/ml suspension for injection 3ml pre-filled SoloStar pens (Sanofi)	Insuman Basal 100units/ml suspension for injection 3ml pre-filled SoloStar pens	Suspension for injection	Subcutaneous	Insulin isophane human	100.000unit/1.000ml + 100.000unit/1.000ml	6010102		isophane	Basal insulin
6456441000033119	19570211000001106	NovoRapid FlexTouch 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)	NovoRapid FlexTouch 100units/ml solution for injection 3ml pre-filled pens	Solution for injection	Subcutaneous	Insulin aspart	100.000unit/1.000ml + 100.000unit/1.000ml			insulin aspart	Bolus insulin
719841000033112		Humulin I Cartridges (1.5 Ml) 100 units/ml	Humulin I Cartridges (1.5 Ml) 100 units/ml							humulin i	Intermediate insulin
719941000033116		Humulin M1 Cartridges (1.5 Ml)	Humulin M1 Cartridges (1.5 Ml)							humulin m	Intermediate insulin
720041000033118		Humulin M2 Cartridges (1.5 Ml)	Humulin M2 Cartridges (1.5 Ml)							humulin m	Intermediate insulin
720141000033119		Humulin M3 (Lilly) Cartridges (1.5 Ml)	Humulin M3 (Lilly) Cartridges (1.5 Ml)							humulin m	Intermediate insulin
720241000033114		Humulin M4 Cartridges (1.5 Ml)	Humulin M4 Cartridges (1.5 Ml)							humulin m	Intermediate insulin
720341000033116		Humulin S Cartridges (1.5 Ml) 100 units/ml	Humulin S Cartridges (1.5 Ml) 100 units/ml							humulin s	Bolus insulin
720441000033110		Humulin M5 Cartridges (1.5 Ml)	Humulin M5 Cartridges (1.5 Ml)							humulin m	Intermediate insulin
720541000033111	3282711000001104	Humalog 100units/ml solution for injection 1.5ml cartridges (Eli Lilly and Company Ltd)	Humalog 100units/ml solution for injection 1.5ml cartridges	Solution for injection	Subcutaneous	Insulin lispro	100.000unit/1.000ml + 100.000unit/1.000ml			lispro	Bolus insulin
720941000033117		Human Actrapid Penfill Cartridges (3 Ml) 100 units/ml	Human Actrapid Penfill Cartridges (3 Ml) 100 units/ml							actrapid	Bolus insulin
721041000033110	3309511000001105	Human Actrapid Penfill 100units/ml solution for injection 1.5ml cartridges (Novo Nordisk Ltd)	Human Actrapid Penfill 100units/ml solution for injection 1.5ml cartridges	Solution for injection	Subcutaneous/ Intravenous	Insulin soluble human	100.000unit/1.000ml + 100.000unit/1.000ml			actrapid	Bolus insulin
721141000033114		Humulin M5 50/50 Cartridges	Humulin M5 50/50 Cartridges							humulin m	Intermediate insulin
721341000033112		Human Protaphane Penfill Injection 100 units/ml	Human Protaphane Penfill Injection 100 units/ml							protaphane	Basal insulin
721541000033117		Humulin M3 (Lilly) Injection 100 units/ml, 10 ml vial	Humulin M3 (Lilly) Injection 100 units/ml, 10 ml vial							humulin m	Intermediate insulin
