medcodeid	term_medcode	category
4978551000006110	Drinking session	AlcoholConsumptionLevel2
4978561000006112	Heavy drinking session	AlcoholConsumptionLevel2
2549646014	Referral to community drug and alcohol team	AlcoholConsumptionLevel2
7108471000006117	Alcohol intake exceeds recommended daily limit	AlcoholConsumptionLevel2
7264381000006117	Referral to specialist alcohol treatment service declined by patient	AlcoholConsumptionLevel2
409424013	SADQ - Severity of alcohol dependence questionnaire	AlcoholConsumptionLevel2
7278521000006113	Severity of alcohol dependence questionnaire score	AlcoholConsumptionLevel2
7278531000006111	SADQ (severity of alcohol dependence questionnaire) score	AlcoholConsumptionLevel2
409423019	Severity of alcohol dependence questionnaire score	AlcoholConsumptionLevel2
7309211000006112	Inflammation of pancreas caused by alcohol	AlcoholConsumptionLevel2
7309191000006111	Inflammation of pancreas due to alcohol	AlcoholConsumptionLevel2
7309181000006113	Alcohol-induced pancreatitis	AlcoholConsumptionLevel2
7309201000006114	Alcoholic pancreatitis	AlcoholConsumptionLevel2
8016431000006116	Gastric haemorrhage due to alcoholic gastritis	AlcoholConsumptionLevel2
8016441000006114	Gastric hemorrhage due to alcoholic gastritis	AlcoholConsumptionLevel2
7719211000006113	Difficulty abstaining from drinking	AlcoholConsumptionLevel2
7840371000006114	Alcohol induced gastric ulcer	AlcoholConsumptionLevel2
7840361000006119	Gastric ulcer caused by alcohol	AlcoholConsumptionLevel2
12001351000006118	Assessment using SADQ (Severity of Alcohol Dependence Questionnaire)	AlcoholConsumptionLevel2
12001361000006116	Assessment using Severity of Alcohol Dependence Questionnaire	AlcoholConsumptionLevel2
886501000006115	Alcoholic liver damage NOS	AlcoholConsumptionLevel2
346930019	Inebriety NOS	AlcoholConsumptionLevel3
769451000006111	Intoxication - alcohol	AlcoholConsumptionLevel3
346931015	Drunkenness	AlcoholConsumptionLevel3
362251000006117	Alcohol intoxication	AlcoholConsumptionLevel3
397611000006115	[X]Mental & behav dis due to use alcohol: acute intoxication	AlcoholConsumptionLevel3
223671000000110	Hangover from alcohol	AlcoholConsumptionLevel3
461112017	Alcoholism counselling	AlcoholConsumptionLevel3
460926018	[V]Alcohol rehabilitation	AlcoholConsumptionLevel3
9322521000006111	Alcohol dependence in pregnancy	AlcoholConsumptionLevel3
9324921000006113	Alcohol dependence in childbirth	AlcoholConsumptionLevel3
283451018	Aversion therapy - alcoholism	AlcoholConsumptionLevel3
4722771000006115	Alcohol aversion therapy	AlcoholConsumptionLevel3
2806381000006118	Alcoholic myositis	AlcoholConsumptionLevel3
476701000006114	Alcohol myopathy	AlcoholConsumptionLevel3
2806371000006116	Alcoholic myopathic syndrome	AlcoholConsumptionLevel3
5063221000006116	Alcohol-related macrocytosis	AlcoholConsumptionLevel3
5063691000006117	Alcohol-related sideroblastic anaemia	AlcoholConsumptionLevel3
5063701000006117	Alcohol-related sideroblastic anemia	AlcoholConsumptionLevel3
6047161000006116	Alcohol related optic neuropathy	AlcoholConsumptionLevel3
7518471000006113	Thrombocytopaenia caused by alcohol	AlcoholConsumptionLevel3
7518451000006115	Thrombocytopaenia due to alcohol	AlcoholConsumptionLevel3
7518461000006118	Thrombocytopenia due to alcohol	AlcoholConsumptionLevel3
7518481000006111	Thrombocytopenia caused by alcohol	AlcoholConsumptionLevel3
8030711000006112	Thrombocytopaenia co-occurrent and due to alcoholism	AlcoholConsumptionLevel3
8030721000006116	Thrombocytopenia co-occurrent and due to alcoholism	AlcoholConsumptionLevel3
250314015	Heavy drinker - 7-9u/day	AlcoholConsumptionLevel3
250316018	Very heavy drinker - >9u/day	AlcoholConsumptionLevel3
4533231000006117	Very heavy drinker - greater than 9 units/day	AlcoholConsumptionLevel3
250324011	Ex-heavy drinker - (7-9u/day)	AlcoholConsumptionLevel3
4533331000006113	Ex-very heavy drinker - greater than 9 units/day	AlcoholConsumptionLevel3
250329018	Ex-very heavy drinker-(>9u/d)	AlcoholConsumptionLevel3
3913321000006111	Drinks heavily	AlcoholConsumptionLevel3
144179014	Heavy drinker	AlcoholConsumptionLevel3
342322012	Very heavy drinker	AlcoholConsumptionLevel3
606991000000117	Alcohol misuse	AlcoholConsumptionLevel3
397881000006114	Alcohol abuse	AlcoholConsumptionLevel3
2740361000006119	AA - Alcohol abuse	AlcoholConsumptionLevel3
2740351000006116	Ethanol abuse	AlcoholConsumptionLevel3
342361016	Drinks in morning to get rid of hangover	AlcoholConsumptionLevel3
2549849017	Alcohol induced hallucinations	AlcoholConsumptionLevel3
2474678017	Alcohol disorder monitoring	AlcoholConsumptionLevel3
3545841000006113	Detoxication therapy for alcoholism	AlcoholConsumptionLevel3
106878015	Alcohol detoxification	AlcoholConsumptionLevel3
3545831000006115	Detoxication psychiatric therapy for alcoholism	AlcoholConsumptionLevel3
7798471000006110	Alcohol harm reduction program	AlcoholConsumptionLevel3
2475831000000114	Alcohol harm reduction programme	AlcoholConsumptionLevel3
7798531000006111	Alcohol twelve step program	AlcoholConsumptionLevel3
2485391000000114	Alcohol twelve step programme	AlcoholConsumptionLevel3
283559019	Admitted to alcohol detoxification centre	AlcoholConsumptionLevel3
4723831000006118	Admitted to alcohol detoxification center	AlcoholConsumptionLevel3
2462911000000112	Withdrawn from alcohol detoxification programme	AlcoholConsumptionLevel3
7785371000006113	Withdrawn from alcohol detoxification program	AlcoholConsumptionLevel3
356292013	Alcohol-induced pseudo-Cushing's syndrome	AlcoholConsumptionLevel3
5111831000006111	Pseudo-Cushing syndrome due to alcohol	AlcoholConsumptionLevel3
5111821000006113	Alcohol-induced pseudo-Cushing syndrome	AlcoholConsumptionLevel3
11922951000006112	Alcoholic psychoses	AlcoholConsumptionLevel3
397621000006111	Alcohol-induced psychosis	AlcoholConsumptionLevel3
476741000006111	Alcohol-induced psychosis	AlcoholConsumptionLevel3
362961000006112	[X]Alcoholic jealousy	AlcoholConsumptionLevel3
362981000006119	[X]Alcoholic psychosis NOS	AlcoholConsumptionLevel3
294675017	Other alcoholic psychosis NOS	AlcoholConsumptionLevel3
294676016	Alcoholic psychosis NOS	AlcoholConsumptionLevel3
397201000006116	[X]Men & behav dis due alcoh: resid & late-onset psychot dis	AlcoholConsumptionLevel3
3182591000006114	Alcohol induced psychosis	AlcoholConsumptionLevel3
362971000006117	[X]Alcoholic paranoia	AlcoholConsumptionLevel3
294673012	Other alcoholic psychosis	AlcoholConsumptionLevel3
3182581000006111	Alcoholic psychosis	AlcoholConsumptionLevel3
15243013	Alcohol withdrawal delirium	AlcoholConsumptionLevel3
376451000006113	[X]Delirium tremens, alcohol induced	AlcoholConsumptionLevel3
397211000006118	[X]Men & behav dis due alcohl: withdrawl state with delirium	AlcoholConsumptionLevel3
15244019	Delirium tremens	AlcoholConsumptionLevel3
507053019	DTs - delirium tremens	AlcoholConsumptionLevel3
3630121000006110	Korsakoff psychosis	AlcoholConsumptionLevel3
3630091000006111	Wernicke-Korsakoff syndrome	AlcoholConsumptionLevel3
394681000006119	Korsakoff's psychosis	AlcoholConsumptionLevel3
3630151000006118	Korsakov psychosis	AlcoholConsumptionLevel3
3630101000006117	Amnestic syndrome of Wernicke's disease	AlcoholConsumptionLevel3
753331000006118	Korsakov alcoholic psychosis	AlcoholConsumptionLevel3
3630161000006116	Amnesic syndrome due to alcohol	AlcoholConsumptionLevel3
476361000006114	Alcohol amnestic syndrome	AlcoholConsumptionLevel3
501294012	Wernicke-Korsakov syndrome	AlcoholConsumptionLevel3
3630171000006111	Alcoholic amnestic syndrome	AlcoholConsumptionLevel3
3630141000006115	Korsakov syndrome - alcoholic	AlcoholConsumptionLevel3
4763141000006111	Korsakov alcoholic psychosis with peripheral neuritis	AlcoholConsumptionLevel3
294662017	Korsakov's alcoholic psychosis with peripheral neuritis	AlcoholConsumptionLevel3
294664016	Alcohol amnestic syndrome NOS	AlcoholConsumptionLevel3
397791000006118	Alcohol amnestic disorder	AlcoholConsumptionLevel3
3688931000006118	Alcohol-induced persisting amnestic disorder	AlcoholConsumptionLevel3
346929012	Alcoholic dementia	AlcoholConsumptionLevel3
2502981000006117	Alcohol-induced persisting dementia	AlcoholConsumptionLevel3
362941000006113	[X]Alcoholic dementia NOS	AlcoholConsumptionLevel3
401760017	Other alcoholic dementia	AlcoholConsumptionLevel3
2502971000006115	Dementia associated with alcoholism	AlcoholConsumptionLevel3
294668018	Chronic alcoholic brain syndrome	AlcoholConsumptionLevel3
370961000006119	[X]Chronic alcoholic brain syndrome	AlcoholConsumptionLevel3
294669014	Alcohol withdrawal hallucinosis	AlcoholConsumptionLevel3
294670010	Drunkenness - pathological	AlcoholConsumptionLevel3
294671014	Pathological alcohol intoxication	AlcoholConsumptionLevel3
294672019	Alcoholic paranoia	AlcoholConsumptionLevel3
294674018	Alcohol withdrawal syndrome	AlcoholConsumptionLevel3
397811000006119	[X]Mental and behav dis due to use alcohol: withdrawal state	AlcoholConsumptionLevel3
12878014	Alcoholism	AlcoholConsumptionLevel3
295143013	Chronic alcoholism NOS	AlcoholConsumptionLevel3
295144019	Alcohol dependence syndrome NOS	AlcoholConsumptionLevel3
362921000006118	[X]Alcohol addiction	AlcoholConsumptionLevel3
377081000006114	[X]Dipsomania	AlcoholConsumptionLevel3
397801000006117	[X]Mental and behav dis due to use alcohol: dependence syndr	AlcoholConsumptionLevel3
500478011	Alcohol dependence syndrome	AlcoholConsumptionLevel3
370971000006114	[X]Chronic alcoholism	AlcoholConsumptionLevel3
110629012	Chronic alcoholism	AlcoholConsumptionLevel3
295136019	Alcohol dependence	AlcoholConsumptionLevel3
2614651000006115	Alcoholism	AlcoholConsumptionLevel3
502016018	Dipsomania	AlcoholConsumptionLevel3
502017010	Alcohol problem drinking	AlcoholConsumptionLevel3
295126010	Alcohol dependence with acute alcoholic intoxication	AlcoholConsumptionLevel3
295127018	Acute alcoholic intoxication in alcoholism	AlcoholConsumptionLevel3
295128011	Acute alcoholic intoxication, unspecified, in alcoholism	AlcoholConsumptionLevel3
295132017	Acute alcoholic intoxication in alcoholism NOS	AlcoholConsumptionLevel3
295129015	Continuous acute alcoholic intoxication in alcoholism	AlcoholConsumptionLevel3
295130013	Episodic acute alcoholic intoxication in alcoholism	AlcoholConsumptionLevel3
295131012	Acute alcoholic intoxication in remission, in alcoholism	AlcoholConsumptionLevel3
295139014	Continuous chronic alcoholism	AlcoholConsumptionLevel3
295141010	Episodic chronic alcoholism	AlcoholConsumptionLevel3
295142015	Chronic alcoholism in remission	AlcoholConsumptionLevel3
401797010	Nondependent alcohol abuse	AlcoholConsumptionLevel3
295251015	Nondependent alcohol abuse, unspecified	AlcoholConsumptionLevel3
295255012	Nondependent alcohol abuse NOS	AlcoholConsumptionLevel3
882531000006110	Non-dependent abuse of alcohol	AlcoholConsumptionLevel3
295252010	Nondependent alcohol abuse, continuous	AlcoholConsumptionLevel3
295253017	Nondependent alcohol abuse, episodic	AlcoholConsumptionLevel3
295254011	Nondependent alcohol abuse in remission	AlcoholConsumptionLevel3
397241000006119	[X]Men & behav dis due to use alcohol: oth men & behav dis	AlcoholConsumptionLevel3
2969641000006116	Alcohol-related disorder	AlcoholConsumptionLevel3
295765017	Alcohol-induced organic mental disorder	AlcoholConsumptionLevel3
2612481000006116	Alcohol hallucinosis	AlcoholConsumptionLevel3
362951000006110	Alcoholic hallucinosis	AlcoholConsumptionLevel3
2612491000006118	Alcohol-induced psychotic disorder with hallucinations	AlcoholConsumptionLevel3
2612511000006112	Alcohol induced hallucinosis	AlcoholConsumptionLevel3
5981291000006110	Alcohol withdrawal-induced convulsion	AlcoholConsumptionLevel3
315091000000117	Alcohol withdrawal-induced seizure	AlcoholConsumptionLevel3
4768901000006117	Alcohol induced encephalopathy	AlcoholConsumptionLevel3
542611000006114	Cerebral degeneration due to alcoholism	AlcoholConsumptionLevel3
297011014	Alcoholic encephalopathy	AlcoholConsumptionLevel3
478046010	Cerebellar ataxia due to alcoholism	AlcoholConsumptionLevel3
478024019	Alcohol-induced epilepsy	AlcoholConsumptionLevel3
2626161000006111	Alcoholic peripheral neuropathy	AlcoholConsumptionLevel3
14103017	Alcohol-induced polyneuropathy	AlcoholConsumptionLevel3
2626141000006112	Alcoholic polyneuropathy	AlcoholConsumptionLevel3
138527014	Alcoholic cardiomyopathy	AlcoholConsumptionLevel3
3859111000006117	Dilated cardiomyopathy caused by alcohol	AlcoholConsumptionLevel3
3859091000006114	Dilated cardiomyopathy secondary to alcohol	AlcoholConsumptionLevel3
5992721000006114	Esophageal varices in alcoholic cirrhosis of the liver	AlcoholConsumptionLevel3
453265010	Oesophageal varices in alcoholic cirrhosis of the liver	AlcoholConsumptionLevel3
476611000006116	Alcoholic cirrhosis of liver	AlcoholConsumptionLevel3
6947471000006110	Alcoholic liver cirrhosis	AlcoholConsumptionLevel3
6947461000006115	Alcoholic cirrhosis	AlcoholConsumptionLevel3
353594015	Alcoholic fibrosis and sclerosis of liver	AlcoholConsumptionLevel3
353595019	Alcoholic hepatic failure	AlcoholConsumptionLevel3
353587018	Alcoholic hepatitis	AlcoholConsumptionLevel3
5086741000006114	AH - Alcoholic hepatitis	AlcoholConsumptionLevel3
451124014	Chronic alcoholic hepatitis	AlcoholConsumptionLevel3
5087751000006113	Chronic pancreatitis due to acute alcohol intoxication	AlcoholConsumptionLevel3
353698013	Alcohol-induced chronic pancreatitis	AlcoholConsumptionLevel3
350971000006112	[X] Adverse reaction to alcohol deterrents	AlcoholConsumptionLevel3
464381000006118	Alcohol metabolism modifier adverse reaction	AlcoholConsumptionLevel3
362931000006115	[X]Alcohol deterrents caus adverse effects in therapeut use	AlcoholConsumptionLevel3
6221541000006111	Alcoholic cerebellar degeneration syndrome	AlcoholConsumptionLevel3
6221531000006118	Alcoholic cerebellar degeneration	AlcoholConsumptionLevel3
6221451000006112	Alcohol-related fit	AlcoholConsumptionLevel3
6221461000006114	Rum fits	AlcoholConsumptionLevel3
5012711000006112	Alcoholic coma	AlcoholConsumptionLevel3
5689781000006117	Chronic alcohol abuse	AlcoholConsumptionLevel3
5689771000006115	Persistent alcohol abuse	AlcoholConsumptionLevel3
7710581000006113	Severe alcohol dependence	AlcoholConsumptionLevel3
299081000000114	Harmful alcohol use	AlcoholConsumptionLevel3
251195015	Alcoholics anonymous	AlcoholConsumptionLevel3
1748121000000117	Replaces meals with drinks	AlcoholConsumptionLevel3
405461000000114	Alcohol abuse monitoring	AlcoholConsumptionLevel3
371501000000110	Delivery of rehabilitation for alcohol addiction	AlcoholConsumptionLevel3
2467301000000111	Alcohol relapse prevention	AlcoholConsumptionLevel3
1754191000006119	Extended intervention for excessive alcohol consumption declined	AlcoholConsumptionLevel3
1680131000006113	Extended intervention for excessive alcohol consumption completed	AlcoholConsumptionLevel3
2298341000000114	In-house alcohol detoxification	AlcoholConsumptionLevel3
397431000006111	[X]Ment & behav dis due use alcohol: unsp ment & behav dis	AlcoholConsumptionLevel3
126721013	Florid cirrhosis	AlcoholConsumptionLevel3
2819381000006112	Alcohol rehabilitation and detoxification	AlcoholConsumptionLevel3
2834051000006112	Idiosyncratic intoxication	AlcoholConsumptionLevel3
2834061000006114	Extreme sensitivity to alcohol syndrome	AlcoholConsumptionLevel3
2881581000006119	Combined alcohol and drug rehabilitation and detoxification	AlcoholConsumptionLevel3
3122331000006110	Patient referral for alcoholism rehabilitation	AlcoholConsumptionLevel3
3314451000006119	Cobalt cardiomyopathy	AlcoholConsumptionLevel3
3314461000006117	Beer-drinker's cardiomyopathy	AlcoholConsumptionLevel3
3510721000006113	Combined alcohol and drug rehabilitation	AlcoholConsumptionLevel3
3794201000006119	Alcohol induced paranoia	AlcoholConsumptionLevel3
3794181000006115	Alcohol paranoia	AlcoholConsumptionLevel3
3794191000006117	Alcoholic jealousy	AlcoholConsumptionLevel3
3916281000006114	Combined alcohol and drug detoxification	AlcoholConsumptionLevel3
12482561000006114	Alcoholics anonymous	AlcoholConsumptionLevel3
4539891000006115	History of alcoholism	AlcoholConsumptionLevel3
251626014	H/O: alcoholism	AlcoholConsumptionLevel3
5564291000006118	Alcoholism detoxication centre	AlcoholConsumptionLevel3
5564301000006117	Alcoholism detoxication center	AlcoholConsumptionLevel3
5887581000006113	Alcohol-induced cerebellar ataxia	AlcoholConsumptionLevel3
3493491000006118	Alcohol-induced psychotic disorder with delusions	AlcoholConsumptionLevel3
3493501000006114	Alcohol induced psychosis with delusions	AlcoholConsumptionLevel3
8048151000006113	Chronic pancreatitis due to chronic alcoholism	AlcoholConsumptionLevel3
7683281000006111	Facilitation of alcohol abuse recovery	AlcoholConsumptionLevel3
8458751000006119	Ascites due to alcoholic hepatitis	AlcoholConsumptionLevel3
8458771000006112	Hepatic coma due to alcoholic liver failure	AlcoholConsumptionLevel3
8462171000006115	Hepatic ascites due to chronic alcoholic hepatitis	AlcoholConsumptionLevel3
8458711000006115	Ascites due to alcoholic cirrhosis	AlcoholConsumptionLevel3
7700651000006119	Chronic alcoholic liver disease	AlcoholConsumptionLevel3
7703061000006115	Acute on chronic alcoholic liver disease	AlcoholConsumptionLevel3
8041861000006111	Degenerative brain disorder due to alcohol	AlcoholConsumptionLevel3
8041851000006114	Degenerative brain disorder caused by alcohol	AlcoholConsumptionLevel3
8042761000006112	Cerebral degeneration due to alcoholism	AlcoholConsumptionLevel3
8088761000006115	Perceptual disturbance due to alcohol withdrawal	AlcoholConsumptionLevel3
7791891000006116	Disorder caused by alcohol	AlcoholConsumptionLevel3
7791901000006117	Alcohol induced disorder	AlcoholConsumptionLevel3
8088751000006117	Alcohol dependence with alcohol induced disorder	AlcoholConsumptionLevel3
8088741000006119	Alcohol induced disorder co-occurrent and due to alcohol dependence	AlcoholConsumptionLevel3
7798481000006113	Alcohol relapse prevention programme	AlcoholConsumptionLevel3
7798491000006111	Alcohol relapse prevention program	AlcoholConsumptionLevel3
7821631000006114	Fibrosis of liver caused by alcohol	AlcoholConsumptionLevel3
7821641000006116	Alcoholic fibrosis of liver	AlcoholConsumptionLevel3
7828201000006111	Dependent for drinking	AlcoholConsumptionLevel3
7849281000006111	Psychotic disorder caused by alcohol with schizophreniform symptoms	AlcoholConsumptionLevel3
7849291000006114	Alcohol-induced psychotic disorder with schizophreniform symptoms	AlcoholConsumptionLevel3
7849271000006113	Alcohol withdrawal with perceptual disturbances and seizures	AlcoholConsumptionLevel3
7849261000006118	Perceptual disturbances and seizures co-occurrent and due to alcohol withdrawal	AlcoholConsumptionLevel3
7849341000006112	Mood disorder with mixed manic and depressive symptoms caused by alcohol	AlcoholConsumptionLevel3
7849351000006114	Alcohol-induced mood disorder with mixed manic and depressive symptoms	AlcoholConsumptionLevel3
7849321000006117	Mood disorder with manic symptoms caused by alcohol	AlcoholConsumptionLevel3
7849331000006119	Alcohol-induced mood disorder with manic symptoms	AlcoholConsumptionLevel3
7858041000006119	Alcohol-related neurological disorder	AlcoholConsumptionLevel3
7858031000006112	Neurological disorder caused by ingestible alcohol	AlcoholConsumptionLevel3
3527541012	Alcohol abuse surveillance	AlcoholConsumptionLevel3
882221000006114	Other alcoholic psychoses	AlcoholConsumptionLevel3
2579818016	Laennec's cirrhosis	AlcoholConsumptionLevel3
