ProdCodeId	dmdid	TermFromEMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter
3193241000033114	41877611000001100	Ethinylestradiol 35microgram / Norgestimate 250microgram tablets	Ethinylestradiol 35microgram / Norgestimate 250microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Norgestimate	35.000microgram + 250.000microgram	07030100
3193441000033110	41878611000001101	Levonorgestrel 250microgram / Ethinylestradiol 30microgram tablets	Levonorgestrel 250microgram / Ethinylestradiol 30microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Levonorgestrel	30.000microgram + 250.000microgram	07030100
3193541000033111	41877011000001107	Ethinylestradiol 30microgram / Gestodene 75microgram tablets	Ethinylestradiol 30microgram / Gestodene 75microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Gestodene	30.000microgram + 75.000microgram	07030100
3193641000033112	41876711000001106	Ethinylestradiol 20microgram / Norethisterone acetate 1mg tablets	Ethinylestradiol 20microgram / Norethisterone acetate 1mg tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Norethisterone acetate	20.000microgram + 1.000mg	07030100
3193741000033115	41877211000001102	Ethinylestradiol 30microgram / Norethisterone acetate 1.5mg tablets	Ethinylestradiol 30microgram / Norethisterone acetate 1.5mg tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Norethisterone acetate	30.000microgram + 1.500mg	07030100
3193841000033113	41876811000001103	Ethinylestradiol 30microgram / Desogestrel 150microgram tablets	Ethinylestradiol 30microgram / Desogestrel 150microgram tablets	Tablet/ Oral Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 30.000microgram	07030100
3193941000033117	41876511000001101	Ethinylestradiol 20microgram / Desogestrel 150microgram tablets	Ethinylestradiol 20microgram / Desogestrel 150microgram tablets	Tablet/ Oral Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 20.000microgram	07030100
3194041000033115	41877111000001108	Ethinylestradiol 30microgram / Levonorgestrel 150microgram tablets	Ethinylestradiol 30microgram / Levonorgestrel 150microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Levonorgestrel	30.000microgram + 150.000microgram	07030100
3194141000033116	41877311000001105	Ethinylestradiol 35microgram / Norethisterone 1mg tablets	Ethinylestradiol 35microgram / Norethisterone 1mg tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Norethisterone	35.000microgram + 1.000mg	07030100
3194241000033111	41880111000001102	Mestranol 50microgram / Norethisterone 1mg tablets	Mestranol 50microgram / Norethisterone 1mg tablets	Tablet/ Oral Tablet	Oral	Mestranol/ Norethisterone	50.000microgram + 1.000mg	07030100
3194341000033118	41876911000001108	Ethinylestradiol 30microgram / Drospirenone 3mg tablets	Ethinylestradiol 30microgram / Drospirenone 3mg tablets	Tablet/ Oral Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 30.000microgram	07030100
3194541000033113	41876611000001102	Ethinylestradiol 20microgram / Gestodene 75microgram tablets	Ethinylestradiol 20microgram / Gestodene 75microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Gestodene	20.000microgram + 75.000microgram	07030100
3194641000033114	4339811000001101	Estradiol 50micrograms/24hours / Levonorgestrel 7micrograms/24hours transdermal patches	Estradiol 50micrograms/24hours / Levonorgestrel 7micrograms/24hours transdermal patches	Transdermal patch	Transdermal	Estradiol/ Levonorgestrel	50.000microgram/24.000hour + 7.000microgram/24.000hour	06040101
3194741000033117	4639611000001105	Ethinylestradiol 33.9micrograms/24hours / Norelgestromin 203micrograms/24hours transdermal patches	Ethinylestradiol 33.9micrograms/24hours / Norelgestromin 203micrograms/24hours transdermal patches	Transdermal patch	Transdermal	Ethinylestradiol/ Norelgestromin	33.900microgram/24.000hour + 203.000microgram/24.000hour	07030100
3225741000033112	36065011000001108	Estradiol 37.5micrograms/24hours transdermal patches	Estradiol 37.5micrograms/24hours transdermal patches	Transdermal patch	Transdermal	Estradiol	37.500microgram/24.000hour	06040101
3225841000033119	9044911000001109	Estradot 25micrograms/24hours patches (Sandoz Ltd)	Estradot 25micrograms/24hours patches	Transdermal patch	Transdermal	Estradiol	25.000microgram/24.000hour	NA
3225941000033110	9045111000001105	Estradot 37.5micrograms/24hours patches (Sandoz Ltd)	Estradot 37.5micrograms/24hours patches	Transdermal patch	Transdermal	Estradiol	37.500microgram/24.000hour	NA
3226041000033117	9045311000001107	Estradot 50micrograms/24hours patches (Sandoz Ltd)	Estradot 50micrograms/24hours patches	Transdermal patch	Transdermal	Estradiol	50.000microgram/24.000hour	NA
3226141000033118	9045511000001101	Estradot 75micrograms/24hours patches (Sandoz Ltd)	Estradot 75micrograms/24hours patches	Transdermal patch	Transdermal	Estradiol	75.000microgram/24.000hour	NA
3226241000033113	9045711000001106	Estradot 100micrograms/24hours patches (Sandoz Ltd)	Estradot 100micrograms/24hours patches	Transdermal patch	Transdermal	Estradiol	100.000microgram/24.000hour	NA
3269341000033115	9206511000001108	Diva 2000/35 tablets (Zeroderma Ltd)	Diva 2000/35 tablets	Tablet/ Oral Tablet	Oral	Cyproterone acetate/ Ethinylestradiol	2.000mg + 35.000microgram	NA
3290541000033119	8801211000001108	Estradiol 1mg / Drospirenone 2mg tablets	Estradiol 1mg / Drospirenone 2mg tablets	Tablet/ Oral Tablet	Oral	Drospirenone/ Estradiol hemihydrate	2.000mg + 1.000mg	06040101
3290641000033118	8787011000001107	Angeliq 1mg/2mg tablets (Bayer Plc)	Angeliq 1mg/2mg tablets	Tablet/ Oral Tablet	Oral	Drospirenone/ Estradiol hemihydrate	2.000mg + 1.000mg	NA
3855841000033111	9796511000001100	Cicafem 2000/35 tablets (Galen Ltd)	Cicafem 2000/35 tablets	Tablet/ Oral Tablet	Oral	Cyproterone acetate/ Ethinylestradiol	2.000mg + 35.000microgram	NA
3908341000033113	10276611000001104	Bedol 2mg tablets (ReSource Medical UK Ltd)	Bedol 2mg tablets	Tablet/ Oral Tablet	Oral	Estradiol	2.000mg	NA
3939841000033119	10606111000001100	Clairette 2000/35 tablets (Kent Pharma (UK) Ltd)	Clairette 2000/35 tablets	Tablet/ Oral Tablet	Oral	Cyproterone acetate/ Ethinylestradiol	2.000mg + 35.000microgram	NA
4118041000033114	41873211000001106	Conjugated oestrogens 300microgram tablets	Conjugated oestrogens 300microgram tablets	Tablet/ Oral Tablet	Oral	Conjugated oestrogens	300.000microgram	06040101
4118141000033113	11476811000001109	Premarin 0.3mg tablets (Pfizer Ltd)	Premarin 0.3mg tablets	Tablet/ Oral Tablet	Oral	Conjugated oestrogens	300.000microgram	NA
4201241000033111	11758611000001104	Sunya 20/75 tablets (Kent Pharma (UK) Ltd)	Sunya 20/75 tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Gestodene	20.000microgram + 75.000microgram	NA
4201341000033118	11753211000001109	Katya 30/75 tablets (Kent Pharma (UK) Ltd)	Katya 30/75 tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Gestodene	30.000microgram + 75.000microgram	NA
4913641000033111	15364511000001104	NuvaRing 0.12mg/0.015mg per day vaginal delivery system (Organon Pharma (UK) Ltd)	NuvaRing 0.12mg/0.015mg per day vaginal delivery system	Vaginal delivery system/	Vaginal	Ethinylestradiol/ Etonogestrel	2.700mg + 11.700mg	NA
5414341000033114	16614111000001103	Levest 150/30 tablets (Morningside Healthcare Ltd)	Levest 150/30 tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Levonorgestrel	30.000microgram + 150.000microgram	NA
5474441000033112	22263611000001105	Yaz tablets (Imported (United States))	Yaz tablets	Tablet/ Oral Tablet	NA	Drospirenone/ Ethinylestradiol	3.000mg + 20.000microgram	NA
5820441000033112	17348811000001102	Gedarel 30microgram/150microgram tablets (Gedeon Richter (UK) Ltd)	Gedarel 30microgram/150microgram tablets	Tablet/ Oral Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 30.000microgram	NA
5820841000033110	17346911000001108	Gedarel 20microgram/150microgram tablets (Gedeon Richter (UK) Ltd)	Gedarel 20microgram/150microgram tablets	Tablet/ Oral Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 20.000microgram	NA
5821441000033115	17351511000001107	Millinette 30microgram/75microgram tablets (Gedeon Richter (UK) Ltd)	Millinette 30microgram/75microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Gestodene	30.000microgram + 75.000microgram	NA
5822441000033111	17353311000001100	Millinette 20microgram/75microgram tablets (Gedeon Richter (UK) Ltd)	Millinette 20microgram/75microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Gestodene	20.000microgram + 75.000microgram	NA
5824341000033111	17346711000001106	Rigevidon tablets (Gedeon Richter (UK) Ltd)	Rigevidon tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Levonorgestrel	30.000microgram + 150.000microgram	NA
6002841000033118	18109911000001108	Estradiol 10microgram pessaries	Estradiol 10microgram pessaries	 Pessary	Vaginal	Estradiol	10.000microgram	07020100
6002941000033114	18093811000001105	Vagifem 10microgram vaginal tablets (Novo Nordisk Ltd)	Vagifem 10microgram vaginal tablets	 Pessary	Vaginal	Estradiol	10.000microgram	NA
6116641000033112	18358111000001100	Elevin 150microgram/30microgram tablets (MedRx Licences Ltd)	Elevin 150microgram/30microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Levonorgestrel	30.000microgram + 150.000microgram	NA
8129141000033112	21366211000001107	Estradiol 500micrograms / Dydrogesterone 2.5mg tablets	Estradiol 500micrograms / Dydrogesterone 2.5mg tablets	Tablet/ Oral Tablet	Oral	Dydrogesterone/ Estradiol	2.500mg + 500.000microgram	06040101
8129241000033117	21259311000001109	Femoston-conti 0.5mg/2.5mg tablets (Viatris UK Healthcare Ltd)	Femoston-conti 0.5mg/2.5mg tablets	Tablet/ Oral Tablet	Oral	Dydrogesterone/ Estradiol	2.500mg + 500.000microgram	NA
8248441000033114	21730911000001106	Cimizt 30microgram/150microgram tablets (Morningside Healthcare Ltd)	Cimizt 30microgram/150microgram tablets	Tablet/ Oral Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 30.000microgram	NA
8348341000033114	22403311000001100	Estradiol 1.5mg / Nomegestrol 2.5mg tablets	Estradiol 1.5mg / Nomegestrol 2.5mg tablets	Tablet/ Oral Tablet	Oral	Estradiol hemihydrate/ Nomegestrol acetate	1.500mg + 2.500mg	07030100
8348441000033115	22311511000001103	Zoely 2.5mg/1.5mg tablets (Theramex HQ UK Ltd)	Zoely 2.5mg/1.5mg tablets	Tablet/ Oral Tablet	Oral	Estradiol hemihydrate/ Nomegestrol acetate	1.500mg + 2.500mg	NA
8349041000033116	22358811000001101	Razylan 60mg tablets (Aspire Pharma Ltd)	Razylan 60mg tablets	Tablet/ Oral Tablet	Oral	Raloxifene hydrochloride	60.000mg	NA
8494041000033118	22562211000001105	Lizinna 250microgram/35microgram tablets (Morningside Healthcare Ltd)	Lizinna 250microgram/35microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Norgestimate	35.000microgram + 250.000microgram	NA
8947241000033111	23649211000001107	Lucette 0.03mg/3mg tablets (Gedeon Richter (UK) Ltd)	Lucette 0.03mg/3mg tablets	Tablet/ Oral Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 30.000microgram	NA
9220441000033113	24564811000001106	Acondro 0.03mg/3mg tablets (Viatris UK Healthcare Ltd)	Acondro 0.03mg/3mg tablets	Tablet/ Oral Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 30.000microgram	NA
9295641000033113	21933611000001103	Lestramyl 20microgram/150microgram tablets (Viatris UK Healthcare Ltd)	Lestramyl 20microgram/150microgram tablets	Tablet/ Oral Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 20.000microgram	NA
9295741000033116	21930311000001102	Lestramyl 30microgram/150microgram tablets (Viatris UK Healthcare Ltd)	Lestramyl 30microgram/150microgram tablets	Tablet/ Oral Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 30.000microgram	NA
9301341000033113	24684111000001107	Alenvona 150microgram/30microgram tablets (Teva UK Ltd)	Alenvona 150microgram/30microgram tablets	Tablet/ Oral Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 30.000microgram	NA
9301641000033117	24684311000001109	Cleosensa 0.03mg/3mg tablets (Actavis UK Ltd)	Cleosensa 0.03mg/3mg tablets	Tablet/ Oral Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 30.000microgram	NA
9302141000033119	24684511000001103	Erlibelle 30microgram/150microgram tablets (Actavis UK Ltd)	Erlibelle 30microgram/150microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Levonorgestrel	30.000microgram + 150.000microgram	NA
9307041000033115	24676211000001100	Aidulan 20microgram/75microgram tablets (Lupin Healthcare (UK) Ltd)	Aidulan 20microgram/75microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Gestodene	20.000microgram + 75.000microgram	NA
9307141000033116	24676611000001103	Aidulan 30microgram/75microgram tablets (Lupin Healthcare (UK) Ltd)	Aidulan 30microgram/75microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Gestodene	30.000microgram + 75.000microgram	NA
9307341000033118	24677511000001100	Maexeni 150microgram/30microgram tablets (Lupin Healthcare (UK) Ltd)	Maexeni 150microgram/30microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Levonorgestrel	30.000microgram + 150.000microgram	NA
9309141000033111	24678111000001105	Munalea 150microgram/20microgram tablets (Lupin Healthcare (UK) Ltd)	Munalea 150microgram/20microgram tablets	Tablet/ Oral Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 20.000microgram	NA
9309241000033116	24677911000001107	Munalea 150microgram/30microgram tablets (Lupin Healthcare (UK) Ltd)	Munalea 150microgram/30microgram tablets	Tablet/ Oral Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 30.000microgram	NA
9808541000033112	27979911000001107	Dretine 0.03mg/3mg tablets (Theramex HQ UK Ltd)	Dretine 0.03mg/3mg tablets	Tablet/ Oral Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 30.000microgram	NA
9808841000033114	28006411000001100	Alenini 150microgram/20microgram tablets (Actavis UK Ltd)	Alenini 150microgram/20microgram tablets	Tablet/ Oral Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 20.000microgram	NA
10541541000033113	29910511000001105	Teragezza 2000microgram/35microgram tablets (Morningside Healthcare Ltd)	Teragezza 2000microgram/35microgram tablets	Tablet/ Oral Tablet	Oral	Cyproterone acetate/ Ethinylestradiol	2.000mg + 35.000microgram	NA
10541641000033114	29910811000001108	Bimizza 150microgram/20microgram tablets (Morningside Healthcare Ltd)	Bimizza 150microgram/20microgram tablets	Tablet/ Oral Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 20.000microgram	NA
10541741000033117	29911411000001102	Yacella 0.03mg/3mg tablets (Morningside Healthcare Ltd)	Yacella 0.03mg/3mg tablets	Tablet/ Oral Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 30.000microgram	NA
10599741000033112	21711311000001107	Ethinylestradiol 20microgram / Drospirenone 3mg tablets	Ethinylestradiol 20microgram / Drospirenone 3mg tablets	Tablet/ Oral Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 20.000microgram	07030100
10599841000033119	30195711000001107	Eloine 0.02mg/3mg tablets (Bayer Plc)	Eloine 0.02mg/3mg tablets	Tablet/ Oral Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 20.000microgram	NA
10611641000033111	30252711000001105	Daylette 0.02mg/3mg tablets (Consilient Health Ltd)	Daylette 0.02mg/3mg tablets	Tablet/ Oral Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 20.000microgram	NA
10645141000033113	30805711000001103	Juliperla 75microgram/20microgram tablets (Actavis UK Ltd)	Juliperla 75microgram/20microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Gestodene	20.000microgram + 75.000microgram	NA
10645341000033111	30805911000001101	Sofiperla 75microgram/30microgram tablets (Actavis UK Ltd)	Sofiperla 75microgram/30microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Gestodene	30.000microgram + 75.000microgram	NA
10982041000033113	31364011000001106	Cilique 250microgram/35microgram tablets (Gedeon Richter (UK) Ltd)	Cilique 250microgram/35microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Norgestimate	35.000microgram + 250.000microgram	NA
11402941000033118	32460211000001101	Evirex 60mg tablets (Somex Pharma)	Evirex 60mg tablets	Tablet/ Oral Tablet	Oral	Raloxifene hydrochloride	60.000mg	NA
11736341000033116	33017111000001106	Yiznell 0.03mg/3mg tablets (Lupin Healthcare (UK) Ltd)	Yiznell 0.03mg/3mg tablets	Tablet/ Oral Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 30.000microgram	NA
12185141000033110	34104511000001102	Leandra 30microgram/150microgram tablets (Genesis Pharmaceuticals Ltd)	Leandra 30microgram/150microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Levonorgestrel	30.000microgram + 150.000microgram	NA
12194041000033111	34181511000001103	Ellanite 0.03mg/3mg tablets (Kent Pharma (UK) Ltd)	Ellanite 0.03mg/3mg tablets	Tablet/ Oral Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 30.000microgram	NA
12291041000033111	32936711000001100	Conjugated oestrogens 450microgram / Bazedoxifene 20mg modified-release tablets	Conjugated oestrogens 450microgram / Bazedoxifene 20mg modified-release tablets	Modified-release tablet	Oral	Bazedoxifene acetate/ Conjugated oestrogens	20.000mg + 450.000microgram	06040101
12291141000033110	32927411000001106	Duavive 0.45mg/20mg modified-release tablets (Pfizer Ltd)	Duavive 0.45mg/20mg modified-release tablets	Modified-release tablet	Oral	Bazedoxifene acetate/ Conjugated oestrogens	20.000mg + 450.000microgram	NA
12420841000033116	15364711000001109	Ethinylestradiol 2.7mg / Etonogestrel 11.7mg vaginal delivery system	Ethinylestradiol 2.7mg / Etonogestrel 11.7mg vaginal delivery system	Vaginal delivery system/	Vaginal	Ethinylestradiol/ Etonogestrel	2.700mg + 11.700mg	07030101
12902341000033115	36602211000001100	SyreniRing 0.12mg/0.015mg per day vaginal delivery system (Crescent Pharma Ltd)	SyreniRing 0.12mg/0.015mg per day vaginal delivery system	Vaginal delivery system/	Vaginal	Ethinylestradiol/ Etonogestrel	2.700mg + 11.700mg	NA
13010741000033115	37021711000001102	Estriol 50micrograms/g vaginal gel with applicator	Estriol 50micrograms/g vaginal gel with applicator	Vaginal gel	Vaginal	Estriol	50.000microgram/1.000gram	07020100
13010841000033113	36963511000001107	Blissel 50micrograms/g vaginal gel with applicator (Consilient Health Ltd)	Blissel 50micrograms/g vaginal gel with applicator	Vaginal gel	Vaginal	Estriol	50.000microgram/1.000gram	NA
13130441000033110	37501511000001100	Estriol 30microgram pessaries	Estriol 30microgram pessaries	 Pessary	Vaginal	Estriol	30.000microgram	07020100
13130541000033111	37499911000001104	Imvaggis 0.03mg pessaries (Besins Healthcare (UK) Ltd)	Imvaggis 0.03mg pessaries	 Pessary	Vaginal	Estriol	30.000microgram	NA
13449541000033116	38335711000001105	Akizza 75microgram/20microgram tablets (Morningside Healthcare Ltd)	Akizza 75microgram/20microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Gestodene	20.000microgram + 75.000microgram	NA
13449641000033115	38340211000001108	Akizza 75microgram/30microgram tablets (Morningside Healthcare Ltd)	Akizza 75microgram/30microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Gestodene	30.000microgram + 75.000microgram	NA
13451141000033114	38344311000001108	Estradiol 1.53mg/dose transdermal spray	Estradiol 1.53mg/dose transdermal spray	Spray	Transdermal	Estradiol hemihydrate	1.530mg/1.000dose	06040101
13451441000033118	38268911000001102	Lenzetto 1.53mg/dose transdermal spray (Gedeon Richter (UK) Ltd)	Lenzetto 1.53mg/dose transdermal spray	Spray	Transdermal	Estradiol hemihydrate	1.530mg/1.000dose	NA
13713341000033113	38738111000001100	Ambelina 150microgram/30microgram tablets (Crescent Pharma Ltd)	Ambelina 150microgram/30microgram tablets	Tablet/ Oral Tablet	Oral	Ethinylestradiol/ Levonorgestrel	30.000microgram + 150.000microgram	NA
13722641000033119	39006711000001108	Vagirux 10microgram vaginal tablets (Gedeon Richter (UK) Ltd)	Vagirux 10microgram vaginal tablets	 Pessary	Vaginal	Estradiol	10.000microgram	NA
13829441000033113	39601811000001101	Ethinylestradiol 50microgram gastro-resistant tablets	Ethinylestradiol 50microgram gastro-resistant tablets	Gastro-resistant tablet	Oral	Ethinylestradiol	50.000microgram	06040101
13910141000033113	39964911000001106	Estradiol 1mg / Progesterone 100mg capsules	Estradiol 1mg / Progesterone 100mg capsules	Capsule/ Oral capsule	Oral	Estradiol/ Progesterone	1.000mg + 100.000mg	06040101
13910241000033118	39943711000001100	Bijuve 1mg/100mg capsules (Theramex HQ UK Ltd)	Bijuve 1mg/100mg capsules	Capsule/ Oral capsule	Oral	Estradiol/ Progesterone	1.000mg + 100.000mg	NA
13918341000033114	40104011000001107	Ryeqo 40mg/1mg/0.5mg tablets (Gedeon Richter (UK) Ltd)	Ryeqo 40mg/1mg/0.5mg tablets	Tablet/ Oral Tablet	Oral	Estradiol hemihydrate/ Norethisterone acetate/ Relugolix	1.000mg + 500.000microgram + 40.000mg	NA
14040941000033112	40715811000001106	Lenzetto 1.53mg/dose transdermal spray (Imported (Poland))	Lenzetto 1.53mg/dose transdermal spray	Spray	NA	Estradiol hemihydrate	1.530mg/1.000dose	NA
14041041000033119	40715411000001109	Sandrena 1mg gel sachets (Imported (Italy))	Sandrena 1mg gel sachets	Gel/ Transdermal gel	NA	Estradiol hemihydrate	1.000mg	NA
14041141000033115	40716111000001105	Ovestin 1mg cream (Imported (Germany))	Ovestin 1mg cream	Cream/ Vaginal cream	NA	Estriol	1.000mg/1.000gram	NA
14041241000033110	40714711000001102	Gynokadin 0.06% gel (Imported (Germany))	Gynokadin 0.06% gel	Gel/ Transdermal gel	NA	Estradiol	600.000microgram/1.000gram	NA
14064241000033115	40926411000001102	Gina 10microgram vaginal tablets (Novo Nordisk Ltd)	Gina 10microgram vaginal tablets	 Pessary	Vaginal	Estradiol	10.000microgram	NA
550741000033118	NA	Ethinyloestradiol  Tablets  20 micrograms	NA	NA	NA	NA	NA	NA
999141000033112	NA	Oestradiol  Gel  0.06 %	NA	NA	NA	NA	NA	NA
999741000033111	NA	Oestradiol Benzoate  Injection  1 mg/ml	NA	NA	NA	NA	NA	NA
1000441000033118	NA	Oestradiol Benzoate  Tablets  1 mg	NA	NA	NA	NA	NA	NA
1000541000033117	NA	Oestradiol Benzoate  Tablets  2 mg	NA	NA	NA	NA	NA	NA
1000841000033115	NA	Oestriol  Tablets  250 micrograms	NA	NA	NA	NA	NA	NA
1001641000033112	NA	Oestradiol  Transdermal patches  37.5 micrograms/24 hrs	NA	NA	NA	NA	NA	NA
1091341000033119	NA	Piperazine Oestrone Sulfate  Tablets  1.5 mg	NA	NA	NA	NA	NA	NA
2216941000033118	NA	Oestradiol  Transdermal patches (7 days)  25 micrograms/24 hrs	NA	NA	NA	NA	NA	NA
2484841000033117	NA	*Oestrogen  Tablets  	NA	NA	NA	NA	NA	NA
2484941000033113	NA	*Oestrogen  Granules  	NA	NA	NA	NA	NA	NA
3099041000033111	NA	Estradiol  Transdermal patches (7 days)  100 micrograms/24 hrs	NA	NA	NA	NA	NA	NA
3099141000033110	NA	Estradiol  Transdermal patches (7 days)  50 micrograms/24 hrs	NA	NA	NA	NA	NA	NA
3099241000033115	NA	Estradiol  Transdermal patches (7 days)  75 micrograms/24 hrs	NA	NA	NA	NA	NA	NA
3100741000033114	3408711000001103	Estriol 0.01% vaginal cream with applicator	Estriol 0.01% vaginal cream with applicator	Not applicable	Route of administration not applicable	NA	NA	07020100
3191941000033116	3948111000001106	Estradiol 50micrograms/24hours transdermal patches and Norethisterone 1mg tablets	Estradiol 50micrograms/24hours transdermal patches and Norethisterone 1mg tablets	Not applicable	Route of administration not applicable	NA	NA	06040101
3192041000033110	3947911000001108	Estradiol 40micrograms/24hours transdermal patches and Dydrogesterone 10mg tablets	Estradiol 40micrograms/24hours transdermal patches and Dydrogesterone 10mg tablets	Not applicable	Route of administration not applicable	NA	NA	06040101
3192141000033114	3948011000001105	Estradiol 80micrograms/24hours transdermal patches and Dydrogesterone 10mg tablets	Estradiol 80micrograms/24hours transdermal patches and Dydrogesterone 10mg tablets	Not applicable	Route of administration not applicable	NA	NA	06040101
3192941000033111	41873511000001109	Conjugated oestrogens 625microgram tablets and Norgestrel 150microgram tablets	Conjugated oestrogens 625microgram tablets and Norgestrel 150microgram tablets	Not applicable	Route of administration not applicable	NA	NA	06040101
3193041000033118	3341011000001106	Conjugated oestrogens 1.25mg tablets and Norgestrel 150microgram tablets	Conjugated oestrogens 1.25mg tablets and Norgestrel 150microgram tablets	Not applicable	Route of administration not applicable	NA	NA	06040101
11882141000033114	NA	Estriol  Vaginal applicator  Type 1	NA	NA	NA	NA	NA	NA
151941000033118	3236411000001104	Binovum tablets (Janssen-Cilag Ltd)	Binovum tablets	Not applicable	NA	NA	NA	NA
285141000033112	3358411000001107	Climagest 1mg tablets (Novartis Pharmaceuticals UK Ltd)	Climagest 1mg tablets	Not applicable	NA	NA	NA	NA
285241000033117	3363611000001106	Climagest 2mg tablets (Novartis Pharmaceuticals UK Ltd)	Climagest 2mg tablets	Not applicable	NA	NA	NA	NA
393141000033117	3353311000001108	Cyclo-Progynova 1mg tablets (Meda Pharmaceuticals Ltd)	Cyclo-Progynova 1mg tablets	Not applicable	NA	NA	NA	NA
394941000033117	3351311000001107	Cyclo-Progynova 2mg tablets (Viatris UK Healthcare Ltd)	Cyclo-Progynova 2mg tablets	Not applicable	NA	NA	NA	NA
508241000033119	3455511000001109	Elleste Duet 2mg tablets (Viatris UK Healthcare Ltd)	Elleste Duet 2mg tablets	Not applicable	NA	NA	NA	NA
508341000033112	3367311000001108	Elleste Duet 1mg tablets (Viatris UK Healthcare Ltd)	Elleste Duet 1mg tablets	Not applicable	NA	NA	NA	NA
545041000033114	NA	Estradurin  Injection  80 mg vial	NA	NA	NA	NA	NA	NA
545141000033113	3215411000001100	Estracombi TTS patches (Novartis Pharmaceuticals UK Ltd)	Estracombi TTS patches	Not applicable	NA	NA	NA	NA
546441000033114	3219611000001104	Estrapak 50 (Novartis Pharmaceuticals UK Ltd)	Estrapak 50	Not applicable	NA	NA	NA	NA
557941000033116	3940511000001100	Evorel Pak (Janssen-Cilag Ltd)	Evorel Pak	Not applicable	Route of administration not applicable	NA	NA	NA
558941000033117	3217311000001104	Evorel Sequi patches (Theramex HQ UK Ltd)	Evorel Sequi patches	Not applicable	NA	NA	NA	NA
571641000033116	3174811000001109	Femodene ED tablets (Bayer Plc)	Femodene ED tablets	Not applicable	NA	NA	NA	NA
571841000033115	3349811000001104	Femoston 2/10mg tablets (Viatris UK Healthcare Ltd)	Femoston 2/10mg tablets	Not applicable	NA	NA	NA	NA
571941000033111	3346111000001103	Femoston 2/20mg tablets (Abbott Healthcare Products Ltd)	Femoston 2/20mg tablets	Not applicable	NA	NA	NA	NA
572341000033115	3347911000001102	Femoston 1/10mg tablets (Viatris UK Healthcare Ltd)	Femoston 1/10mg tablets	Not applicable	NA	NA	NA	NA
