MedCodeId	Term	Observations_jun24	old_2021	new_2024	category
3509775010	Cerebrovascular accident due to right vertebral artery occlusion		1	0	ischaemic
3509779016	Cerebrovascular accident due to occlusion of left vertebral artery		1	0	ischaemic
3509783016	Cerebrovascular accident due to occlusion of right pontine artery		1	0	ischaemic
3510549010	History of hemorrhagic cerebrovascular accident with residual deficit		1	0	haemorrhagic
3510550010	History of haemorrhagic cerebrovascular accident with residual deficit		1	0	haemorrhagic
3510552019	History of haemorrhagic stroke with residual deficit		1	0	haemorrhagic
3510965018	Lacunar ataxic hemiparesis of right nondominant side		1	0	ischaemic
3511249016	Nontraumatic haemorrhage of subarachnoid space from left posterior communicating artery		1	0	haemorrhagic
3511250016	Nontraumatic hemorrhage of subarachnoid space from left posterior communicating artery		1	0	haemorrhagic
3511251017	Spontaneous haemorrhage of subarachnoid space from left posterior communicating artery		1	0	haemorrhagic
3511252012	Spontaneous hemorrhage of subarachnoid space from left posterior communicating artery		1	0	haemorrhagic
3511254013	Nontraumatic haemorrhage of subarachnoid space from right posterior communicating artery		1	0	haemorrhagic
3511255014	Spontaneous hemorrhage of subarachnoid space from right posterior communicating artery		1	0	haemorrhagic
3511256010	Nontraumatic hemorrhage of subarachnoid space from right posterior communicating artery		1	0	haemorrhagic
3511257018	Spontaneous haemorrhage of subarachnoid space from right posterior communicating artery		1	0	haemorrhagic
3511277013	Spontaneous hemorrhage of subarachnoid space from basilar artery		1	0	haemorrhagic
3511278015	Spontaneous haemorrhage of subarachnoid space from basilar artery		1	0	haemorrhagic
3511279011	Nontraumatic hemorrhage of subarachnoid space from basilar artery		1	0	haemorrhagic
3511280014	Nontraumatic haemorrhage of subarachnoid space from basilar artery		1	0	haemorrhagic
3511282018	Spontaneous hemorrhage of subarachnoid space from intracranial artery		1	0	haemorrhagic
3511283011	Spontaneous haemorrhage of subarachnoid space from intracranial artery		1	0	haemorrhagic
3511284017	Nontraumatic hemorrhage of subarachnoid space from intracranial artery		1	0	haemorrhagic
3511285016	Nontraumatic haemorrhage of subarachnoid space from intracranial artery		1	0	haemorrhagic
3513216018	Occlusion of left cerebellar artery		1	0	ischaemic
3513218017	Occlusion of right cerebellar artery		1	0	ischaemic
3515793014	Cerebrovascular accident due to occlusion of right vertebral artery		1	0	ischaemic
3533577011	Nontraumatic intracranial hemorrhage		1	0	haemorrhagic
3636137015	Cerebrovascular accident due to occlusion of right posterior cerebral artery by embolus		1	0	ischaemic
3636973011	Occlusion of left cerebellar artery by embolus		1	0	ischaemic
3636975016	Occlusion of right cerebellar artery by embolus		1	0	ischaemic
3637000018	Occlusion of right posterior cerebral artery by embolus		1	0	ischaemic
3637002014	Occlusion of left posterior cerebral artery by embolus		1	0	ischaemic
3662311000006113	Thrombosis of cerebral arteries		1	0	ischaemic
3662321000006117	Cerebral arterial thrombosis		1	0	ischaemic
3687821000006114	Cerebral hemisphere hemorrhage		1	0	haemorrhagic
3719871000006114	Hemorrhagic cerebellum		1	0	haemorrhagic
4056961000006113	Brainstem hemorrhage		1	0	haemorrhagic
4540671000006111	H/O subarachnoid hemorrhage		1	0	haemorrhagic
4540681000006114	History of subarachnoid hemorrhage		1	0	haemorrhagic
4777701000006111	Ruptured saccular aneurysm		1	0	haemorrhagic
4777721000006118	Subarachnoid hemorrhage from carotid siphon and bifurcation		1	0	haemorrhagic
4777741000006113	Subarachnoid hemorrhage from vertebral artery		1	0	haemorrhagic
4777751000006110	Intracranial subarachnoid hemorrhage from vertebral artery		1	0	haemorrhagic
4777761000006112	Intracranial subarachnoid haemorrhage from vertebral artery		1	0	haemorrhagic
4777831000006111	External capsule hemorrhage		1	0	haemorrhagic
4777851000006116	Intracerebral hemorrhage, intraventricular		1	0	haemorrhagic
4777891000006110	Intracerebral hemorrhage, multiple localized		1	0	haemorrhagic
4777971000006115	Basilar artery obstruction		1	0	ischaemic
5011021000006113	Cerebrovascular accident due to cerebral artery occlusion		1	0	ischaemic
5011311000006115	Haemorrhagic stroke		1	0	haemorrhagic
5011321000006111	Hemorrhagic stroke		1	0	haemorrhagic
5011341000006116	Anterior cerebral circulation hemorrhagic infarction		1	0	haemorrhagic
5011361000006117	Posterior cerebral circulation hemorrhagic infarction		1	0	haemorrhagic
5011381000006110	Massive supratentorial cerebral hemorrhage		1	0	haemorrhagic
5011401000006110	Lobar cerebral hemorrhage		1	0	haemorrhagic
5011441000006112	Lacunar hemorrhage		1	0	haemorrhagic
5011561000006112	Subarachnoid haemorrhage due to ruptured arteriovenous malformation		1	0	haemorrhagic
5011591000006116	Subarachnoid hemorrhage due to ruptured aneurysm		1	0	haemorrhagic
5011601000006112	SAH - Subarachnoid hemorrhage from ruptured aneurysm		1	0	haemorrhagic
5011611000006110	SAH - Subarachnoid haemorrhage from ruptured aneurysm		1	0	haemorrhagic
5011621000006119	Intracranial subarachnoid hemorrhage due to ruptured aneurysm		1	0	haemorrhagic
5011631000006116	Intracranial subarachnoid haemorrhage due to ruptured aneurysm		1	0	haemorrhagic
5518051000006114	SAH - Spontaneous subarachnoid hemorrhage		1	0	haemorrhagic
5518081000006118	Spontaneous intracranial subarachnoid haemorrhage		1	0	haemorrhagic
5518091000006115	Spontaneous intracranial subarachnoid hemorrhage		1	0	haemorrhagic
5518111000006112	Nontraumatic subarachnoid intracranial haemorrhage		1	0	haemorrhagic
5560161000006111	Intracerebral hemorrhage (ICH)		1	0	haemorrhagic
5582981000006119	Subarachnoid hemorrhage from multiple aneurysms		1	0	haemorrhagic
5583001000006115	Subarachnoid hemorrhage from anterior cerebral artery aneurysm		1	0	haemorrhagic
5583031000006111	Subarachnoid hemorrhage from middle cerebral artery aneurysm		1	0	haemorrhagic
5583051000006116	Subarachnoid hemorrhage from posterior cerebral artery aneurysm		1	0	haemorrhagic
5583071000006114	Subarachnoid hemorrhage from anterior communicating artery aneurysm		1	0	haemorrhagic
5583091000006110	Subarachnoid hemorrhage from posterior communicating artery aneurysm		1	0	haemorrhagic
5583111000006118	Subarachnoid hemorrhage from basilar artery aneurysm		1	0	haemorrhagic
5583131000006112	Subarachnoid hemorrhage from posterior inferior cerebellar artery aneurysm		1	0	haemorrhagic
5583141000006119	Subarachnoid haemorrhage from carotid artery aneurysm		1	0	haemorrhagic
5583151000006117	Subarachnoid hemorrhage from carotid artery aneurysm		1	0	haemorrhagic
5597341000006111	Angiogram-negative subarachnoid hemorrhage		1	0	haemorrhagic
5597351000006113	Angiogram-negative intracranial subarachnoid hemorrhage		1	0	haemorrhagic
5597361000006110	Angiogram-negative intracranial subarachnoid haemorrhage		1	0	haemorrhagic
5597511000006118	Ruptured aneurysm of posterior cerebral artery		1	0	haemorrhagic
5597611000006117	Ruptured aneurysm of posterior inferior cerebellar artery		1	0	haemorrhagic
5597641000006118	Ruptured internal carotid-anterior communicating artery zone aneurysm		1	0	haemorrhagic
5597661000006119	Ruptured internal carotid bifurcation aneurysm		1	0	haemorrhagic
5649211000006111	Extension of stroke		1	0	ischaemic
5649221000006115	CVA - Extension of cerebrovascular accident		1	0	ischaemic
6593111000006115	Nontraumatic extradural hemorrhage		1	0	haemorrhagic
6593121000006111	Nontraumatic epidural haemorrhage		1	0	haemorrhagic
6593131000006114	Nontraumatic epidural hemorrhage		1	0	haemorrhagic
6593141000006116	Nontraumatic extradural intracranial hemorrhage		1	0	haemorrhagic
6593151000006119	Nontraumatic extradural intracranial haemorrhage		1	0	haemorrhagic
6907881000006118	Hemorrhagic stroke monitoring		1	0	haemorrhagic
7052011000006119	Non-traumatic intracerebral ventricular haemorrhage		1	0	haemorrhagic
7052021000006110	Non-traumatic intracerebral ventricular hemorrhage		1	0	haemorrhagic
7067301000006114	Medulla oblongata stroke		1	0	ischaemic
7085851000006110	History of cerebral haemorrhage		1	0	haemorrhagic
7085861000006112	History of cerebral hemorrhage		1	0	haemorrhagic
7096021000006119	History of haemorrhage into ventricle of brain		1	0	haemorrhagic
7096031000006116	History of ventricular hemorrhage		1	0	haemorrhagic
7096041000006114	History of hemorrhage into ventricle of brain		1	0	haemorrhagic
7096051000006111	History of intraventricular haemorrhage		1	0	haemorrhagic
7096061000006113	History of intraventricular hemorrhage		1	0	haemorrhagic
7096071000006118	History of ventricular haemorrhage		1	0	haemorrhagic
7100261000006114	History of cardioembolic stroke		1	0	ischaemic
7112631000006117	History of cerebrovascular accident without residual deficits		1	0	ischaemic
7135051000006117	History of occlusion of cerebral artery		1	0	ischaemic
7184511000006118	History of occlusion of cerebral artery without cerebral infarction		1	0	ischaemic
7232811000006116	History of cerebrovascular accident with residual deficit		1	0	ischaemic
7251251000006113	Infarct of cerebrum due to iatrogenic cerebrovascular accident		1	0	ischaemic
7377671000006118	Haemorrhage into subarachnoid space of neuraxis		1	0	haemorrhagic
7377681000006115	Hemorrhage into subarachnoid space of neuraxis		1	0	haemorrhagic
7378281000006118	Intracranial hemorrhage following injury		1	0	haemorrhagic
7378441000006113	Traumatic cerebral hemorrhage		1	0	haemorrhagic
7522031000006111	History of cerebrovascular accident in last eight weeks		1	0	ischaemic
7571421000006110	Deep hemispheric cerebral haemorrhage		1	0	haemorrhagic
7571441000006115	Deep hemispheric cerebral hemorrhage		1	0	haemorrhagic
7571451000006118	Deep hemispheric hemorrhage		1	0	haemorrhagic
7571741000006112	Subarachnoid haemorrhage from vertebral artery aneurysm		1	0	haemorrhagic
7571751000006114	Subarachnoid hemorrhage from vertebral artery aneurysm		1	0	haemorrhagic
7703611000006111	Post CVA (cerebrovascular accident) pain		1	0	ischaemic
7741501000006118	Cerebrovascular accident during surgery		1	0	ischaemic
7741511000006115	CVA (cerebrovascular accident) during surgery		1	0	ischaemic
7855651000006116	Cerebral ischaemic stroke due to intracranial large artery atherosclerosis		1	0	ischaemic
7855661000006119	Cerebral ischemic stroke due to intracranial large artery atherosclerosis		1	0	ischaemic
7855671000006114	Cerebral ischaemic stroke due to extracranial large artery atherosclerosis		1	0	ischaemic
7855681000006112	Cerebral ischemic stroke due to extracranial large artery atherosclerosis		1	0	ischaemic
7855731000006119	Migraine-induced stroke		1	0	ischaemic
7863711000006119	Cerebral ischaemic stroke due to occlusion of extracranial large artery		1	0	ischaemic
7863721000006110	Cerebral ischemic stroke due to occlusion of extracranial large artery		1	0	ischaemic
7863731000006113	Cerebral ischaemic stroke due to stenosis of extracranial large artery		1	0	ischaemic
7865721000006111	Ischaemic stroke without residual deficits		1	0	ischaemic
7865731000006114	Ischemic stroke without residual deficits		1	0	ischaemic
7951281000006118	Hemorrhage of medulla oblongata		1	0	haemorrhagic
7955241000006114	Multifocal cerebral infarction due to and following procedure on cardiovascular system		1	0	ischaemic
8015121000006118	Cerebral infarction due to occlusion of basilar artery		1	0	ischaemic
8015131000006115	Cerebral infarction due to vertebral artery occlusion		1	0	ischaemic
8030701000006114	History of parietal cerebrovascular accident		1	0	ischaemic
8031211000006113	History of lacunar cerebrovascular accident		1	0	ischaemic
8037251000006117	History of thrombotic stroke without residual deficits		1	0	ischaemic
8037261000006115	History of haemorrhagic cerebrovascular accident without residual deficits		1	0	haemorrhagic
8037271000006110	History of hemorrhagic cerebrovascular accident without residual deficits		1	0	haemorrhagic
8037281000006113	History of embolic stroke without deficits		1	0	ischaemic
8044331000006114	History of haemorrhagic stroke with hemiparesis		1	0	haemorrhagic
8044341000006116	History of hemorrhagic stroke with hemiparesis		1	0	haemorrhagic
8044361000006117	History of haemorrhagic stroke with hemiplegia		1	0	haemorrhagic
8044371000006112	History of hemorrhagic stroke with hemiplegia		1	0	haemorrhagic
8044411000006113	Spontaneous cerebral haemorrhage with compression of brain		1	0	haemorrhagic
8044421000006117	Compression of brain co-occurrent and due to spontaneous cerebral hemorrhage		1	0	haemorrhagic
8044431000006119	Spontaneous cerebral hemorrhage with compression of brain		1	0	haemorrhagic
8044441000006112	Compression of brain co-occurrent and due to spontaneous cerebral haemorrhage		1	0	haemorrhagic
8044461000006111	Ischaemic stroke with coma		1	0	ischaemic
8044471000006116	Ischemic stroke with coma		1	0	ischaemic
8044491000006115	Ischemic stroke without coma		1	0	ischaemic
8044541000006113	Nontraumatic subarachnoid haemorrhage with brain compression		1	0	haemorrhagic
8044551000006110	Compression of brain co-occurrent and due to nontraumatic subarachnoid haemorrhage		1	0	haemorrhagic
8044561000006112	Compression of brain co-occurrent and due to nontraumatic subarachnoid hemorrhage		1	0	haemorrhagic
8044571000006117	Nontraumatic subarachnoid hemorrhage with brain compression		1	0	haemorrhagic
8044621000006119	History of ischaemic stroke without residual deficits		1	0	ischaemic
8044631000006116	History of ischemic stroke without residual deficits		1	0	ischaemic
8044801000006113	History of ischaemic cerebrovascular accident with residual deficit		1	0	ischaemic
8044811000006111	History of ischemic cerebrovascular accident with residual deficit		1	0	ischaemic
8044821000006115	History of embolic stroke with deficits		1	0	ischaemic
8045251000006112	Spontaneous cerebellar haemorrhage		1	0	haemorrhagic
8045261000006114	Spontaneous cerebellar hemorrhage		1	0	haemorrhagic
8045751000006117	Spontaneous intraparenchymal cerebral haemorrhage		1	0	haemorrhagic
8045761000006115	Spontaneous intraparenchymal cerebral hemorrhage		1	0	haemorrhagic
8045771000006110	Nontraumatic intraparenchymal cerebral hemorrhage		1	0	haemorrhagic
8089821000006113	Spontaneous cerebral haemorrhage		1	0	haemorrhagic
8089831000006111	Spontaneous cerebral hemorrhage		1	0	haemorrhagic
8089841000006118	Nontraumatic intracerebral hemorrhage		1	0	haemorrhagic
8090421000006115	Cerebral infarction due to vertebral artery stenosis		1	0	ischaemic
8211971000006112	History of stroke of cerebellum		1	0	ischaemic
8211981000006110	History of nontraumatic ruptured cerebral aneurysm		1	0	haemorrhagic
2729551000000111	Cerebral infarction due to occlusion of cerebral artery		1	0	ischaemic
2729571000000119	Cerebral infarction due to stenosis of cerebral artery		1	0	ischaemic
2901571000006113	Completed stroke		1	0	ischaemic
2954611000006112	Pars basalis haemorrhage		1	0	haemorrhagic
2954621000006116	Basilar hemorrhage		1	0	haemorrhagic
2954631000006118	Basilar haemorrhage		1	0	haemorrhagic
2954641000006111	Pars basalis hemorrhage		1	0	haemorrhagic
4193641000006111	Nonparalytic stroke		1	0	ischaemic
4270361000006116	Paralytic stroke		1	0	ischaemic
5009091000006112	Infarction of optic radiation		1	0	ischaemic
5898461000006119	Cerebellar haematoma		1	0	haemorrhagic
5898471000006114	Cerebellar hematoma		1	0	haemorrhagic
5912811000006111	Infarction of visual cortex		1	0	ischaemic
6431861000006113	Periventricular haemorrhagic venous infarct		1	0	ischaemic
6431871000006118	Periventricular hemorrhagic venous infarct		1	0	ischaemic
7134241000006113	Intraparenchymal haematoma of brain		1	0	haemorrhagic
7134251000006110	Intraparenchymal hematoma of brain		1	0	haemorrhagic
7363341000006119	Intraparenchymal haemorrhage of brain		1	0	haemorrhagic
7363351000006117	Intraparenchymal hemorrhage of brain		1	0	haemorrhagic
7386801000006119	Haemorrhage in globus pallidus		1	0	haemorrhagic
7386811000006116	Pallidal hemorrhage		1	0	haemorrhagic
7386821000006112	Pallidal haemorrhage		1	0	haemorrhagic
7386831000006110	Hemorrhage in globus pallidus		1	0	haemorrhagic
7386841000006117	Haemorrhage in caudate nucleus		1	0	haemorrhagic
7386851000006115	Hemorrhage in caudate nucleus		1	0	haemorrhagic
7386861000006118	Haemorrhage in putamen		1	0	haemorrhagic
7386871000006113	Hemorrhage in putamen		1	0	haemorrhagic
7572361000006118	Non-aneurysmal subarachnoid intracranial haemorrhage		1	0	haemorrhagic
7572371000006113	Non-aneurysmal subarachnoid intracranial hemorrhage		1	0	haemorrhagic
7572401000006111	Convexal subarachnoid haemorrhage		1	0	haemorrhagic
7572411000006114	Convexal subarachnoid hemorrhage		1	0	haemorrhagic
7586101000006114	Non-aneurysmal perimesencephalic subarachnoid haemorrhage		1	0	haemorrhagic
7586111000006112	Non-aneurysmal perimesencephalic subarachnoid hemorrhage		1	0	haemorrhagic
7834261000006115	Focal haemorrhagic contusion of cerebrum		1	0	haemorrhagic
7834271000006110	Focal hemorrhagic contusion of cerebrum		1	0	haemorrhagic
7839991000006115	Silent cerebral infarct		1	0	ischaemic
8221321000006118	Stroke and TIA		1	0	ischaemic
