readcode,term_readcode,CodingSystem,Category,MedCodeId,Term,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,Release,EmisCodeCategoryId,final_readcode
9k11.#,Alcohol consumption counselling,READ2,AlcoholConsumptionLevel2,2532939017#,Alcohol consumption counselling,9k11,9k11.00,413473000,2532939017,NA,37,9k11.00#
9k14.#,Alcohol counselling by other agencies,READ2,AlcoholConsumptionLevel2,2534258017#,Alcohol counselling by other agencies,9k14,9k14.00,5.27961E+14,1.17961E+15,NA,37,9k14.00#
9k1A.#,Brief intervention for excessive alcohol consumption completed,READ2,AlcoholConsumptionLevel2,1680121000006110#,Brief intervention for excessive alcohol consumption completed,9k1A,9k1A.00,3.66371E+14,6.91601E+14,NA,37,9k1A.00#
9NN2.#,Under care of community alcohol team,READ2,AlcoholConsumptionLevel2,216585018#,Under care of community alcohol team,9NN2,9NN2.00,135827004,216585018,NA,37,9NN2.00#
9Nz9.#,Emergency department attendance related to personal alcohol consumption,READ2,AlcoholConsumptionLevel2,1947501000006118#,Emergency department attendance related to personal alcohol consumption,9Nz9,9Nz9.00,9.63261E+14,2.45424E+15,NA,37,9Nz9.00#
9NzA.#,Hospital attendance related to personal alcohol consumption,READ2,AlcoholConsumptionLevel2,2454281000000112#,Hospital attendance related to personal alcohol consumption,9NzA,9NzA.00,9.63281E+14,2.45428E+15,NA,37,9NzA.00#
J153.#,Alcoholic gastritis,READ2,AlcoholConsumptionLevel2,4525015#,Alcoholic gastritis,J153,J153.00,2043009,4525015,NA,32,J153.00#
J610.#,Alcoholic fatty liver,READ2,AlcoholConsumptionLevel2,83834016#,Alcoholic fatty liver,J610,J610.00,50325005,83834016,NA,32,J610.00#
J611.#,Acute alcoholic hepatitis,READ2,AlcoholConsumptionLevel2,17390014#,Acute alcoholic hepatitis,J611,J611.00,9953008,17390014,NA,32,J611.00#
J613.#,Alcoholic liver damage unspecified,READ2,AlcoholConsumptionLevel2,886501000006115#,Alcoholic liver damage NOS,J613-99,J613.99,5.89511E+14,8.86501E+14,NA,32,J613.99#
J613.#,Alcoholic liver damage unspecified,READ2,AlcoholConsumptionLevel2,303399018#,Alcoholic liver damage,J613,J613.00,41309000,68906017,NA,32,J613.00#
J6708#,Alcohol-induced acute pancreatitis,READ2,AlcoholConsumptionLevel2,353687012#,Alcohol-induced acute pancreatitis,J6708,J670800,235942001,353687012,NA,32,J670800#
R103.#,[D]Alcohol blood level excessive,READ2,AlcoholConsumptionLevel2,317636014#,High ethanol level in blood,R103,R103.00,441685000,2817390013,NA,32,R103.00#
SLH3.#,Alcohol deterrent poisoning,READ2,AlcoholConsumptionLevel2,1225183017#,Alcohol deterrent poisoning,SLH3,SLH3.00,27134008,1225183017,NA,32,SLH3.00#
SM000#,Ethanol causing toxic effect,READ2,AlcoholConsumptionLevel2,1234742013#,Ethanol causing toxic effect,SM000,SM00000,82782008,1234742013,NA,32,SM00000#
U209.#,[X]Intentional self poisoning by and exposure to alcohol,READ2,AlcoholConsumptionLevel2,393861000006111#,[X]Intentional self poisoning by and exposure to alcohol,U209,U209.00,271982007,407014015,NA,32,U209.00#
1365.#,Heavy drinker - 7-9u/day,CTV3,AlcoholConsumptionLevel3,250314015#,Heavy drinker - 7-9u/day,1365,1365,160577002,250314015,NA,17,1365.00#
136D.#,Ex-heavy drinker - (7-9u/day),CTV3,AlcoholConsumptionLevel3,250324011#,Ex-heavy drinker - (7-9u/day),136D,136D.00,160585006,250324011,NA,17,136D.00#
136E.#,Ex-very heavy drinker - greater than 9 units/day,CTV3,AlcoholConsumptionLevel3,250329018#,Ex-very heavy drinker-(>9u/d),136E,136E.00,160587003,250329018,NA,17,136E.00#
13Y8.#,Alcoholics anonymous,CTV3,AlcoholConsumptionLevel3,251195015#,Alcoholics anonymous,13Y8,13Y8.00,1.09995E+15,2.7539E+15,NA,17,13Y8.00#
8BA8.#,Alcohol detoxification,CTV3,AlcoholConsumptionLevel3,106878015#,Alcohol detoxification,8BA8,8BA8.00,64297001,106878015,NA,32,8BA8.00#
8H35.#,Admitted to alcohol detoxification centre,CTV3,AlcoholConsumptionLevel3,283559019#,Admitted to alcohol detoxification centre,8H35,8H35.00,183486001,283559019,NA,40,8H35.00#
E01..#,Alcoholic psychoses,CTV3,AlcoholConsumptionLevel3,476741000006111#,Alcohol-induced psychosis,E01,E01..00,42344001,70655012,NA,32,E01..00#
E010.#,Delirium tremens,CTV3,AlcoholConsumptionLevel3,15243013#,Alcohol withdrawal delirium,E010,E010.00,8635005,15243013,NA,32,E010.00#
E010.#,Delirium tremens,CTV3,AlcoholConsumptionLevel3,15244019#,Delirium tremens,E010-2,E010.12,8635005,15244019,NA,32,E010.12#
E010.#,Delirium tremens,CTV3,AlcoholConsumptionLevel3,507053019#,DTs - delirium tremens,E010-1,E010.11,8635005,507053019,NA,32,E010.11#
E011.#,Korsakov psychosis,CTV3,AlcoholConsumptionLevel3,476361000006114#,Alcohol amnestic syndrome,E011,E011.00,69482004,501300010,NA,32,E011.00#
E0111#,Korsakov's alcoholic psychosis with peripheral neuritis,CTV3,AlcoholConsumptionLevel3,294662017#,Korsakov's alcoholic psychosis with peripheral neuritis,E0111,E011100,191471000,294662017,NA,32,E011100#
E0112#,Wernicke-Korsakov syndrome,CTV3,AlcoholConsumptionLevel3,501294012#,Wernicke-Korsakov syndrome,E0112,E011200,69482004,501294012,NA,32,E011200#
E011z#,Alcohol amnestic syndrome NOS,CTV3,AlcoholConsumptionLevel3,294664016#,Alcohol amnestic syndrome NOS,E011z,E011z00,73097000,121405015,NA,32,E011z00#
E012.#,Alcoholic dementia: [other] or [NOS],CTV3,AlcoholConsumptionLevel3,346929012#,Alcoholic dementia,E012-1,E012.11,281004,1225776018,NA,32,E012.11#
E012.#,Alcoholic dementia: [other] or [NOS],CTV3,AlcoholConsumptionLevel3,401760017#,Other alcoholic dementia,E012,E012.00,281004,1225776018,NA,32,E012.00#
E0120#,Chronic alcoholic brain syndrome,CTV3,AlcoholConsumptionLevel3,294668018#,Chronic alcoholic brain syndrome,E0120,E012000,191475009,294668018,NA,32,E012000#
E013.#,Alcohol withdrawal hallucinosis,CTV3,AlcoholConsumptionLevel3,294669014#,Alcohol withdrawal hallucinosis,E013,E013.00,191476005,294669014,NA,32,E013.00#
E014.#,Pathological alcohol intoxication,CTV3,AlcoholConsumptionLevel3,294670010#,Drunkenness - pathological,E014-1,E014.11,191477001,294670010,NA,32,E014.11#
E014.#,Pathological alcohol intoxication,CTV3,AlcoholConsumptionLevel3,294671014#,Pathological alcohol intoxication,E014,E014.00,191477001,294671014,NA,32,E014.00#
E015.#,Alcoholic paranoia,CTV3,AlcoholConsumptionLevel3,294672019#,Alcoholic paranoia,E015,E015.00,191478006,294672019,NA,32,E015.00#
E01y.#,Other alcoholic psychosis,CTV3,AlcoholConsumptionLevel3,882221000006114#,Other alcoholic psychoses,E01y-99,E01y.99,6.23961E+14,8.82221E+14,NA,32,E01y.99#
E01y.#,Other alcoholic psychosis,CTV3,AlcoholConsumptionLevel3,294673012#,Other alcoholic psychosis,E01y,E01y.00,42344001,70655012,NA,32,E01y.00#
E01y0#,Alcohol withdrawal syndrome,CTV3,AlcoholConsumptionLevel3,294674018#,Alcohol withdrawal syndrome,E01y0,E01y000,191480000,294674018,NA,32,E01y000#
E01yz#,Other alcoholic psychosis NOS,CTV3,AlcoholConsumptionLevel3,294675017#,Other alcoholic psychosis NOS,E01yz,E01yz00,42344001,70655012,NA,32,E01yz00#
E01z.#,Alcoholic psychosis NOS,CTV3,AlcoholConsumptionLevel3,294676016#,Alcoholic psychosis NOS,E01z,E01z.00,42344001,70655012,NA,32,E01z.00#
E23..#,(Alcohol dependence syndrome [including alcoholism]) or (alcohol problem drinking),CTV3,AlcoholConsumptionLevel3,12878014#,Alcoholism,E23-1,E23..11,66590003,110629012,NA,32,E23..11#
E23..#,(Alcohol dependence syndrome [including alcoholism]) or (alcohol problem drinking),CTV3,AlcoholConsumptionLevel3,500478011#,Alcohol dependence syndrome,E23,E23..00,66590003,500478011,NA,32,E23..00#
E23..#,(Alcohol dependence syndrome [including alcoholism]) or (alcohol problem drinking),CTV3,AlcoholConsumptionLevel3,502017010#,Alcohol problem drinking,E23-2,E23..12,7200002,502017010,NA,32,E23..12#
E230.#,Acute alcoholic intoxication in alcoholism,CTV3,AlcoholConsumptionLevel3,295126010#,Alcohol dependence with acute alcoholic intoxication,E230-1,E230.11,191802004,295126010,NA,32,E230.11#
E230.#,Acute alcoholic intoxication in alcoholism,CTV3,AlcoholConsumptionLevel3,295127018#,Acute alcoholic intoxication in alcoholism,E230,E230.00,191802004,295127018,NA,32,E230.00#
E2300#,"Acute alcoholic intoxication, unspecified, in alcoholism",CTV3,AlcoholConsumptionLevel3,295128011#,"Acute alcoholic intoxication, unspecified, in alcoholism",E2300,E230000,191802004,295127018,NA,32,E230000#
E2301#,Continuous acute alcoholic intoxication in alcoholism,CTV3,AlcoholConsumptionLevel3,295129015#,Continuous acute alcoholic intoxication in alcoholism,E2301,E230100,191804003,295129015,NA,32,E230100#
E2302#,Episodic acute alcoholic intoxication in alcoholism,CTV3,AlcoholConsumptionLevel3,295130013#,Episodic acute alcoholic intoxication in alcoholism,E2302,E230200,191805002,295130013,NA,32,E230200#
E2303#,"Acute alcoholic intoxication in remission, in alcoholism",CTV3,AlcoholConsumptionLevel3,295131012#,"Acute alcoholic intoxication in remission, in alcoholism",E2303,E230300,191806001,295131012,NA,32,E230300#
E230z#,Acute alcoholic intoxication in alcoholism NOS,CTV3,AlcoholConsumptionLevel3,295132017#,Acute alcoholic intoxication in alcoholism NOS,E230z,E230z00,191802004,295127018,NA,32,E230z00#
E231.#,Chronic alcoholism (& [dipsomania]),CTV3,AlcoholConsumptionLevel3,502016018#,Dipsomania,E231-1,E231.11,7200002,502016018,NA,32,E231.11#
E231.#,Chronic alcoholism (& [dipsomania]),CTV3,AlcoholConsumptionLevel3,110629012#,Chronic alcoholism,E231,E231.00,66590003,110629012,NA,32,E231.00#
E2310#,Unspecified chronic alcoholism,CTV3,AlcoholConsumptionLevel3,295136019#,Alcohol dependence,E2310,E231000,66590003,110628016,NA,32,E231000#
E2311#,Continuous chronic alcoholism,CTV3,AlcoholConsumptionLevel3,295139014#,Continuous chronic alcoholism,E2311,E231100,191811004,295139014,NA,32,E231100#
E2312#,Episodic chronic alcoholism,CTV3,AlcoholConsumptionLevel3,295141010#,Episodic chronic alcoholism,E2312,E231200,191812006,295141010,NA,32,E231200#
E2313#,Chronic alcoholism in remission,CTV3,AlcoholConsumptionLevel3,295142015#,Chronic alcoholism in remission,E2313,E231300,191813001,295142015,NA,32,E231300#
E231z#,Chronic alcoholism NOS,CTV3,AlcoholConsumptionLevel3,295143013#,Chronic alcoholism NOS,E231z,E231z00,66590003,110629012,NA,32,E231z00#
E23z.#,Alcohol dependence syndrome NOS,CTV3,AlcoholConsumptionLevel3,295144019#,Alcohol dependence syndrome NOS,E23z,E23z.00,66590003,500478011,NA,32,E23z.00#
E250.#,(Alcohol intoxication) or (hangover following alcohol consumption) or (nondependent alcohol abuse) or (drunkenness NOS) or (inebriety NOS),CTV3,AlcoholConsumptionLevel3,401797010#,Nondependent alcohol abuse,E250,E250.00,268645007,401797010,NA,32,E250.00#
E250.#,(Alcohol intoxication) or (hangover following alcohol consumption) or (nondependent alcohol abuse) or (drunkenness NOS) or (inebriety NOS),CTV3,AlcoholConsumptionLevel3,346930019#,Inebriety NOS,E250-3,E250.13,25702006,43081018,NA,32,E250.13#
E250.#,(Alcohol intoxication) or (hangover following alcohol consumption) or (nondependent alcohol abuse) or (drunkenness NOS) or (inebriety NOS),CTV3,AlcoholConsumptionLevel3,769451000006111#,Intoxication - alcohol,E250-4,E250.14,25702006,43083015,NA,32,E250.14#
E250.#,(Alcohol intoxication) or (hangover following alcohol consumption) or (nondependent alcohol abuse) or (drunkenness NOS) or (inebriety NOS),CTV3,AlcoholConsumptionLevel3,346931015#,Drunkenness,E250-1,E250.11,25702006,43083015,NA,32,E250.11#
E250.#,(Alcohol intoxication) or (hangover following alcohol consumption) or (nondependent alcohol abuse) or (drunkenness NOS) or (inebriety NOS),CTV3,AlcoholConsumptionLevel3,223671000000110#,Hangover from alcohol,E250-2,E250.12,32553006,485256013,NA,32,E250.12#
E250.#,(Alcohol intoxication) or (hangover following alcohol consumption) or (nondependent alcohol abuse) or (drunkenness NOS) or (inebriety NOS),CTV3,AlcoholConsumptionLevel3,882531000006110#,Non-dependent abuse of alcohol,E250-99,E250.99,268645007,8.82531E+14,NA,32,E250.99#
E2500#,"Nondependent alcohol abuse, unspecified",CTV3,AlcoholConsumptionLevel3,295251015#,"Nondependent alcohol abuse, unspecified",E2500,E250000,268645007,401797010,NA,32,E250000#
E2501#,"Nondependent alcohol abuse, continuous",CTV3,AlcoholConsumptionLevel3,295252010#,"Nondependent alcohol abuse, continuous",E2501,E250100,191882002,295252010,NA,32,E250100#
E2502#,"Nondependent alcohol abuse, episodic",CTV3,AlcoholConsumptionLevel3,295253017#,"Nondependent alcohol abuse, episodic",E2502,E250200,191883007,295253017,NA,32,E250200#
E2503#,Nondependent alcohol abuse in remission,CTV3,AlcoholConsumptionLevel3,295254011#,Nondependent alcohol abuse in remission,E2503,E250300,191884001,295254011,NA,32,E250300#
E250z#,Nondependent alcohol abuse NOS,CTV3,AlcoholConsumptionLevel3,295255012#,Nondependent alcohol abuse NOS,E250z,E250z00,268645007,401797010,NA,32,E250z00#
Eu10.#,[X]Mental and behavioural disorders due to use of alcohol,CTV3,AlcoholConsumptionLevel3,295765017#,Alcohol-induced organic mental disorder,Eu10,Eu10.00,29212009,48886010,NA,32,Eu10.00#
Eu100#,[X]Mental and behavioural disorders due to use of alcohol: acute intoxication,CTV3,AlcoholConsumptionLevel3,362251000006117#,Alcohol intoxication,Eu100-1,Eu10011,25702006,43081018,NA,32,Eu10011#
Eu100#,[X]Mental and behavioural disorders due to use of alcohol: acute intoxication,CTV3,AlcoholConsumptionLevel3,397611000006115#,[X]Mental & behav dis due to use alcohol: acute intoxication,Eu100,Eu10000,25702006,43081018,NA,32,Eu10000#
Eu101#,[X]Mental and behavioural disorders due to use of alcohol: harmful use,CTV3,AlcoholConsumptionLevel3,397881000006114#,Alcohol abuse,Eu101,Eu10100,15167005,25750014,NA,32,Eu10100#
Eu102#,[X] (Mental and behavioural disorders due to use of alcohol: dependence syndrome) or (chronic alcoholism [& (addiction) or (dipsomania)]),CTV3,AlcoholConsumptionLevel3,362921000006118#,[X]Alcohol addiction,Eu102-1,Eu10211,66590003,500478011,NA,32,Eu10211#
Eu102#,[X] (Mental and behavioural disorders due to use of alcohol: dependence syndrome) or (chronic alcoholism [& (addiction) or (dipsomania)]),CTV3,AlcoholConsumptionLevel3,377081000006114#,[X]Dipsomania,Eu102-3,Eu10213,66590003,500478011,NA,32,Eu10213#
Eu102#,[X] (Mental and behavioural disorders due to use of alcohol: dependence syndrome) or (chronic alcoholism [& (addiction) or (dipsomania)]),CTV3,AlcoholConsumptionLevel3,397801000006117#,[X]Mental and behav dis due to use alcohol: dependence syndr,Eu102,Eu10200,66590003,500478011,NA,32,Eu10200#
Eu102#,[X] (Mental and behavioural disorders due to use of alcohol: dependence syndrome) or (chronic alcoholism [& (addiction) or (dipsomania)]),CTV3,AlcoholConsumptionLevel3,370971000006114#,[X]Chronic alcoholism,Eu102-2,Eu10212,66590003,110629012,NA,32,Eu10212#
Eu103#,[X]Mental and behavioural disorders due to use of alcohol: withdrawal state,CTV3,AlcoholConsumptionLevel3,397811000006119#,[X]Mental and behav dis due to use alcohol: withdrawal state,Eu103,Eu10300,191480000,294674018,NA,32,Eu10300#
Eu104#,[X]Mental and behavioural disorders due to use of alcohol: withdrawal state with delirium,CTV3,AlcoholConsumptionLevel3,376451000006113#,"[X]Delirium tremens, alcohol induced",Eu104-1,Eu10411,8635005,15243013,NA,32,Eu10411#
Eu104#,[X]Mental and behavioural disorders due to use of alcohol: withdrawal state with delirium,CTV3,AlcoholConsumptionLevel3,397211000006118#,[X]Men & behav dis due alcohl: withdrawl state with delirium,Eu104,Eu10400,8635005,15243013,NA,32,Eu10400#
Eu105#,[X] Mental and behavioural disorders due to use of alcohol: psychotic disorder (& [hallucinosis] or [jealousy] or [paranoia] or [psychosis NOS]),CTV3,AlcoholConsumptionLevel3,397621000006111#,Alcohol-induced psychosis,Eu105,Eu10500,42344001,70655012,NA,32,Eu10500#
Eu105#,[X] Mental and behavioural disorders due to use of alcohol: psychotic disorder (& [hallucinosis] or [jealousy] or [paranoia] or [psychosis NOS]),CTV3,AlcoholConsumptionLevel3,362961000006112#,[X]Alcoholic jealousy,Eu105-2,Eu10512,42344001,70655012,NA,32,Eu10512#
Eu105#,[X] Mental and behavioural disorders due to use of alcohol: psychotic disorder (& [hallucinosis] or [jealousy] or [paranoia] or [psychosis NOS]),CTV3,AlcoholConsumptionLevel3,362981000006119#,[X]Alcoholic psychosis NOS,Eu105-4,Eu10514,42344001,70655012,NA,32,Eu10514#
Eu105#,[X] Mental and behavioural disorders due to use of alcohol: psychotic disorder (& [hallucinosis] or [jealousy] or [paranoia] or [psychosis NOS]),CTV3,AlcoholConsumptionLevel3,362951000006110#,Alcoholic hallucinosis,Eu105-1,Eu10511,7052005,1233279015,NA,32,Eu10511#
Eu105#,[X] Mental and behavioural disorders due to use of alcohol: psychotic disorder (& [hallucinosis] or [jealousy] or [paranoia] or [psychosis NOS]),CTV3,AlcoholConsumptionLevel3,362971000006117#,[X]Alcoholic paranoia,Eu105-3,Eu10513,42344001,70655012,NA,32,Eu10513#
Eu106#,[X]Mental and behavioural disorders due to use of alcohol: amnesic syndrome,CTV3,AlcoholConsumptionLevel3,394681000006119#,Korsakoff's psychosis,Eu106-1,Eu10611,69482004,115434017,NA,32,Eu10611#
Eu106#,[X]Mental and behavioural disorders due to use of alcohol: amnesic syndrome,CTV3,AlcoholConsumptionLevel3,397791000006118#,Alcohol amnestic disorder,Eu106,Eu10600,73097000,121405015,NA,32,Eu10600#
Eu107#,[X] (Mental and behavioural disorders due to use of alcohol: residual and late-onset psychotic disorder) or (chronic alcoholic brain syndrome [& dementia NOS]),CTV3,AlcoholConsumptionLevel3,362941000006113#,[X]Alcoholic dementia NOS,Eu107-1,Eu10711,281004,1225776018,NA,32,Eu10711#
Eu107#,[X] (Mental and behavioural disorders due to use of alcohol: residual and late-onset psychotic disorder) or (chronic alcoholic brain syndrome [& dementia NOS]),CTV3,AlcoholConsumptionLevel3,397201000006116#,[X]Men & behav dis due alcoh: resid & late-onset psychot dis,Eu107,Eu10700,42344001,70655012,NA,32,Eu10700#
Eu107#,[X] (Mental and behavioural disorders due to use of alcohol: residual and late-onset psychotic disorder) or (chronic alcoholic brain syndrome [& dementia NOS]),CTV3,AlcoholConsumptionLevel3,370961000006119#,[X]Chronic alcoholic brain syndrome,Eu107-2,Eu10712,191475009,294668018,NA,32,Eu10712#
Eu10y#,[X]Mental and behavioural disorders due to use of alcohol: other mental and behavioural disorders,CTV3,AlcoholConsumptionLevel3,397241000006119#,[X]Men & behav dis due to use alcohol: oth men & behav dis,Eu10y,Eu10y00,29212009,48886010,NA,32,Eu10y00#
Eu10z#,[X]Mental and behavioural disorders due to use of alcohol: unspecified mental and behavioural disorder,CTV3,AlcoholConsumptionLevel3,397431000006111#,[X]Ment & behav dis due use alcohol: unsp ment & behav dis,Eu10z,Eu10z00,91388009,151411015,NA,32,Eu10z00#
F11x0#,Alcoholic encephalopathy,CTV3,AlcoholConsumptionLevel3,542611000006114#,Cerebral degeneration due to alcoholism,F11x0,F11x000,192811002,297011014,NA,32,F11x000#
F11x0#,Alcoholic encephalopathy,CTV3,AlcoholConsumptionLevel3,297011014#,Alcoholic encephalopathy,F11x0-1,F11x011,192811002,297011014,NA,32,F11x011#
F1440#,Alcoholic cerebellar degeneration,CTV3,AlcoholConsumptionLevel3,478046010#,Cerebellar ataxia due to alcoholism,F1440,F144000,361272001,478046010,NA,32,F144000#
F375.#,Alcohol-related polyneuropathy,CTV3,AlcoholConsumptionLevel3,14103017#,Alcohol-induced polyneuropathy,F375,F375.00,7916009,14104011,NA,32,F375.00#
G555.#,Alcohol-induced heart muscle disease,CTV3,AlcoholConsumptionLevel3,138527014#,Alcoholic cardiomyopathy,G555,G555.00,83521008,138527014,NA,32,G555.00#
J612.#,Cirrhosis: [florid] or [alcoholic],CTV3,AlcoholConsumptionLevel3,126721013#,Florid cirrhosis,J612-1,J612.11,76301009,126721013,NA,32,J612.11#
J612.#,Cirrhosis: [florid] or [alcoholic],CTV3,AlcoholConsumptionLevel3,476611000006116#,Alcoholic cirrhosis of liver,J612,J612.00,420054005,2920441014,NA,32,J612.00#
J612.#,Cirrhosis: [florid] or [alcoholic],CTV3,AlcoholConsumptionLevel3,2579818016#,Laennec's cirrhosis,J612-2,J612.12,419728003,2576980018,NA,32,J612.12#
U60H3#,[X]Alcohol deterrents causing adverse effects in therapeutic use,CTV3,AlcoholConsumptionLevel3,350971000006112#,[X] Adverse reaction to alcohol deterrents,U60H3-1,U60H311,292416003,432554017,NA,5,U60H311#
U60H3#,[X]Alcohol deterrents causing adverse effects in therapeutic use,CTV3,AlcoholConsumptionLevel3,362931000006115#,[X]Alcohol deterrents caus adverse effects in therapeut use,U60H3,U60H300,292416003,432554017,NA,5,U60H300#
Ub0lO#,Heavy drinker,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,Ub0lO#
Ub0lP#,Very heavy drinker,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,Ub0lP#
Ub0lt#,Drinks in morning to get rid of hangover,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,Ub0lt#
Ub0m0#,Alcoholic binges exceeding safe amounts,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,Ub0m0#
Ub0mk#,Feels drinking is out of control,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,Ub0mk#
X006u#,Alcohol-induced epilepsy,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,X006u#
X00FS#,Alcoholic coma,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,X00FS#
X306r#,Alcoholic hepatitis,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,X306r#
X3071#,Alcoholic liver disease,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,X3071#
X3072#,Alcoholic fibrosis and sclerosis of liver,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,X3072#
X3073#,Alcoholic hepatic failure,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,X3073#
X308v#,Alcohol-induced chronic pancreatitis,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,X308v#
X40MG#,Alcohol-induced pseudo-Cushing's syndrome,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,X40MG#
Xa17e#,Alcoholic hallucinosis,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,Xa17e#
Xa1yZ#,Alcohol abuse,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,Xa1yZ#
Xa2lt#,Persistent alcohol abuse,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,Xa2lt#
XaamS#,In-house alcohol detoxification,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XaamS#
XaBE3#,Chronic alcoholic hepatitis,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XaBE3#
Xabi9#,Severe alcohol dependence,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,Xabi9#
XaC1d#,Oesophageal varices in alcoholic cirrhosis of the liver,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XaC1d#
Xacab#,Withdrawn from alcohol detoxification programme,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,Xacab#
XacfZ#,Alcohol relapse prevention,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XacfZ#
Xacmc#,Alcohol harm reduction programme,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,Xacmc#
Xactr#,Alcohol twelve step programme,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,Xactr#
XaJni#,Alcohol disorder monitoring,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XaJni#
XaKV2#,Alcohol induced hallucinations,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XaKV2#
XaKvB#,Harmful alcohol use,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XaKvB#
XaLrN#,Alcohol abuse monitoring,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XaLrN#
XaLsx#,Delivery of rehabilitation for alcohol addiction,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XaLsx#
XaLWu#,[X]Alcohol withdrawal-induced seizure,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XaLWu#
XaPPy#,Extended intervention for excessive alcohol consumption completed,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XaPPy#
XaX4S#,Extended intervention for excessive alcohol consumption declined,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XaX4S#
XaXlZ#,Replaces meals with drinks,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XaXlZ#
XE0b4#,Alcoholic cirrhosis of liver,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XE0b4#
XE0dF#,Alcoholic liver damage NOS,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XE0dF#
XE1Xu#,Other alcoholic dementia,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XE1Xu#
XE1YQ#,Chronic alcoholism,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XE1YQ#
XE1YX#,Nondependent alcohol abuse,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XE1YX#
XE1ZE#,[X]Mental and behavioural disorders due to use of alcohol: dependence syndrome,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XE1ZE#
XE1ZF#,[X]Mental and behavioural disorders due to use of alcohol: psychotic disorder,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XE1ZF#
XE1ZG#,[X]Mental and behavioural disorders due to use of alcohol: residual and late-onset psychotic disorder,CTV3,AlcoholConsumptionLevel3,NA#,NA,NA,NA,NA,NA,NA,NA,XE1ZG#
ZV57A#,[V]Alcohol rehabilitation,CTV3,AlcoholConsumptionLevel3,460926018#,[V]Alcohol rehabilitation,ZV57A,ZV57A00,4.71691E+14,1.00133E+15,NA,32,ZV57A00#
