readcode,term_readcode,CodingSystem,Category,MedCodeId,Term,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,Release,EmisCodeCategoryId,final_readcode
XaIuQ#,Cigarette pack-years,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaIuQ#
XaJIs#,Lifestyle advice regarding smoking,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaJIs#
XaJX2#,Minutes from waking to first tobacco consumption,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaJX2#
XaLQh#,Wants to stop smoking,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaLQh#
XaPls#,Referred for chronic obstructive pulmonary disease structured smoking assessment,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaPls#
XaPlu#,Chronic obstructive pulmonary disease structured smoking assessment declined,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaPlu#
XaQT5#,Referral to NHS stop smoking service,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaQT5#
XaQU8#,Stop smoking face to face follow-up,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaQU8#
XaQVQ#,Brief intervention for smoking cessation,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaQVQ#
XaREz#,Smoking cessation programme declined,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaREz#
XaRFh#,Smoking cessation advice declined,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaRFh#
XaWNE#,Failed attempt to stop smoking,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaWNE#
XaXnf#,Stop smoking invitation short message service text message,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaXnf#
XaXnG#,Stop smoking service opportunity signposted,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaXnG#
XaXR4#,Referral for smoking cessation service offered,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaXR4#
XE0og#,Tobacco smoking consumption,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XE0og#
XE0oi#,Trivial cigarette smoker (less than one cigarette/day),CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XE0oi#
XE0oo#,Tobacco smoking consumption unknown,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XE0oo#
XE0oq#,Cigarette smoker,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XE0oq#
XE0or#,Smoking started,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XE0or#
XE2Ni#,Anti-smoking monitoring admin.,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XE2Ni#
XM1Rv#,Stop smoking clinic admin.,CTV3,Active smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XM1Rv#
1377.#,Ex-trivial smoker (<1/day),CTV3,Ex-smoker,250363016#,Ex-trivial cigarette smoker (<1/day),1377,1377.00,266921000,397736014,NA,17,1377.00#
1378.#,Ex-light smoker (1-9/day),CTV3,Ex-smoker,250364010#,Ex-light cigarette smoker (1-9/day),1378,1378.00,266922007,397737017,NA,17,1378.00#
1379.#,Ex-moderate smoker (10-19/day),CTV3,Ex-smoker,250365011#,Ex-moderate cigarette smoker (10-19/day),1379,1379.00,266923002,397738010,NA,17,1379.00#
137A.#,Ex-heavy smoker (20-39/day),CTV3,Ex-smoker,250366012#,Ex-heavy cigarette smoker (20-39/day),137A,137A.00,266924008,397739019,NA,17,137A.00#
137B.#,Ex-very heavy smoker (40+/day),CTV3,Ex-smoker,250367015#,Ex-very heavy cigarette smoker (40+/day),137B,137B.00,266925009,397740017,NA,17,137B.00#
137F.#,Ex-smoker - amount unknown,CTV3,Ex-smoker,250371017#,Ex-smoker - amount unknown,137F,137F.00,8517006,15047015,NA,17,137F.00#
137F.#,Ex-smoker - amount unknown,CTV3,Ex-smoker,903041000006110#,EX-Smoker NOS,137F-99,137F.99,266928006,903041000006110,NA,17,137F.99#
137j.#,NULL,CTV3,Ex-smoker,418914010#,Ex-cigarette smoker,137j,137j.00,281018007,418914010,NA,17,137j.00#
137K.#,Stopped smoking,CTV3,Ex-smoker,250373019#,Stopped smoking,137K,137K.00,160617001,250373019,NA,17,137K.00#
137K0#,NULL,CTV3,Ex-smoker,1151791000000117#,Recently stopped smoking,137K0,137K000,517211000000106,1151791000000117,NA,17,137K000#
137l.#,NULL,CTV3,Ex-smoker,1059701000000119#,Ex roll-up cigarette smoker,137l,137l.00,492191000000103,1059701000000119,NA,17,137l.00#
137N.#,Ex-pipe smoker,CTV3,Ex-smoker,649831000006117#,Ex-pipe smoker,137N,137N.00,160620009,250376010,NA,17,137N.00#
137O.#,Ex-cigar smoker,CTV3,Ex-smoker,649821000006115#,Ex-cigar smoker,137O,137O.00,160621008,250377018,NA,17,137O.00#
137S.#,NULL,CTV3,Ex-smoker,649841000006110#,Ex-smoker,137S,137S.00,8517006,15047015,NA,17,137S.00#
137T.#,Date ceased smoking,CTV3,Ex-smoker,250385010#,Date ceased smoking,137T,137T.00,160625004,250385010,NA,17,137T.00#
Ub0p1#,Time since stopped smoking,CTV3,Ex-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,Ub0p1#
Ub1na#,Ex-smoker,CTV3,Ex-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,Ub1na#
Xa1bv#,Ex-cigarette smoker,CTV3,Ex-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,Xa1bv#
XaCGl#,Smoking monitoring invitation,CTV3,Ex-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaCGl#
XaQ8V#,Ex roll-up cigarette smoker,CTV3,Ex-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaQ8V#
XaQzw#,Recently stopped smoking,CTV3,Ex-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaQzw#
XaXng#,Stop smoking invitation first short message service text message,CTV3,Ex-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaXng#
XaXni#,Stop smoking invitation second short message service text message,CTV3,Ex-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaXni#
XaXnk#,Stop smoking invitation third short message service text message,CTV3,Ex-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaXnk#
XaXP6#,Stopped smoking during pregnancy,CTV3,Ex-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaXP6#
XaXP8#,Stopped smoking before pregnancy,CTV3,Ex-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaXP8#
XaXP9#,Smoker before confirmation of pregnancy,CTV3,Ex-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XaXP9#
XE0oj#,Ex-trivial cigarette smoker (<1/day),CTV3,Ex-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XE0oj#
XE0ok#,Ex-light cigarette smoker (1-9/day),CTV3,Ex-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XE0ok#
XE0ol#,Ex-moderate cigarette smoker (10-19/day),CTV3,Ex-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XE0ol#
XE0om#,Ex-heavy cigarette smoker (20-39/day),CTV3,Ex-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XE0om#
XE0on#,Ex-very heavy cigarette smoker (40+/day),CTV3,Ex-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XE0on#
XE0op#,Ex-cigarette smoker amount unknown,CTV3,Ex-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XE0op#
1371.#,Non-smoker (& [never smoked tobacco]),CTV3,Non-smoker,14866014#,Non-smoker,1371-1,1371.11,8392000,14866014,NA,17,1371.11#
1371.#,Non-smoker (& [never smoked tobacco]),CTV3,Non-smoker,397732011#,Never smoked tobacco,1371,1371.00,266919005,397732011,NA,17,1371.00#
137L.#,Current non-smoker,CTV3,Non-smoker,903051000006112#,Tobacco Consumption Nil,137L-99,137L.99,160618006,903051000006112,NA,17,137L.99#
137L.#,Current non-smoker,CTV3,Non-smoker,250374013#,Current non-smoker,137L,137L.00,160618006,250374013,NA,17,137L.00#
Ub0oq#,Non-smoker,CTV3,Non-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,Ub0oq#
XE0oh#,Never smoked tobacco,CTV3,Non-smoker,NA#,NA,NA,NA,NA,NA,NA,NA,XE0oh#
