ProdCodeId	dmdid	Term.from.EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	Release
2215241000033115	3780211000001102	Indivina 1mg/2.5mg tablets (Orion Pharma (UK) Ltd)	Indivina 1mg/2.5mg tablets	Tablet	Oral	Estradiol valerate/ Medroxyprogesterone acetate	1.000mg + 2.500mg	6040101	
3192341000033112	3788211000001104	Estradiol valerate 1mg / Medroxyprogesterone 2.5mg tablets	Estradiol valerate 1mg / Medroxyprogesterone 2.5mg tablets	Tablet	Oral	Estradiol valerate/ Medroxyprogesterone acetate	1.000mg + 2.500mg	6040101	
3192541000033117	3788311000001107	Estradiol valerate 2mg / Medroxyprogesterone 5mg tablets	Estradiol valerate 2mg / Medroxyprogesterone 5mg tablets	Tablet	Oral	Estradiol valerate/ Medroxyprogesterone acetate	2.000mg + 5.000mg	6040101	
2215441000033119	3779911000001106	Indivina 2mg/5mg tablets (Orion Pharma (UK) Ltd)	Indivina 2mg/5mg tablets	Tablet	Oral	Estradiol valerate/ Medroxyprogesterone acetate	2.000mg + 5.000mg	6040101	
2215341000033113	3853711000001105	Indivina 1mg/5mg tablets (Orion Pharma (UK) Ltd)	Indivina 1mg/5mg tablets	Tablet	Oral	Estradiol valerate/ Medroxyprogesterone acetate	1.000mg + 5.000mg	6040101	
3192441000033118	3864111000001104	Estradiol valerate 1mg / Medroxyprogesterone 5mg tablets	Estradiol valerate 1mg / Medroxyprogesterone 5mg tablets	Tablet	Oral	Estradiol valerate/ Medroxyprogesterone acetate	1.000mg + 5.000mg	6040101	
572541000033110	3943111000001102	Femapak 40 (Abbott Healthcare Products Ltd)	Femapak 40	Not applicable	Route of administration not applicable				
3192041000033110	3947911000001108	Estradiol 40micrograms/24hours transdermal patches and Dydrogesterone 10mg tablets	Estradiol 40micrograms/24hours transdermal patches and Dydrogesterone 10mg tablets	Not applicable	Route of administration not applicable				
3192141000033114	3948011000001105	Estradiol 80micrograms/24hours transdermal patches and Dydrogesterone 10mg tablets	Estradiol 80micrograms/24hours transdermal patches and Dydrogesterone 10mg tablets	Not applicable	Route of administration not applicable				
572441000033114	3942111000001108	Femapak 80 (Abbott Healthcare Products Ltd)	Femapak 80	Not applicable	Route of administration not applicable				
3191941000033116	3948111000001106	Estradiol 50micrograms/24hours transdermal patches and Norethisterone 1mg tablets	Estradiol 50micrograms/24hours transdermal patches and Norethisterone 1mg tablets	Not applicable	Route of administration not applicable			6040101	
557941000033116	3940511000001100	Evorel Pak (Janssen-Cilag Ltd)	Evorel Pak	Not applicable	Route of administration not applicable			6040101	
3194641000033114	4339811000001101	Estradiol 50micrograms/24hours / Levonorgestrel 7micrograms/24hours transdermal patches	Estradiol 50micrograms/24hours / Levonorgestrel 7micrograms/24hours transdermal patches	Transdermal patch	Transdermal	Estradiol/ Levonorgestrel	50.000microgram/24.000hour + 7.000microgram/24.000hour	6040101	
2846541000033110	4338711000001100	FemSeven Conti patches (Theramex HQ UK Ltd)	FemSeven Conti patches	Transdermal patch	Transdermal	Estradiol/ Levonorgestrel	50.000microgram/24.000hour + 7.000microgram/24.000hour	6040101	
2738741000033116	4499111000001107	Novofem tablets (Novo Nordisk Ltd)	Novofem tablets	Not applicable				6040101	
3194741000033117	4639611000001105	Ethinylestradiol 33.9micrograms/24hours / Norelgestromin 203micrograms/24hours transdermal patches	Ethinylestradiol 33.9micrograms/24hours / Norelgestromin 203micrograms/24hours transdermal patches	Transdermal patch	Transdermal	Ethinylestradiol/ Norelgestromin	33.900microgram/24.000hour + 203.000microgram/24.000hour	7030100	
2801741000033117	4711811000001109	FemSeven Sequi patches (Theramex HQ UK Ltd)	FemSeven Sequi patches	Not applicable				6040101	
3290541000033119	8801211000001108	Estradiol 1mg / Drospirenone 2mg tablets	Estradiol 1mg / Drospirenone 2mg tablets	Tablet	Oral	Drospirenone/ Estradiol hemihydrate	2.000mg + 1.000mg	6040101	
3290641000033118	8787011000001107	Angeliq 1mg/2mg tablets (Bayer Plc)	Angeliq 1mg/2mg tablets	Tablet	Oral	Drospirenone/ Estradiol hemihydrate	2.000mg + 1.000mg	6040101	
3908241000033115	10277411000001100	Clinorette tablets (ReSource Medical UK Ltd)	Clinorette tablets	Not applicable				6040101	
3090341000033116	11738011000001105	Ethinylestradiol 2microgram tablets	Ethinylestradiol 2microgram tablets	Tablet	Oral	Ethinylestradiol	2.000microgram		
6065141000033119	14931111000001101	Emerita Pro-Gest cream (Imported (United States))	Emerita Pro-Gest cream	Cream		Progesterone			
12420841000033116	15364711000001109	Ethinylestradiol 2.7mg / Etonogestrel 11.7mg vaginal delivery system	Ethinylestradiol 2.7mg / Etonogestrel 11.7mg vaginal delivery system	Vaginal delivery system	Vaginal	Ethinylestradiol/ Etonogestrel	2.700mg + 11.700mg	7030100	
3192841000033115	15621411000001104	Conjugated oestrogens 300microgram / Medroxyprogesterone 1.5mg modified-release tablets	Conjugated oestrogens 300microgram / Medroxyprogesterone 1.5mg modified-release tablets	Modified-release tablet	Oral	Conjugated oestrogens/ Medroxyprogesterone acetate	300.000microgram + 1.500mg	6040101	
3076041000033112	7340311000001105	Premique Low Dose 0.3mg/1.5mg modified-release tablets (Pfizer Ltd)	Premique Low Dose 0.3mg/1.5mg modified-release tablets	Modified-release tablet	Oral	Conjugated oestrogens/ Medroxyprogesterone acetate	300.000microgram + 1.500mg	6040101	
6002841000033118	18109911000001108	Estradiol 10microgram pessaries	Estradiol 10microgram pessaries	Pessary	Vaginal	Estradiol	10.000microgram		
8129141000033112	21366211000001107	Estradiol 500micrograms / Dydrogesterone 2.5mg tablets	Estradiol 500micrograms / Dydrogesterone 2.5mg tablets	Tablet	Oral	Dydrogesterone/ Estradiol	2.500mg + 500.000microgram		
8129241000033117	21259311000001109	Femoston-conti 0.5mg/2.5mg tablets (Mylan)	Femoston-conti 0.5mg/2.5mg tablets	Tablet	Oral	Dydrogesterone/ Estradiol	2.500mg + 500.000microgram		
10599741000033112	21711311000001107	Ethinylestradiol 20microgram / Drospirenone 3mg tablets	Ethinylestradiol 20microgram / Drospirenone 3mg tablets	Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 20.000microgram		
8348341000033114	22403311000001100	Estradiol 1.5mg / Nomegestrol 2.5mg tablets	Estradiol 1.5mg / Nomegestrol 2.5mg tablets	Tablet	Oral	Estradiol hemihydrate/ Nomegestrol acetate	1.500mg + 2.500mg	7030100	
9158641000033113	24408111000001100	Levonorgestrel 13.5mg intrauterine device	Levonorgestrel 13.5mg intrauterine device	Intrauterine device	Intrauterine	Levonorgestrel	13.500mg	7030203	
3099841000033116	24580611000001102	Estradiol 7.5micrograms/24hours vaginal delivery system	Estradiol 7.5micrograms/24hours vaginal delivery system	Vaginal delivery system	Vaginal	Estradiol hemihydrate	7.500microgram/24.000hour		
546841000033112	24576311000001100	Estring 7.5micrograms/24hours vaginal delivery system (Pfizer Ltd)	Estring 7.5micrograms/24hours vaginal delivery system	Vaginal delivery system	Vaginal	Estradiol hemihydrate	7.500microgram/24.000hour		
12291041000033111	32936711000001100	Conjugated oestrogens 450microgram / Bazedoxifene 20mg modified-release tablets	Conjugated oestrogens 450microgram / Bazedoxifene 20mg modified-release tablets	Modified-release tablet	Oral	Bazedoxifene acetate/ Conjugated oestrogens	20.000mg + 450.000microgram	6040101	
12471241000033114	35086211000001109	Levonorgestrel 19.5mg intrauterine device	Levonorgestrel 19.5mg intrauterine device	Intrauterine device	Intrauterine	Levonorgestrel	19.500mg		
558641000033112	2936011000001100	Evorel 100 patches (Theramex HQ UK Ltd)	Evorel 100 patches	Transdermal patch	Transdermal	Estradiol	100.000microgram/24.000hour	6040101	
545241000033118	2936611000001107	Estraderm TTS 100 patches (Novartis Pharmaceuticals UK Ltd)	Estraderm TTS 100 patches	Transdermal patch	Transdermal	Estradiol	100.000microgram/24.000hour	6040101	
546541000033110	2937111000001101	Estraderm MX 100 patches (Norgine Pharmaceuticals Ltd)	Estraderm MX 100 patches	Transdermal patch	Transdermal	Estradiol	100.000microgram/24.000hour	6040101	
432341000033111	2938211000001106	Dermestril 100 patches (Kyowa Kirin Ltd)	Dermestril 100 patches	Transdermal patch	Transdermal	Estradiol	100.000microgram/24.000hour		
575641000033119	2938411000001105	FemSeven 100 patches (Theramex HQ UK Ltd)	FemSeven 100 patches	Transdermal patch	Transdermal	Estradiol	100.000microgram/24.000hour	6040101	
2739441000033118	2939611000001104	Progynova TS 100micrograms/24hours transdermal patches (Bayer Plc)	Progynova TS 100micrograms/24hours transdermal patches	Transdermal patch	Transdermal	Estradiol	100.000microgram/24.000hour	6040101	
3226241000033113	9045711000001106	Estradot 100micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd)	Estradot 100micrograms/24hours patches	Transdermal patch	Transdermal	Estradiol	100.000microgram/24.000hour	6040101	
3098341000033118	36064811000001103	Estradiol 100micrograms/24hours transdermal patches	Estradiol 100micrograms/24hours transdermal patches	Transdermal patch	Transdermal	Estradiol	100.000microgram/24.000hour	6040101	
3225841000033119	9044911000001109	Estradot 25micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd)	Estradot 25micrograms/24hours patches	Transdermal patch	Transdermal	Estradiol	25.000microgram/24.000hour	6040101	
558741000033115	2889111000001107	Evorel 25 patches (Theramex HQ UK Ltd)	Evorel 25 patches	Transdermal patch	Transdermal	Estradiol	25.000microgram/24.000hour	6040101	
545341000033111	2889311000001109	Estraderm TTS 25 patches (Novartis Pharmaceuticals UK Ltd)	Estraderm TTS 25 patches	Transdermal patch	Transdermal	Estradiol	25.000microgram/24.000hour	6040101	
546641000033111	2889611000001104	Estraderm MX 25 patches (Norgine Pharmaceuticals Ltd)	Estraderm MX 25 patches	Transdermal patch	Transdermal	Estradiol	25.000microgram/24.000hour	6040101	
432441000033117	2889911000001105	Dermestril 25 patches (Kyowa Kirin Ltd)	Dermestril 25 patches	Transdermal patch	Transdermal	Estradiol	25.000microgram/24.000hour		
3098441000033112	36064911000001108	Estradiol 25micrograms/24hours transdermal patches	Estradiol 25micrograms/24hours transdermal patches	Transdermal patch	Transdermal	Estradiol	25.000microgram/24.000hour	6040101	
905341000033110	2895211000001103	Menorest 37.5 patches (Novartis Pharmaceuticals UK Ltd)	Menorest 37.5 patches	Transdermal patch	Transdermal	Estradiol	37.500microgram/24.000hour		
3225941000033110	9045111000001105	Estradot 37.5micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd)	Estradot 37.5micrograms/24hours patches	Transdermal patch	Transdermal	Estradiol	37.500microgram/24.000hour	6040101	
3225741000033112	36065011000001108	Estradiol 37.5micrograms/24hours transdermal patches	Estradiol 37.5micrograms/24hours transdermal patches	Transdermal patch	Transdermal	Estradiol	37.500microgram/24.000hour	6040101	
509141000033115	2890211000001107	Elleste Solo MX 40 transdermal patches (Mylan)	Elleste Solo MX 40 transdermal patches	Transdermal patch	Transdermal	Estradiol	40.000microgram/24.000hour	6040101	
575541000033115	2890411000001106	Fematrix 40 patches (Abbott Healthcare Products Ltd)	Fematrix 40 patches	Transdermal patch	Transdermal	Estradiol	40.000microgram/24.000hour		
3098541000033113	36065111000001109	Estradiol 40micrograms/24hours transdermal patches	Estradiol 40micrograms/24hours transdermal patches	Transdermal patch	Transdermal	Estradiol	40.000microgram/24.000hour	6040101	
559041000033114	3216611000001107	Evorel Conti patches (Theramex HQ UK Ltd)	Evorel Conti patches	Transdermal patch	Transdermal	Estradiol/ Norethisterone acetate	50.000microgram/24.000hour + 170.000microgram/24.000hour	6040101	
3191841000033112	36065211000001103	Estradiol 50micrograms/24hours / Norethisterone 170micrograms/24hours transdermal patches	Estradiol 50micrograms/24hours / Norethisterone 170micrograms/24hours transdermal patches	Transdermal patch	Transdermal	Estradiol/ Norethisterone acetate	50.000microgram/24.000hour + 170.000microgram/24.000hour	6040101	
575741000033111	2902911000001105	FemSeven 75 patches (Theramex HQ UK Ltd)	FemSeven 75 patches	Transdermal patch	Transdermal	Estradiol	75.000microgram/24.000hour	6040101	
558841000033113	2903111000001101	Evorel 75 patches (Theramex HQ UK Ltd)	Evorel 75 patches	Transdermal patch	Transdermal	Estradiol	75.000microgram/24.000hour	6040101	
905541000033115	2910911000001109	Menorest 75 patches (Novartis Pharmaceuticals UK Ltd)	Menorest 75 patches	Transdermal patch	Transdermal	Estradiol	75.000microgram/24.000hour		
1798141000033113	2911111000001100	Estraderm MX 75 patches (Norgine Pharmaceuticals Ltd)	Estraderm MX 75 patches	Transdermal patch	Transdermal	Estradiol	75.000microgram/24.000hour	6040101	
2217141000033118	2911411000001105	Dermestril - Septem 75 patches (Kyowa Kirin Ltd)	Dermestril - Septem 75 patches	Transdermal patch	Transdermal	Estradiol	75.000microgram/24.000hour		
3226141000033118	9045511000001101	Estradot 75micrograms/24hours patches (Novartis Pharmaceuticals UK Ltd)	Estradot 75micrograms/24hours patches	Transdermal patch	Transdermal	Estradiol	75.000microgram/24.000hour	6040101	
3098741000033117	36065411000001104	Estradiol 75micrograms/24hours transdermal patches	Estradiol 75micrograms/24hours transdermal patches	Transdermal patch	Transdermal	Estradiol	75.000microgram/24.000hour	6040101	
575341000033110	2893711000001109	Fematrix 80 patches (Abbott Healthcare Products Ltd)	Fematrix 80 patches	Transdermal patch	Transdermal	Estradiol	80.000microgram/24.000hour		
509241000033110	2893411000001103	Elleste Solo MX 80 transdermal patches (Mylan)	Elleste Solo MX 80 transdermal patches	Transdermal patch	Transdermal	Estradiol	80.000microgram/24.000hour	6040101	
3098841000033110	36065511000001100	Estradiol 80micrograms/24hours transdermal patches	Estradiol 80micrograms/24hours transdermal patches	Transdermal patch	Transdermal	Estradiol	80.000microgram/24.000hour	6040101	
13010741000033115	37021711000001102	Estriol 50micrograms/g vaginal gel with applicator	Estriol 50micrograms/g vaginal gel with applicator	Vaginal gel	Vaginal	Estriol	50.000microgram/1.000gram		
13130441000033110	37501511000001100	Estriol 30microgram pessaries	Estriol 30microgram pessaries	Pessary	Vaginal	Estriol	30.000microgram		
2289241000033116	3649411000001108	Aerodiol 150micrograms/dose nasal spray (Servier Laboratories Ltd)	Aerodiol 150micrograms/dose nasal spray	Spray	Nasal	Estradiol hemihydrate	150.000microgram/1.000dose		
1125241000033111	3487811000001106	Pripsen powder (Thornton & Ross Ltd)	Pripsen powder	Powder	Oral	Piperazine phosphate/ Senna pod standardised	4.000gram + 15.300mg		
8349041000033116	22358811000001101	Razylan 60mg tablets (Aspire Pharma Ltd)	Razylan 60mg tablets	Tablet	Oral	Raloxifene hydrochloride	60.000mg		
11402941000033118	32460211000001101	Evirex 60mg tablets (Somex Pharma)	Evirex 60mg tablets	Tablet	Oral	Raloxifene hydrochloride	60.000mg		
905141000033112	208311000001105	Mercilon 150microgram/20microgram tablets (Merck Sharp & Dohme Ltd)	Mercilon 150microgram/20microgram tablets	Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 20.000microgram	7030100	
5820841000033110	17346911000001108	Gedarel 20microgram/150microgram tablets (Consilient Health Ltd)	Gedarel 20microgram/150microgram tablets	Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 20.000microgram	7030100	
9295641000033113	21933611000001103	Lestramyl 20microgram/150microgram tablets (Mylan)	Lestramyl 20microgram/150microgram tablets	Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 20.000microgram		
9808841000033114	28006411000001100	Alenini 150microgram/20microgram tablets (Actavis UK Ltd)	Alenini 150microgram/20microgram tablets	Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 20.000microgram		
10541641000033114	29910811000001108	Bimizza 150microgram/20microgram tablets (Morningside Healthcare Ltd)	Bimizza 150microgram/20microgram tablets	Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 20.000microgram		
9309141000033111	24678111000001105	Munalea 150microgram/20microgram tablets (Lupin Healthcare (UK) Ltd)	Munalea 150microgram/20microgram tablets	Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 20.000microgram		
9295741000033116	21930311000001102	Lestramyl 30microgram/150microgram tablets (Mylan)	Lestramyl 30microgram/150microgram tablets	Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 30.000microgram		
8248441000033114	21730911000001106	Cimizt 30microgram/150microgram tablets (Morningside Healthcare Ltd)	Cimizt 30microgram/150microgram tablets	Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 30.000microgram		
5820441000033112	17348811000001102	Gedarel 30microgram/150microgram tablets (Consilient Health Ltd)	Gedarel 30microgram/150microgram tablets	Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 30.000microgram	7030100	
868441000033118	524211000001108	Marvelon tablets (Merck Sharp & Dohme Ltd)	Marvelon tablets	Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 30.000microgram	7030100	
9309241000033116	24677911000001107	Munalea 150microgram/30microgram tablets (Lupin Healthcare (UK) Ltd)	Munalea 150microgram/30microgram tablets	Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 30.000microgram		
9301341000033113	24684111000001107	Alenvona 150microgram/30microgram tablets (Teva UK Ltd)	Alenvona 150microgram/30microgram tablets	Tablet	Oral	Desogestrel/ Ethinylestradiol	150.000microgram + 30.000microgram		
1021641000033118	492611000001103	Ovranette 150microgram/30microgram tablets (Pfizer Ltd)	Ovranette 150microgram/30microgram tablets	Tablet	Oral	Ethinylestradiol/ Levonorgestrel	30.000microgram + 150.000microgram	7030100	
917941000033116	42111000001107	Microgynon 30 tablets (Bayer Plc)	Microgynon 30 tablets	Tablet	Oral	Ethinylestradiol/ Levonorgestrel	30.000microgram + 150.000microgram	7030100	
5824341000033111	17346711000001106	Rigevidon tablets (Consilient Health Ltd)	Rigevidon tablets	Tablet	Oral	Ethinylestradiol/ Levonorgestrel	30.000microgram + 150.000microgram	7030100	
5414341000033114	16614111000001103	Levest 150/30 tablets (Morningside Healthcare Ltd)	Levest 150/30 tablets	Tablet	Oral	Ethinylestradiol/ Levonorgestrel	30.000microgram + 150.000microgram	7030100	
6116641000033112	18358111000001100	Elevin 150microgram/30microgram tablets (MedRx Licences Ltd)	Elevin 150microgram/30microgram tablets	Tablet	Oral	Ethinylestradiol/ Levonorgestrel	30.000microgram + 150.000microgram		
9307341000033118	24677511000001100	Maexeni 150microgram/30microgram tablets (Lupin Healthcare (UK) Ltd)	Maexeni 150microgram/30microgram tablets	Tablet	Oral	Ethinylestradiol/ Levonorgestrel	30.000microgram + 150.000microgram		
9302141000033119	24684511000001103	Erlibelle 30microgram/150microgram tablets (Actavis UK Ltd)	Erlibelle 30microgram/150microgram tablets	Tablet	Oral	Ethinylestradiol/ Levonorgestrel	30.000microgram + 150.000microgram		
12185141000033110	34104511000001102	Leandra 30microgram/150microgram tablets (Genesis Pharmaceuticals Ltd)	Leandra 30microgram/150microgram tablets	Tablet	Oral	Ethinylestradiol/ Levonorgestrel	30.000microgram + 150.000microgram		
556741000033116	769711000001106	Eugynon 30 tablets (Schering Health Care Ltd)	Eugynon 30 tablets	Tablet	Oral	Ethinylestradiol/ Levonorgestrel	30.000microgram + 250.000microgram		
556841000033114	4546611000001106	Eugynon 50 tablets (Schering Health Care Ltd)	Eugynon 50 tablets	Tablet	Oral	Ethinylestradiol/ Levonorgestrel	50.000microgram + 250.000microgram		
1267141000033118	4547111000001100	Schering PC4 tablets (Schering Health Care Ltd)	Schering PC4 tablets	Tablet	Oral	Ethinylestradiol/ Levonorgestrel	50.000microgram + 250.000microgram		
1021541000033119	4547311000001103	Ovran tablets (Wyeth Pharmaceuticals)	Ovran tablets	Tablet	Oral	Ethinylestradiol/ Levonorgestrel	50.000microgram + 250.000microgram		
1021741000033110	235311000001105	Ovysmen 500microgram/35microgram tablets (Janssen-Cilag Ltd)	Ovysmen 500microgram/35microgram tablets	Tablet	Oral	Ethinylestradiol/ Norethisterone	35.000microgram + 500.000microgram	7030100	
162041000033118	312411000001108	Brevinor 500microgram/35microgram tablets (Pfizer Ltd)	Brevinor 500microgram/35microgram tablets	Tablet	Oral	Ethinylestradiol/ Norethisterone	35.000microgram + 500.000microgram	7030100	
850041000033115	3058111000001101	Loestrin 20 tablets (Galen Ltd)	Loestrin 20 tablets	Tablet	Oral	Ethinylestradiol/ Norethisterone acetate	20.000microgram + 1.000mg	7030100	
852341000033117	3058411000001106	Loestrin 30 tablets (Galen Ltd)	Loestrin 30 tablets	Tablet	Oral	Ethinylestradiol/ Norethisterone acetate	30.000microgram + 1.500mg	7030100	
921441000033113	3048611000001106	Minulet tablets (Wyeth Pharmaceuticals)	Minulet tablets	Tablet	Oral	Ethinylestradiol/ Gestodene	30.000microgram + 75.000microgram		
574741000033110	3048811000001105	Femodene tablets (Bayer Plc)	Femodene tablets	Tablet	Oral	Ethinylestradiol/ Gestodene	30.000microgram + 75.000microgram	7030100	
5821441000033115	17351511000001107	Millinette 30microgram/75microgram tablets (Consilient Health Ltd)	Millinette 30microgram/75microgram tablets	Tablet	Oral	Ethinylestradiol/ Gestodene	30.000microgram + 75.000microgram	7030100	
4201341000033118	11753211000001109	Katya 30/75 tablets (Stragen UK Ltd)	Katya 30/75 tablets	Tablet	Oral	Ethinylestradiol/ Gestodene	30.000microgram + 75.000microgram	7030100	
10645341000033111	30805911000001101	Sofiperla 75microgram/30microgram tablets (Actavis UK Ltd)	Sofiperla 75microgram/30microgram tablets	Tablet	Oral	Ethinylestradiol/ Gestodene	30.000microgram + 75.000microgram		
9307141000033116	24676611000001103	Aidulan 30microgram/75microgram tablets (Lupin Healthcare (UK) Ltd)	Aidulan 30microgram/75microgram tablets	Tablet	Oral	Ethinylestradiol/ Gestodene	30.000microgram + 75.000microgram		
4201241000033111	11758611000001104	Sunya 20/75 tablets (Stragen UK Ltd)	Sunya 20/75 tablets	Tablet	Oral	Ethinylestradiol/ Gestodene	20.000microgram + 75.000microgram	7030100	
5822441000033111	17353311000001100	Millinette 20microgram/75microgram tablets (Consilient Health Ltd)	Millinette 20microgram/75microgram tablets	Tablet	Oral	Ethinylestradiol/ Gestodene	20.000microgram + 75.000microgram	7030100	
1890341000033111	3049211000001104	Femodette tablets (Bayer Plc)	Femodette tablets	Tablet	Oral	Ethinylestradiol/ Gestodene	20.000microgram + 75.000microgram	7030100	
9307041000033115	24676211000001100	Aidulan 20microgram/75microgram tablets (Lupin Healthcare (UK) Ltd)	Aidulan 20microgram/75microgram tablets	Tablet	Oral	Ethinylestradiol/ Gestodene	20.000microgram + 75.000microgram		
10645141000033113	30805711000001103	Juliperla 75microgram/20microgram tablets (Actavis UK Ltd)	Juliperla 75microgram/20microgram tablets	Tablet	Oral	Ethinylestradiol/ Gestodene	20.000microgram + 75.000microgram		
260341000033119	380211000001105	Cilest 35microgram/250microgram tablets (Janssen-Cilag Ltd)	Cilest 35microgram/250microgram tablets	Tablet	Oral	Ethinylestradiol/ Norgestimate	35.000microgram + 250.000microgram	7030100	
8494041000033118	22562211000001105	Lizinna 250microgram/35microgram tablets (Morningside Healthcare Ltd)	Lizinna 250microgram/35microgram tablets	Tablet	Oral	Ethinylestradiol/ Norgestimate	35.000microgram + 250.000microgram		
10982041000033113	31364011000001106	Cilique 250microgram/35microgram tablets (Consilient Health Ltd)	Cilique 250microgram/35microgram tablets	Tablet	Oral	Ethinylestradiol/ Norgestimate	35.000microgram + 250.000microgram		
989041000033112	3831411000001104	Norinyl-1 tablets (Pfizer Ltd)	Norinyl-1 tablets	Tablet	Oral	Mestranol/ Norethisterone	50.000microgram + 1.000mg	7030100	
988941000033115	221011000001108	Norgeston 30microgram tablets (Bayer Plc)	Norgeston 30microgram tablets	Tablet	Oral	Levonorgestrel	30.000microgram	7030201	
920041000033113	42311000001109	Microval 30microgram tablets (Wyeth Pharmaceuticals)	Microval 30microgram tablets	Tablet	Oral	Levonorgestrel	30.000microgram		
912841000033110	3493211000001100	Mirena 20micrograms/24hours intrauterine device (Bayer Plc)	Mirena 20micrograms/24hours intrauterine device	Intrauterine device	Intrauterine	Levonorgestrel	20.000microgram/24.000hour	7030203	
10267841000033119	29664111000001108	Levosert 20micrograms/24hours intrauterine device (Gedeon Richter (UK) Ltd)	Levosert 20micrograms/24hours intrauterine device	Intrauterine device	Intrauterine	Levonorgestrel	20.000microgram/24.000hour		
2263141000033112	52011000001108	Levonelle 750microgram tablets (Schering Health Care Ltd)	Levonelle 750microgram tablets	Tablet	Oral	Levonorgestrel	750.000microgram		
1954841000033110	333911000001101	Levonelle-2 750microgram tablets (Schering Health Care Ltd)	Levonelle-2 750microgram tablets	Tablet	Oral	Levonorgestrel	750.000microgram		
3939841000033119	10606111000001100	Clairette 2000/35 tablets (Stragen UK Ltd)	Clairette 2000/35 tablets	Tablet	Oral	Cyproterone acetate/ Ethinylestradiol	2.000mg + 35.000microgram		
2261641000033115	332402005	Co-cyprindiol 2000microgram/35microgram tablets	Co-cyprindiol 2000microgram/35microgram tablets	Tablet	Oral	Cyproterone acetate/ Ethinylestradiol	2.000mg + 35.000microgram	13060200	
470941000033111	587711000001100	Dianette tablets (Bayer Plc)	Dianette tablets	Tablet	Oral	Cyproterone acetate/ Ethinylestradiol	2.000mg + 35.000microgram	13060200	
3159641000033119	7944611000001101	Acnocin 2000microgram/35microgram tablets (Sandoz Ltd)	Acnocin 2000microgram/35microgram tablets	Tablet	Oral	Cyproterone acetate/ Ethinylestradiol	2.000mg + 35.000microgram	13060200	
3269341000033115	9206511000001108	Diva 2000/35 tablets (Zeroderma Ltd)	Diva 2000/35 tablets	Tablet	Oral	Cyproterone acetate/ Ethinylestradiol	2.000mg + 35.000microgram		
3855841000033111	9796511000001100	Cicafem 2000/35 tablets (Galen Ltd)	Cicafem 2000/35 tablets	Tablet	Oral	Cyproterone acetate/ Ethinylestradiol	2.000mg + 35.000microgram		
10541541000033113	29910511000001105	Teragezza 2000microgram/35microgram tablets (Morningside Healthcare Ltd)	Teragezza 2000microgram/35microgram tablets	Tablet	Oral	Cyproterone acetate/ Ethinylestradiol	2.000mg + 35.000microgram		
2731641000033115	439011000001108	Yasmin tablets (Bayer Plc)	Yasmin tablets	Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 30.000microgram	7030100	
8947241000033111	23649211000001107	Lucette 0.03mg/3mg tablets (Consilient Health Ltd)	Lucette 0.03mg/3mg tablets	Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 30.000microgram		
9220441000033113	24564811000001106	Acondro 0.03mg/3mg tablets (Mylan)	Acondro 0.03mg/3mg tablets	Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 30.000microgram		
9301641000033117	24684311000001109	Cleosensa 0.03mg/3mg tablets (Actavis UK Ltd)	Cleosensa 0.03mg/3mg tablets	Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 30.000microgram		
9808541000033112	27979911000001107	Dretine 0.03mg/3mg tablets (Theramex HQ UK Ltd)	Dretine 0.03mg/3mg tablets	Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 30.000microgram		
10541741000033117	29911411000001102	Yacella 0.03mg/3mg tablets (Morningside Healthcare Ltd)	Yacella 0.03mg/3mg tablets	Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 30.000microgram		
12194041000033111	34181511000001103	Ellanite 0.03mg/3mg tablets (Stragen UK Ltd)	Ellanite 0.03mg/3mg tablets	Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 30.000microgram		
11736341000033116	33017111000001106	Yiznell 0.03mg/3mg tablets (Lupin Healthcare (UK) Ltd)	Yiznell 0.03mg/3mg tablets	Tablet	Oral	Drospirenone/ Ethinylestradiol	3.000mg + 30.000microgram		
