readcode,term_readcode,MedCodeId,Term,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,Release,EmisCodeCategoryId,final_readcode
S33y0#,"Open fracture of tibia, unspecified part, NOS",319246010#,Open fracture of tibia,S33y0,S33y000,446979005,2882648014,NA,32,S33y000#
S33y1#,"Open fracture of fibula, unspecified part, NOS",319247018#,"Open fracture of fibula, unspecified part, NOS",S33y1,S33y100,75591007,125543012,NA,32,S33y100#
S33y2#,"Open fracture of tibia and fibula, unspecified part",319248011#,Open fracture of tibia AND fibula,S33y2,S33y200,414943006,2533506016,NA,32,S33y200#
S33yz#,"Open fracture of tibia and fibula, unspecified part, NOS",319249015#,"Open fracture of tibia and fibula, unspecified part, NOS",S33yz,S33yz00,46866001,78112010,NA,32,S33yz00#
S33z.#,"Fracture of tibia and fibula, NOS",895801000006113#,#Tibia/fibula NOS,S33z-99,S33z.99,592951000000104,895801000006113,NA,32,S33z.99#
S33z.#,"Fracture of tibia and fibula, NOS",319250015#,"Fracture of tibia and fibula, NOS",S33z,S33z.00,414293001,2533505017,NA,32,S33z.00#
S34..#,Fracture of ankle,895811000006111#,#Ankle - trimalleolar,S34-94,S34..94,16114001,895811000006111,NA,32,S34..94#
S34..#,Fracture of ankle,895841000006110#,#Ankle - medial malleolus,S34-97,S34..97,16114001,895841000006110,NA,32,S34..97#
S34..#,Fracture of ankle,895861000006114#,Fracture Left Ankle,S34-99,S34..99,16114001,895861000006114,NA,32,S34..99#
S34..#,Fracture of ankle,27272011#,Fracture of ankle,S34,S34..00,16114001,27272011,NA,32,S34..00#
S34..#,Fracture of ankle,991041000006113#,#Ankle - NOS,S34-93,S34..93,16114001,991041000006113,NA,32,S34..93#
S34..#,Fracture of ankle,895821000006115#,#Ankle - bimalleolar - Potts #,S34-95,S34..95,16114001,895821000006115,NA,32,S34..95#
S34..#,Fracture of ankle,895851000006112#,#Ankle,S34-98,S34..98,16114001,895851000006112,NA,32,S34..98#
S34..#,Fracture of ankle,895831000006117#,#Ankle - lateral malleolus,S34-96,S34..96,16114001,895831000006117,NA,32,S34..96#
S340.#,"Closed fracture ankle, medial malleolus",1221187014#,"Closed fracture ankle, medial malleolus",S340,S340.00,15385006,1221187014,NA,32,S340.00#
S340.#,"Closed fracture ankle, medial malleolus",989581000006112#,#Ankle - medial malleolus,S340-99,S340.99,15385006,989581000006112,NA,32,S340.99#
S341.#,"Open fracture ankle, medial malleolus",1231346013#,"Open fracture ankle, medial malleolus",S341,S341.00,54530004,1231346013,NA,32,S341.00#
S342.#,"Closed fracture ankle, lateral malleolus",1228159014#,"Closed fracture ankle, lateral malleolus",S342,S342.00,34268009,1228159014,NA,32,S342.00#
S342.#,"Closed fracture ankle, lateral malleolus",989591000006110#,#Ankle - lateral malleolus,S342-99,S342.99,34268009,989591000006110,NA,32,S342.99#
S3420#,"Closed fracture ankle, lateral malleolus, low",319252011#,"Closed fracture ankle, lateral malleolus, low",S3420,S342000,208657007,319252011,NA,32,S342000#
S3421#,"Closed fracture ankle, lateral malleolus, high",319253018#,"Closed fracture ankle, lateral malleolus, high",S3421,S342100,208658002,319253018,NA,32,S342100#
S343.#,"Open fracture ankle, lateral malleolus",1230391011#,"Open fracture ankle, lateral malleolus",S343,S343.00,4673003,1230391011,NA,32,S343.00#
S3230#,"Open fracture ankle, lateral malleolus, low",NA#,NA,NA,NA,NA,NA,NA,NA,S3230#
S3431#,"Open fracture ankle, lateral malleolus, high",319255013#,"Open fracture ankle, lateral malleolus, high",S3431,S343100,208660000,319255013,NA,32,S343100#
S344.#,"Closed fracture ankle, bimalleolar",632621000006112#,"Dupuytren's fracture, fibula",S344-1,S344.11,25899002,43394011,NA,32,S344.11#
S344.#,"Closed fracture ankle, bimalleolar",222361000000115#,Pott's fracture of ankle,S344-2,S344.12,263244000,391410014,NA,32,S344.12#
S344.#,"Closed fracture ankle, bimalleolar",561441000006114#,Closed bimalleolar fracture,S344,S344.00,25899002,43394011,NA,32,S344.00#
S344.#,"Closed fracture ankle, bimalleolar",989601000006119#,#Ankle - bimalleolar - Potts #,S344-99,S344.99,263244000,989601000006119,NA,32,S344.99#
S3440#,"Closed fracture ankle, bimalleolar, low fibular fracture",319261011#,"Closed fracture ankle, bimalleolar, low fibular fracture",S3440,S344000,208662008,319261011,NA,32,S344000#
S3441#,"Closed fracture ankle, bimalleolar, high fibular fracture",319262016#,"Closed fracture ankle, bimalleolar, high fibular fracture",S3441,S344100,208663003,319262016,NA,32,S344100#
S345.#,"Open fracture ankle, bimalleolar",1225141010#,"Open fracture ankle, bimalleolar",S345,S345.00,26908008,1225141010,NA,32,S345.00#
S3450#,"Open fracture ankle, bimalleolar, low fibular fracture",319263014#,"Open fracture ankle, bimalleolar, low fibular fracture",S3450,S345000,208664009,319263014,NA,32,S345000#
S3451#,"Open fracture ankle, bimalleolar, high fibular fracture",319264015#,"Open fracture ankle, bimalleolar, high fibular fracture",S3451,S345100,208665005,319264015,NA,32,S345100#
S346.#,"Closed fracture ankle, triimalleolar",989611000006116#,#Ankle - trimalleolar,S346-99,S346.99,6698000,989611000006116,NA,32,S346.99#
S346.#,"Closed fracture ankle, triimalleolar",1232867019#,"Closed fracture ankle, trimalleolar",S346,S346.00,6698000,1232867019,NA,32,S346.00#
S3460#,"Closed fracture ankle, triimalleolar, low fibular fracture",319265019#,"Closed fracture ankle, trimalleolar, low fibular fracture",S3460,S346000,208666006,319265019,NA,32,S346000#
S3461#,"Closed fracture ankle, trimalleolar, high fibular fracture",319266018#,"Closed fracture ankle, trimalleolar, high fibular fracture",S3461,S346100,208667002,319266018,NA,32,S346100#
S347.#,"Open fracture ankle, trimalleolar",1235556018#,"Open fracture ankle, trimalleolar",S347,S347.00,90338005,1235556018,NA,32,S347.00#
S3470#,"Open fracture ankle, trimalleolar, low fibular fracture",319267010#,"Open fracture ankle, trimalleolar, low fibular fracture",S3470,S347000,208668007,319267010,NA,32,S347000#
S3471#,"Open fracture ankle, trimalleolar, high fibular fracture",319268017#,"Open fracture ankle, trimalleolar, high fibular fracture",S3471,S347100,208669004,319268017,NA,32,S347100#
S348.#,Fracture of medial malleolus,419562016#,Fracture of medial malleolus,S348,S348.00,281531008,419562016,NA,32,S348.00#
S349.#,Fracture of lateral malleolus,419567010#,Fracture of lateral malleolus,S349,S349.00,281535004,419567010,NA,32,S349.00#
S34x.#,"Closed fracture of ankle, unspecified",319271013#,Closed fracture of ankle,S34x,S34x.00,42188001,70403018,NA,32,S34x.00#
S34y.#,"Open fracture of ankle, unspecified",319272018#,Open fracture of ankle,S34y,S34y.00,48187004,80287011,NA,32,S34y.00#
S34z.#,"Fracture of ankle, NOS",319273011#,"Fracture of ankle, NOS",S34z,S34z.00,16114001,27273018,NA,32,S34z.00#
S34z.#,"Fracture of ankle, NOS",895871000006119#,#Ankle - NOS,S34z-99,S34z.99,592981000000105,895871000006119,NA,32,S34z.99#
S3521#,Closed fracture of talus,132104018#,Closed fracture of talus,S3521,S352100,79626009,132104018,NA,32,S352100#
S3521#,Closed fracture of talus,132103012#,Closed fracture of astragalus,S3521-1,S352111,79626009,132103012,NA,32,S352111#
S3528#,"Closed fracture talus, head",319293015#,"Closed fracture talus, head",S3528,S352800,208684008,319293015,NA,32,S352800#
S3529#,"Closed fracture talus, neck",319294014#,"Closed fracture talus, neck",S3529,S352900,208685009,319294014,NA,32,S352900#
S352A#,"Closed fracture talus, body",319295010#,"Closed fracture talus, body",S352A,S352A00,208686005,319295010,NA,32,S352A00#
S352G#,"Closed talus fractures, multple",319301011#,"Closed tarsal fractures, multiple",S352G,S352G00,208692004,319301011,NA,32,S352G00#
S3531#,Open fracture of talus,6700013#,Open fracture of astragalus,S3531-1,S353111,3381004,6700013,NA,32,S353111#
S3531#,Open fracture of talus,6701012#,Open fracture of talus,S3531,S353100,3381004,6701012,NA,32,S353100#
S3538#,"Open fracture talus, head",319305019#,"Open fracture talus, head",S3538,S353800,208696001,319305019,NA,32,S353800#
S3539#,"Open fracture talus, neck",319306018#,"Open fracture talus, neck",S3539,S353900,208697005,319306018,NA,32,S353900#
S353A#,"Open fracture talus, body",319307010#,"Open fracture talus, body",S353A,S353A00,208698000,319307010,NA,32,S353A00#
S353G#,"Open talus fractures, multple",319313018#,"Open tarsal fractures, multiple",S353G,S353G00,208704000,319313018,NA,32,S353G00#
S355.#,Fracture of talus,391413011#,Fracture of talus,S355,S355.00,263246003,391413011,NA,32,S355.00#
S37..#,"Fracture of lower limb, level unspecified",319333019#,Fracture of lower limb,S37,S37..00,46866001,78112010,NA,32,S37..00#
S370.#,"Closed Fracture of lower limb, level unspecified",455453011#,"Closed fracture of lower limb, level unspecified",S370,S370.00,46866001,78112010,NA,32,S370.00#
S371.#,"Open Fracture of lower limb, level unspecified",455454017#,"Open fracture of lower limb, level unspecified",S371,S371.00,46866001,78112010,NA,32,S371.00#
S3X..#,"Fracture of lower leg, part unspecified",792901000006112#,"Fracture of lower leg, part unspecified",S3X,S3X..00,414292006,2533504018,NA,32,S3X..00#
S3x..#,"Other, multiple and ill defined fractures of lower limb",319337018#,Fractures of multiple bones of lower limb,S3x,S3x..00,32805004,54758014,NA,32,S3x..00#
S3x0.#,"Other, multiple and ill defined fractures of closed lower limb",253061000006117#,Closed fractures of multiple bones of lower limb,S3x0,S3x0.00,64569008,107298010,NA,32,S3x0.00#
S3x1.#,"Other, multiple and ill defined fractures of open lower limb",319339015#,Open fracture of multiple bones of lower limb,S3x1,S3x1.00,22225000,37308015,NA,32,S3x1.00#
S3x2.#,Multiple fractures of femur,319340018#,Multiple fractures of femur,S3x2,S3x2.00,208731002,319340018,NA,32,S3x2.00#
S3x3.#,Multiple fractures of lower leg,319341019#,Multiple fractures of lower leg,S3x3,S3x3.00,208732009,319341019,NA,32,S3x3.00#
S3xz.#,Other multiple fractures of lower limb NOS,319343016#,"Other, multiple and ill-defined fractures of lower limb NOS",S3xz,S3xz.00,46866001,78112010,NA,32,S3xz.00#
S3y..#,"Multiple # both lgs, leg and arm, leg and rib and sternum",696431000006119#,"Multiple #both legs, leg + arm ,leg + rib + sternum",S3y,S3y..00,46866001,78112010,NA,32,S3y..00#
S3y..#,"Multiple # both lgs, leg and arm, leg and rib and sternum",895911000006116#,Multiple fractures,S3y-99,S3y..99,46866001,895911000006116,NA,32,S3y..99#
S3y0.#,"Multiple closed # both lgs, leg and arm, leg and rib and sternum",696351000006119#,"Multiple closed #both legs, leg + arm, leg + rib + sternum",S3y0,S3y0.00,52603002,87542010,NA,32,S3y0.00#
S3y1.#,"Multiple open # both lgs, leg and arm, leg and rib and sternum",695611000006115#,"Multiple open #both legs, leg + arm, leg + rib + sternum",S3y1,S3y1.00,50531009,84170010,NA,32,S3y1.00#
S3yz.#,"Multiple # both lgs, leg and arm, leg and rib and sternum NOS",696441000006112#,"Multiple #both legs, leg + arm, leg + rib + sternum NOS",S3yz,S3yz.00,46866001,78112010,NA,32,S3yz.00#
7K1L4#,Closed reduction of fracture of hip,277185016#,Closed reduction of fracture of hip,7K1L4,7K1L400,179159005,277185016,NA,32,7K1L400#
S4E..#,Fracture-dislocation or subluxation hip,793901000006115#,Fracture dislocation or subluxation hip,S4E,S4E..00,209334003,320032013,NA,32,S4E..00#
S4E0.#,"Closed fracture-dislocation, hip joint",565451000006113#,"Closed fracture dislocation, hip joint",S4E0,S4E0.00,209335002,320033015,NA,32,S4E0.00#
S4E1.#,"Open fracture-dislocation, hip joint",256101000006113#,"Open fracture-dislocation, hip joint",S4E1,S4E1.00,209336001,320034014,NA,32,S4E1.00#
S4E2.#,"Closed fracture-subluxation, hip joint",565801000006112#,"Closed fracture-subluxation, hip joint",S4E2,S4E2.00,209337005,320035010,NA,32,S4E2.00#
S4E3.#,"Open fracture-subluxation, hip joint",255691000006116#,"Open fracture-subluxation, hip joint",S4E3,S4E3.00,209338000,320036011,NA,32,S4E3.00#
7K1J7#,Primary internal fixation proximal femur # screw/nail+plate device,210931000006111#,Primary internal fixation(without reduction) of proximal femoral fracture with screw/nail and plate device,7K1J7,7K1J700,179098002,277118014,NA,32,7K1J700#
7K1JA#,Revision internal fixation proximal femur # screw/nail+plate device,167981000006112#,Revision to internal fixation(without reduction) of proximal femoral fracture with screw/nail and plate device,7K1JA,7K1JA00,179102005,277122016,NA,32,7K1JA00#
X601R#,Fixation of fracture using intramedullary nail,NA#,NA,NA,NA,NA,NA,NA,NA,X601R#
XaB4z#,Kuntschner intramedullary fixation,NA#,NA,NA,NA,NA,NA,NA,NA,XaB4z#
XaEJD#,Closed reduction of intracapsular # NOF internal fixation DHS,NA#,NA,NA,NA,NA,NA,NA,NA,XaEJD#
7K1G2#,Primary open reduction and external fixation of femoral fracture,205371000006119#,Primary open reduction and external fixation of femoral fracture,7K1G2,7K1G200,179051005,277056013,NA,32,7K1G200#
7K1H5#,Revision to open red + ext fxtn of proximal femoral fracture,166991000006112#,Revision to open reduction and external fixation of proximal femoral fracture,7K1H5,7K1H500,179064006,277077011,NA,32,7K1H500#
7K1K3#,Primary external fixation (without reduction) prox femoral #,210531000006116#,Primary external fixation(without reduction) of proximal femoral fracture,7K1K3,7K1K300,179136004,277156010,NA,32,7K1K300#
7K1K4#,Revision to ext fixation (without reduction) prox femoral #,166821000006118#,Revision to external fixation(without reduction) of proximal femoral fracture,7K1K4,7K1K400,179137008,277157018,NA,32,7K1K400#
7K1K5#,Primary cls reduction + external fixation proximal femoral #,210151000006118#,Primary closed reduction and external fixation of proximal femoral fracture,7K1K5,7K1K500,179138003,277158011,NA,32,7K1K500#
7K1K6#,Revision to cls reduction + external fixation proximal femoral #,166801000006111#,Revision to closed reduction and external fixation of proximal femoral fracture,7K1K6,7K1K600,179139006,277159015,NA,32,7K1K600#
7K1LC#,Closed reduction of fracture of lower limb,499624016#,Closed reduction # leg,7K1LC-1,7K1LC11,150617003,235046017,NA,32,7K1LC11#
7K1LC#,Closed reduction of fracture of lower limb,499625015#,Closed reduction of fracture of lower limb,7K1LC,7K1LC00,150617003,235046017,NA,32,7K1LC00#
7K1LC#,Closed reduction of fracture of lower limb,875701000006114#,Lower limb #-closed reduct.NOS,7K1LC-99,7K1LC99,63563000,875701000006114,NA,32,7K1LC99#
7K1L5#,Closed reduction fracture of femur,183865012#,Closed reduction of fracture of femur,7K1L5,7K1L500,112777008,183865012,NA,32,7K1L500#
7K1L7#,Closed reduction of fracture of tibia and or fibula,875681000006111#,Closed reduction-#tibia/fibula,7K1L7-99,7K1L799,179161001,875681000006111,NA,32,7K1L799#
7K1L7#,Closed reduction of fracture of tibia and or fibula,277187012#,Closed reduction of fracture of tibia and/or fibula,7K1L7,7K1L700,179161001,3010168012,NA,32,7K1L700#
XM16r#,Closed reduction of fracture of fibula,NA#,NA,NA,NA,NA,NA,NA,NA,XM16r#
Xa85k#,Closed reduction of fracture of tibia and fibula,NA#,NA,NA,NA,NA,NA,NA,NA,Xa85k#
XM16s#,Closed reduction of fracture of tibia,NA#,NA,NA,NA,NA,NA,NA,NA,XM16s#
7K1L6#,Closed reduction of fracture of knee,277186015#,Closed reduction of fracture of knee,7K1L6,7K1L600,179160000,277186015,NA,32,7K1L600#
7K1L8#,Closed reduction of fracture of ankle,277188019#,Closed reduction of fracture of ankle,7K1L8,7K1L800,179162008,277188019,NA,32,7K1L800#
Xa3zG#,Lower limb # closed reduct NOS,NA#,NA,NA,NA,NA,NA,NA,NA,Xa3zG#
SCO4.#,Sequelae of other fracture of lower limb,NA#,NA,NA,NA,NA,NA,NA,NA,SCO4.#
SyuL4#,[X] Sequelae of other fractures of lower limb,325691019#,Late effect of fracture of lower extremities,SyuL4,SyuL400,36758002,61319016,NA,32,SyuL400#
SC3D4#,Sequelae of fracture of femur,322038016#,Sequelae of fracture of femur,SC3D4,SC3D400,210967007,322038016,NA,32,SC3D400#
XA0HC#,Fracture of femur,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HC#
XA0HE#,Fracture of proximal end of femur,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HE#
XaKyf#,"Open fracture of femur, upper epiphysis",NA#,NA,NA,NA,NA,NA,NA,NA,XaKyf#
XaKye#,"Closed fracture of femur, upper epiphysis",NA#,NA,NA,NA,NA,NA,NA,NA,XaKye#
XE113#,Fracture of neck of femur,NA#,NA,NA,NA,NA,NA,NA,NA,XE113#
XA0HF#,Subcapital fracture of neck of femur,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HF#
XM1Ne#,"Closed fracture of femur, subcapital",NA#,NA,NA,NA,NA,NA,NA,NA,XM1Ne#
XM1Nf#,"Open fracture of femur, subcapital",NA#,NA,NA,NA,NA,NA,NA,NA,XM1Nf#
XA0HG#,Midcervical fracture of neck of femur,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HG#
Xa7nz#,Fracture of greater trochanter,NA#,NA,NA,NA,NA,NA,NA,NA,Xa7nz#
XM1Ng#,"Closed fracture of femur, greater trochanter",NA#,NA,NA,NA,NA,NA,NA,NA,XM1Ng#
XM1Nj#,"Open fracture of femur, greater trochanter",NA#,NA,NA,NA,NA,NA,NA,NA,XM1Nj#
XA0HH#,Bascervical fracture of neck of femur,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HH#
XA0HL#,open fracture base of neck of femur,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HL#
XE115#,"open fracture proximal femur, basicervical",NA#,NA,NA,NA,NA,NA,NA,NA,XE115#
XE114#,"Closed fracture proximal femur, other transcervical",NA#,NA,NA,NA,NA,NA,NA,NA,XE114#
XE1l6#,"Open fracture proximal femur, other transcervical",NA#,NA,NA,NA,NA,NA,NA,NA,XE1l6#
XE1l7#,"Cls # proximal femur, trochanteric section, unspecified",NA#,NA,NA,NA,NA,NA,NA,NA,XE1l7#
XE1l8#,"Open # of proximal femur, trochanteric section, unspecified",NA#,NA,NA,NA,NA,NA,NA,NA,XE1l8#
XE1l9#,"Closed fracture neck of femur, NOS",NA#,NA,NA,NA,NA,NA,NA,NA,XE1l9#
XM1Nh#,"Closed fracture of femur, lesser trochanter",NA#,NA,NA,NA,NA,NA,NA,NA,XM1Nh#
XM1Ni#,"Open fracture of femur, greater trochanter",NA#,NA,NA,NA,NA,NA,NA,NA,XM1Ni#
XA0HI#,Intertrochanteric fracture of femur,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HI#
XaBDT#,"Open fracture of femur, intertrochanteric",NA#,NA,NA,NA,NA,NA,NA,NA,XaBDT#
XaBDU#,"Closed fracture of femur, intertrochanteric",NA#,NA,NA,NA,NA,NA,NA,NA,XaBDU#
XA0HJ#,Subtrochanteric fracture of femur,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HJ#
XA0HN#,Fracture of shaft of femur,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HN#
XA0H0#,Fracture of distal end of femur,NA#,NA,NA,NA,NA,NA,NA,NA,XA0H0#
XA0HR#,Supracondylar fracture femur,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HR#
XA0HS#,Fracture of femoral condyle,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HS#
XE2ru#,Closed fracture distal femur,NA#,NA,NA,NA,NA,NA,NA,NA,XE2ru#
XA0HP#,"Closed fracture of femur, distal end",NA#,NA,NA,NA,NA,NA,NA,NA,XA0HP#
XE2rv#,Open fracture distal femur,NA#,NA,NA,NA,NA,NA,NA,NA,XE2rv#
XA0HQ#,"Open fracture of femur, distal end",NA#,NA,NA,NA,NA,NA,NA,NA,XA0HQ#
XA0HD#,Upper leg fracture NOS,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HD#
Syu72#,[X} Fractures of other parts of femur,325439014#,[X]Fractures of other parts of femur,Syu72,Syu7200,71620000,118977010,NA,32,Syu7200#
XE1lA#,"Closed fracture of femur, unspecified part",NA#,NA,NA,NA,NA,NA,NA,NA,XE1lA#
XaB0e#,Comminuted fracture of patella,NA#,NA,NA,NA,NA,NA,NA,NA,XaB0e#
XA0HT#,Fracture of tibia,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HT#
XA0HU#,Fracture of proximal end of tibia,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HU#
Xa1u3#,Fracture of tibial spine,NA#,NA,NA,NA,NA,NA,NA,NA,Xa1u3#
Xa1u2#,Fracture tibial plateau,NA#,NA,NA,NA,NA,NA,NA,NA,Xa1u2#
XaX6E#,Open fracture tibial plateau,NA#,NA,NA,NA,NA,NA,NA,NA,XaX6E#
XA0HV#,Closed fracture tibial condyles,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HV#
XA0HY#,Open fracture tibial condyles,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HY#
XE1lB#,Closed fracture proximal tibia,NA#,NA,NA,NA,NA,NA,NA,NA,XE1lB#
XA0HW#,Closed fracture tibial tuberosity,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HW#
XE1lC#,Open fracture proximal tibia,NA#,NA,NA,NA,NA,NA,NA,NA,XE1lC#
XA0HX#,Open fracture tibial tuberosity,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HX#
Xa0m8#,Fracture of distal end of tibia,NA#,NA,NA,NA,NA,NA,NA,NA,Xa0m8#
Xa1mv#,Fracture of medial malleolus,NA#,NA,NA,NA,NA,NA,NA,NA,Xa1mv#
Xa1mw#,Fracture of posterior malleolus,NA#,NA,NA,NA,NA,NA,NA,NA,Xa1mw#
XA0Ha#,Tilleau fracture,NA#,NA,NA,NA,NA,NA,NA,NA,XA0Ha#
XA0Hb#,Fracture of fibula,NA#,NA,NA,NA,NA,NA,NA,NA,XA0Hb#
XA0Hc#,Fracture of proximal end of fibula,NA#,NA,NA,NA,NA,NA,NA,NA,XA0Hc#
Xa1mx#,Fracture of head of fibula,NA#,NA,NA,NA,NA,NA,NA,NA,Xa1mx#
Xa1my#,Fracture of neck of fibula,NA#,NA,NA,NA,NA,NA,NA,NA,Xa1my#
XM0BE#,Fracture of shaft of fibula,NA#,NA,NA,NA,NA,NA,NA,NA,XM0BE#
XA0Hd#,Fracture of distal end of fibula,NA#,NA,NA,NA,NA,NA,NA,NA,XA0Hd#
Xa1mz#,Fracture of lateral malleolus,NA#,NA,NA,NA,NA,NA,NA,NA,Xa1mz#
S3430#,"Open fracture ankle, lateral malleolus, low",319254012#,"Open fracture ankle, lateral malleolus, low",S3430,S343000,208659005,319254012,NA,32,S343000#
XaBDV#,Open fracture distal fibula,NA#,NA,NA,NA,NA,NA,NA,NA,XaBDV#
XaBMY#,Closed fracture distal fibula,NA#,NA,NA,NA,NA,NA,NA,NA,XaBMY#
S351.#,Open fracture talus,41818011#,Open fracture of calcaneus,S351,S351.00,24948002,41818011,NA,32,S351.00#
XA0Hj#,Fracture of talus,NA#,NA,NA,NA,NA,NA,NA,NA,XA0Hj#
XA0HK#,Hip fracture NOS,NA#,NA,NA,NA,NA,NA,NA,NA,XA0HK#
XA0ED#,Fracture dislocation of hip joint,NA#,NA,NA,NA,NA,NA,NA,NA,XA0ED#
Xa8AO#,Fracture subluxation of hip joint,NA#,NA,NA,NA,NA,NA,NA,NA,Xa8AO#
