readcode,term,MedCodeId,Term,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,Release,EmisCodeCategoryId,final_readcode,cancer_site,bladder,other,oral,skin_non_mel,myeloma,brain,breast,cervix,colorectal,headandneck,kidney,leukemia,lung,lymphoma,melanoma,oesophagus,ovary,pancreas,prostate,stomach,testis,urinary,uterus
B650.#,Acute myeloid leukaemia,880851000006117#,Myeloid leukaemia - acute,B650-99,B650.99,91861009,8.80851E+14,NA,32,B650.99#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B680.#,Acute leukaemia NOS,880941000006112#,Leukaemia - unspec. cell acute,B680-99,B680.99,6.62421E+14,8.80941E+14,NA,32,B680.99#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B680.#,Acute leukaemia NOS,289964018#,Acute leukaemia,B680,B680.00,91855006,201610019,NA,32,B680.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr80#,[M]Eosinophilic leukaemia,308041000006113#,[M]Eosinophilic leukaemia,BBr80,BBr8000,190055003,292048010,NA,32,BBr8000#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr68#,[M]Chronic myelomonocytic leukaemia,306971000006117#,Chronic myelomonocytic leukaemia,BBr68,BBr6800,128831004,474620018,NA,32,BBr6800#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr0.#,[M]Leukaemias unspecified,291984015#,[M]Leukaemias unspecified,BBr0,BBr0.00,128931003,207615015,NA,32,BBr0.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ByuD5#,[X]Other lymphoid leukaemia,292177013#,[X]Other lymphoid leukaemia,ByuD5,ByuD500,188725004,289876019,NA,32,ByuD500#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ByuD6#,[X]Other myeloid leukaemia,292178015#,[X]Other myeloid leukaemia,ByuD6,ByuD600,188732008,289892012,NA,32,ByuD600#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B692.#,Subacute myelomonocytic leukaemia,289980011#,Subacute myelomonocytic leukaemia,B692,B692.00,188770007,289980011,NA,32,B692.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr0z#,"[M]Leukaemia unspecified, NOS",291995014#,"[M]Leukaemia unspecified, NOS",BBr0z,BBr0z00,128931003,207615015,NA,32,BBr0z00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr03#,[M]Chronic leukaemia NOS,306921000006118#,Chronic leukaemia (category),BBr03,BBr0300,128933000,474680016,NA,32,BBr0300#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B68y.#,Other leukaemia of unspecified cell type,289971011#,Other leukaemia of unspecified cell type,B68y,B68y.00,93143009,154099013,NA,32,B68y.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B6240#,Leukaemic reticuloendotheliosis of unspecified sites,289756017#,LRE - Leukaemic reticuloendotheliosis,B6240,B624000,118613001,1215903015,NA,32,B624000#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr26#,[M]Burkitt's cell leukaemia,306171000006115#,[M]Burkitt's cell leukaemia,BBr26,BBr2600,22197008,481253013,NA,32,BBr2600#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBr8z#,[M]Eosinophilic leukaemia NOS,292050019#,Eosinophilic leukaemia,BBr8z,BBr8z00,190055003,292048010,NA,32,BBr8z00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B690.#,Acute myelomonocytic leukaemia,458201000006115#,M4 - Acute myelomonocytic leukaemia,B690,B690.00,110005000,1215872013,NA,32,B690.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B662.#,Subacute monocytic leukaemia,289924017#,Subacute monocytic leukaemia,B662,B662.00,188746008,289924017,NA,32,B662.00#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B662.#,Subacute monocytic leukaemia,880901000006110#,Monocytic leukaemia - subacute,B662-99,B662.99,188746008,8.80901E+14,NA,32,B662.99#,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BBgD.#,"[M]Malig lymphoma, lymphocytic, intermediate different NOS",311611000006110#,"[M]Malignant lymphoma, lymphocytic, intermediate differentiation NOS",BBgD,BBgD.00,115244002,202936014,NA,32,BBgD.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6274#,Diffuse non-Hodgkin's small cleaved cell (diffuse) lymphoma,289801013#,Diffuse non-Hodgkin's small cleaved cell (diffuse) lymphoma,B6274,B627400,188675007,289801013,NA,32,B627400#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBgC.#,[M]Lymphocytic lymphoma NOS,1222219012#,[M]Lymphocytic lymphoma NOS,BBgC-1,BBgC.11,115244002,202936014,NA,32,BBgC.11#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBgC.#,[M]Lymphocytic lymphoma NOS,1222220018#,[M]Lymphocytic lymphosarcoma NOS,BBgC-2,BBgC.12,115244002,202936014,NA,32,BBgC.12#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBgC.#,[M]Lymphocytic lymphoma NOS,291903011#,"[M]Malignant lymphoma, lymphocytic, well differentiated NOS",BBgC,BBgC.00,115244002,202936014,NA,32,BBgC.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ByuD1#,[X]Other types of follicular non-Hodgkin's lymphoma,292170010#,[X]Other types of follicular non-Hodgkin's lymphoma,ByuD1,ByuD100,308121000,451429010,NA,32,ByuD100#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B613.#,"Hodgkin's disease, lymphocytic-histiocytic predominance",826261000006110#,"Hodgkin's disease, lymphocytic-histiocytic predominance",B613,B613.00,118607005,177026017,NA,32,B613.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B613.#,"Hodgkin's disease, lymphocytic-histiocytic predominance",2663377018#,"Hodgkin lymphoma, lymphocyte-rich",B613-1,B613.11,118607005,2663377018,NA,32,B613.11#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBm4.#,[M]True histiocytic lymphoma,1220820016#,[M]True histiocytic lymphoma,BBm4,BBm4.00,128813000,1220820016,NA,32,BBm4.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBgE.#,"[M]Malignant lymphoma, centrocytic",291905016#,"[M]Malignant lymphoma, centrocytic",BBgE,BBgE.00,115244002,202936014,NA,32,BBgE.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4M23.#,Lymphoma stage IV,110346017#,Lymphoma stage IV,4M23,4M23.00,66445009,110346017,NA,3,4M23.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AyuC6#,[X]HIV disease resulting in other non-Hodgkin's lymphoma,288182013#,[X]HIV disease resulting in other non-Hodgkin's lymphoma,AyuC6,AyuC600,442537007,2816358010,NA,32,AyuC600#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AyuC6#,[X]HIV disease resulting in other non-Hodgkin's lymphoma,1815001000006119#,[X]HIV disease resulting in other non-Hodgkin lymphoma,AyuC6-1,AyuC611,442537007,2816358010,NA,32,AyuC611#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6140#,"Hodgkin's disease, nodular sclerosis of unspecified site",289660013#,"Hodgkin's disease, nodular sclerosis of unspecified site",B6140,B614000,118608000,177027014,NA,32,B614000#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBlz.#,[M]Mycosis fungoides NOS,291955012#,[M]Mycosis fungoides NOS,BBlz,BBlz.00,90120004,149378014,NA,32,BBlz.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B620z#,Nodular lymphoma NOS,289726014#,Nodular lymphoma NOS,B620z,B620z00,269476000,403709014,NA,32,B620z00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B62y8#,Malignant lymphoma NOS of lymph nodes of multiple sites,289847017#,Malignant lymphoma of lymph nodes of multiple sites,B62y8,B62y800,93197009,154211018,NA,32,B62y800#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6130#,"Hodgkin's, lymphocytic-histiocytic predominance unspec site",826991000006114#,"Hodgkin's disease, lymphocytic-histiocytic predominance (clinical)",B6130,B613000,118607005,177026017,NA,32,B613000#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B62y7#,Malignant lymphoma NOS of spleen,289846014#,Malignant lymphoma of spleen,B62y7,B62y700,93198004,154213015,NA,32,B62y700#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B62y5#,Malignant lymphoma NOS of lymph node inguinal region and leg,728771000006112#,Malignant lymphoma of lymph nodes of inguinal region AND/OR lower limb,B62y5,B62y500,93196000,154208019,NA,32,B62y500#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B615z#,"Hodgkin's disease, mixed cellularity NOS",289679011#,"Hodgkin's disease, mixed cellularity NOS",B615z,B615z00,118609008,177028016,NA,32,B615z00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBg7.#,"[M]Malignant lymphoma, lymphoplasmacytoid type",1222289015#,"[M]Malignant lymphoma, lymphoplasmacytoid type",BBg7,BBg7.00,19340000,1222289015,NA,32,BBg7.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6215#,Mycosis fungoides of lymph nodes of inguinal region and leg,683691000006113#,Mycosis fungoides of lymph nodes of inguinal region and lower limb,B6215,B621500,94712003,157079011,NA,32,B621500#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBgG.#,"[M]Malignant lymphoma, lymphocytic, poorly different NOS",311351000006119#,[M]Lymphoblastic lymphosarcoma NOS,BBgG-1,BBgG.11,115244002,202936014,NA,32,BBgG.11#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBgG.#,"[M]Malignant lymphoma, lymphocytic, poorly different NOS",1222221019#,[M]Lymphoblastic lymphoma NOS,BBgG-2,BBgG.12,115244002,202936014,NA,32,BBgG.12#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBgG.#,"[M]Malignant lymphoma, lymphocytic, poorly different NOS",311361000006117#,[M]Lymphoblastoma NOS,BBgG-3,BBgG.13,115244002,202936014,NA,32,BBgG.13#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBgG.#,"[M]Malignant lymphoma, lymphocytic, poorly different NOS",311811000006111#,"[M]Malignant lymphoma, lymphocytic, poorly differentiated NOS",BBgG,BBgG.00,115244002,202936014,NA,32,BBgG.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBg1.#,[M]Lymphoma NOS,311431000006119#,[M]Lymphoma NOS,BBg1-1,BBg1.11,21964009,36846011,NA,32,BBg1.11#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBg1.#,[M]Lymphoma NOS,311671000006118#,Malignant lymphoma,BBg1,BBg1.00,21964009,36846011,NA,32,BBg1.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBj7.#,"[M]Hodgkin's disease, nodular sclerosis, cellular phase",1229491012#,"[M]Hodgkin's disease, nodular sclerosis, cellular phase",BBj7,BBj7.00,39086001,1229491012,NA,32,BBj7.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBj1.#,"[M]Hodgkin's disease, lymphocytic predominance",291931019#,"[M]Hodgkin's disease, lymphocytic predominance",BBj1,BBj1.00,128799007,207299018,NA,32,BBj1.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ByuDC#,"[X]Diffuse non-Hodgkin's lymphoma, unspecified",292191019#,Diffuse non-Hodgkin's lymphoma,ByuDC,ByuDC00,109962001,174656018,NA,32,ByuDC00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBj..#,[M]Hodgkin's disease,1221109014#,[M]Hodgkin's disease,BBj,BBj..00,14537002,1221109014,NA,32,BBj..00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6151#,"Hodgkin's mixed cellularity of lymph nodes head, face, neck",826571000006117#,"Hodgkin's disease, mixed cellularity of lymph nodes of head, face and neck",B6151,B615100,188575004,289671014,NA,32,B615100#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6141#,"Hodgkin's nodular sclerosis of head, face and neck",826611000006110#,"Hodgkin's disease, nodular sclerosis of lymph nodes of head, face and neck",B6141,B614100,188565002,289661012,NA,32,B614100#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6164#,Hodgkin's lymphocytic depletion lymph nodes axilla and arm,826471000006116#,"Hodgkin's disease, lymphocytic depletion of lymph nodes of axilla and upper limb",B6164,B616400,188589009,289696012,NA,32,B616400#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B620.#,Nodular lymphoma (Brill - Symmers disease),673611000006113#,Nodular lymphoma,B620,B620.00,269476000,403709014,NA,32,B620.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B620.#,Nodular lymphoma (Brill - Symmers disease),169581000006112#,Reticulosarcoma - follicular or nodular,B620-1,B620.11,269476000,403709014,NA,32,B620.11#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B61z8#,Hodgkin's disease NOS of lymph nodes of multiple sites,289711012#,Hodgkin's disease of lymph nodes of multiple sites,B61z8,B61z800,93526001,154829018,NA,32,B61z800#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B627W#,Unspecified B-cell non-Hodgkin's lymphoma,82041000006113#,B-cell non-Hodgkin's lymphoma,B627W,B627W00,1.09192E+15,2.73491E+15,NA,32,B627W00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6025#,Burkitt's lymphoma of lymph nodes of inguinal region and leg,527801000006112#,Burkitt's lymphoma of lymph nodes of inguinal region and lower limb,B6025,B602500,188514005,289607014,NA,32,B602500#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBk0.#,[M]Giant follicular lymphoma,306111000006112#,[M]Brill - Symmers' disease,BBk0-1,BBk0.11,115244002,202936014,NA,32,BBk0.11#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBk0.#,[M]Giant follicular lymphoma,309181000006110#,[M]Giant follicular lymphoma,BBk0-3,BBk0.13,115244002,202936014,NA,32,BBk0.13#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBk0.#,[M]Giant follicular lymphoma,403761014#,"[M]Malignant lymphoma, nodular NOS",BBk0,BBk0.00,115244002,202936014,NA,32,BBk0.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBk0.#,[M]Giant follicular lymphoma,308801000006118#,[M]Follicular lymphosarcoma NOS,BBk0-2,BBk0.12,115244002,202936014,NA,32,BBk0.12#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBk0.#,[M]Giant follicular lymphoma,314041000006116#,[M]Nodular lymphosarcoma NOS,BBk0-4,BBk0.14,115244002,202936014,NA,32,BBk0.14#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBl1.#,[M]Sezary's disease,1230735015#,[M]Sezary's disease,BBl1,BBl1.00,4950009,1230735015,NA,32,BBl1.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBkz.#,"[M]Lymphoma, nodular or follicular NOS",291953017#,"[M]Lymphoma, nodular or follicular NOS",BBkz,BBkz.00,414628006,2535396014,NA,32,BBkz.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6202#,Nodular lymphoma of intrathoracic lymph nodes,157688015#,Nodular lymphoma of intrathoracic lymph nodes,B6202,B620200,95188007,157688015,NA,32,B620200#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6111#,"Hodgkin's granuloma of lymph nodes of head, face and neck",289629013#,"Hodgkin's granuloma of lymph nodes of head, face and neck",B6111,B611100,188534006,289629013,NA,32,B611100#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6z..#,Malignant neoplasm lymphatic or haematopoietic tissue NOS,880981000006118#,Lymphatic tissue Ca NOS,B6z-99,B6z..99,6.62481E+14,8.80981E+14,NA,32,B6z..99#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6z..#,Malignant neoplasm lymphatic or haematopoietic tissue NOS,289987014#,Malignant neoplasm lymphatic or haematopoietic tissue NOS,B6z,B6z..00,269475001,403705015,NA,32,B6z..00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBgK.#,"[M]Malig lymphoma, follicular centre cell, non-cleaved NOS",311601000006112#,"[M]Malignant lymphoma, follicular centre cell, non-cleaved NOS",BBgK,BBgK.00,115244002,202936014,NA,32,BBgK.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6148#,Hodgkin's nodular sclerosis of lymph nodes of multiple sites,826671000006118#,"Hodgkin's disease, nodular sclerosis of lymph nodes of multiple sites",B6148,B614800,188572001,289668018,NA,32,B614800#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B61z0#,"Hodgkin's disease NOS, unspecified site",289703019#,"Hodgkin's disease NOS, unspecified site",B61z0,B61z000,118599009,177017015,NA,32,B61z000#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBk2.#,"[M]Malignant lymphoma, centroblastic-centrocytic, follicular",291943018#,"[M]Malignant lymphoma, centroblastic-centrocytic, follicular",BBk2,BBk2.00,115244002,202936014,NA,32,BBk2.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBk2.#,"[M]Malignant lymphoma, centroblastic-centrocytic, follicular",309031000006113#,"[M]Germinoblastoma, follicular",BBk2-1,BBk2.11,115244002,202936014,NA,32,BBk2.11#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBj60#,"[M]Hodgkin,s disease, nodular sclerosis, lymphocytic predom",310141000006111#,"[M]Hodgkin,s disease, nodular sclerosis, lymphocytic predominance",BBj60,BBj6000,45572000,1230240010,NA,32,BBj6000#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B61z5#,Hodgkin's disease NOS of lymph nodes inguinal region and leg,826171000006110#,Hodgkin's disease of lymph nodes of inguinal region AND/OR lower limb,B61z5,B61z500,93525002,154826013,NA,32,B61z500#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBgV.#,"[M]Malignant lymphoma, small cell, noncleaved, diffuse",311881000006116#,"[M]Malignant lymphoma, small cell, noncleaved, diffuse",BBgV,BBgV.00,115244002,202936014,NA,32,BBgV.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B613z#,"Hodgkin's, lymphocytic-histiocytic predominance NOS",289659015#,"Hodgkin's, lymphocytic-histiocytic predominance NOS",B613z,B613z00,118607005,177026017,NA,32,B613z00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B622.#,Sezary's disease,146651000006118#,Sezary's disease,B622,B622.00,118611004,2821061019,NA,32,B622.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B622.#,Sezary's disease,2168831000000110#,Sezary disease,B622-1,B622.11,118611004,2.16883E+15,NA,32,B622.11#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6...#,Malignant neoplasm of lymphatic and haemopoietic tissue,880781000006115#,Lymphatic tissue carcinoma,B6-99,B6...99,269475001,8.80781E+14,NA,32,B6...99#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6...#,Malignant neoplasm of lymphatic and haemopoietic tissue,725221000006111#,Malignant neoplasm of histiocytic tissue,B6-1,B6...11,269475001,403706019,NA,32,B6...11#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6...#,Malignant neoplasm of lymphatic and haemopoietic tissue,403705015#,Malignant neoplasm of lymphatic and haemopoietic tissue,B6,B6...00,269475001,403705015,NA,32,B6...00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBg2.#,[M]Non Hodgkins lymphoma,314061000006117#,[M]Non-Hodgkin's lymphoma,BBg2-1,BBg2.11,1929004,1222274012,NA,32,BBg2.11#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBg2.#,[M]Non Hodgkins lymphoma,311871000006119#,"[M]Malignant lymphoma, non-Hodgkin's type",BBg2,BBg2.00,1929004,1222276014,NA,32,BBg2.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B61zz#,Hodgkin's disease NOS,289702012#,Hodgkin's disease NOS,B61zz,B61zz00,118599009,2663473018,NA,32,B61zz00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B615.#,"Hodgkin's disease, mixed cellularity",2663461018#,"Hodgkin's disease, mixed cellularity",B615,B615.00,118609008,2663461018,NA,32,B615.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B62y6#,Malignant lymphoma NOS of intrapelvic lymph nodes,289845013#,Malignant lymphoma of intrapelvic lymph nodes,B62y6,B62y600,93192003,154198015,NA,32,B62y600#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6023#,Burkitt's lymphoma of intra-abdominal lymph nodes,289605018#,Burkitt's lymphoma of intra-abdominal lymph nodes,B6023,B602300,188512009,289605018,NA,32,B602300#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A7897#,HIV dis resulting oth types of non-Hodgkin's lymphoma,825721000006115#,Non-Hodgkin lymphoma associated with Human immunodeficiency virus infection,A7897,A789700,442537007,2816358010,NA,32,A789700#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A7897#,HIV dis resulting oth types of non-Hodgkin's lymphoma,1814951000006115#,HIV disease resulting in other types of non-Hodgkin lymphoma,A7897-1,A789711,442537007,2816358010,NA,32,A789711#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B627C#,Follicular lymphoma NOS,451429010#,Follicular non-Hodgkin's lymphoma,B627C,B627C00,308121000,451429010,NA,32,B627C00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B627C#,Follicular lymphoma NOS,763421000006116#,Follicular lymphoma NOS,B627C-1,B627C11,308121000,451429010,NA,32,B627C11#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B61z1#,"Hodgkin's disease NOS of lymph nodes of head, face and neck",289704013#,"Hodgkin's disease of lymph nodes of head, face AND/OR neck",B61z1,B61z100,93524003,154823017,NA,32,B61z100#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6203#,Nodular lymphoma of intra-abdominal lymph nodes,157686016#,Nodular lymphoma of intra-abdominal lymph nodes,B6203,B620300,95186006,157686016,NA,32,B620300#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BBg5.#,"[M]Malignant lymphoma, convoluted cell type NOS",291894014#,"[M]Malignant lymphoma, convoluted cell type NOS",BBg5,BBg5.00,115244002,202936014,NA,32,BBg5.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B62y0#,Malignant lymphoma NOS of unspecified site,289830018#,Malignant lymphoma NOS of unspecified site,B62y0,B62y000,118600007,2663474012,NA,32,B62y000#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B616z#,"Hodgkin's disease, lymphocytic depletion NOS",289701017#,"Hodgkin's disease, lymphocytic depletion NOS",B616z,B616z00,118610003,177029012,NA,32,B616z00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B622z#,Sezary's disease NOS,289749011#,Sezary's disease NOS,B622z,B622z00,118611004,177030019,NA,32,B622z00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B6135#,"Hodgkin's, lymphocytic-histiocytic pred inguinal and leg",826911000006116#,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of inguinal region and lower limb",B6135,B613500,188559002,289655014,NA,32,B613500#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B61z.#,Hodgkin's disease NOS,826121000006114#,Hodgkin's disease NOS,B61z,B61z.00,118599009,2663473018,NA,32,B61z.00#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B61z.#,Hodgkin's disease NOS,1815101000006115#,Hodgkin's disease (clinical),B61z-1,B61z.11,118599009,177017015,NA,32,B61z.11#,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
