readcode,term,MedCodeId,Term,OriginalReadCode,CleansedReadCode,SnomedCTConceptId,SnomedCTDescriptionId,Release,EmisCodeCategoryId,final_readcode,cancer_site,bladder,other,oral,skin_non_mel,myeloma,brain,breast,cervix,colorectal,headandneck,kidney,leukemia,lung,lymphoma,melanoma,oesophagus,ovary,pancreas,prostate,stomach,testis,urinary,uterus
BBd2.#,"[M]Meningioma, malignant",312391000006118#,[M]Meningothelial sarcoma,BBd2-2,BBd2.12,78303004,129936017,NA,32,BBd2.12#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBd2.#,"[M]Meningioma, malignant",310971000006117#,[M]Leptomeningeal sarcoma,BBd2-1,BBd2.11,78303004,129936017,NA,32,BBd2.11#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBd2.#,"[M]Meningioma, malignant",312361000006114#,"[M]Meningioma, malignant",BBd2,BBd2.00,78303004,129936017,NA,32,BBd2.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5172#,Malignant neoplasm of midbrain,289357011#,Malignant neoplasm of midbrain,B5172,B517200,188297001,289357011,NA,32,B517200#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBm0.#,[M]Microglioma,291957016#,[M]Microglioma,BBm0,BBm0.00,21964009,36846011,NA,32,BBm0.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBb8.#,[M]Ependymoblastoma,308071000006117#,[M]Ependymoblastoma,BBb8-1,BBb8.11,21589007,36220016,NA,32,BBb8.11#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBb8.#,[M]Ependymoblastoma,308091000006116#,"Ependymoma, anaplastic",BBb8,BBb8.00,21589007,36220016,NA,32,BBb8.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51..#,Malignant neoplasm of brain,2692069010#,Malignant neoplasm of brain,B51,B51..00,428061005,2692069010,NA,32,B51..00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51..#,Malignant neoplasm of brain,543111000006111#,Cerebral tumour - malignant,B51-1,B51..11,428061005,2692069010,NA,32,B51..11#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B510z#,Malignant neoplasm of cerebrum NOS,289346018#,Malignant neoplasm of cerebrum NOS,B510z,B510z00,188280007,289336015,NA,32,B510z00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B542z#,Malig neop pituitary gland or craniopharyngeal duct NOS,730041000006115#,Malig neop pituitary gland or craniopharyngeal duct NOS,B542z,B542z00,188339002,289407019,NA,32,B542z00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B515.#,Malignant neoplasm of cerebral ventricles,482734019#,Malignant neoplasm of cerebral ventricles,B515,B515.00,363471001,482734019,NA,32,B515.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B516.#,Malignant neoplasm of cerebellum,155175018#,Malignant neoplasm of cerebellum,B516,B516.00,449420002,2899889012,NA,32,B516.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5170#,Malignant neoplasm of cerebral peduncle,289355015#,Malignant neoplasm of cerebral peduncle,B5170,B517000,188295009,289355015,NA,32,B517000#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBdz.#,[M]Meningioma NOS,291869013#,[M]Meningioma NOS,BBdz,BBdz.00,19453003,32764010,NA,32,BBdz.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5420#,Malignant neoplasm of pituitary gland,722981000006114#,Malignant neoplasm of pituitary gland,B5420,B542000,363482009,482750010,NA,32,B542000#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBd1.#,[M]Diffuse meningiomatosis,291864015#,Meningiomatosis,BBd1,BBd1.00,40935003,68275012,NA,32,BBd1.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBd1.#,[M]Diffuse meningiomatosis,313261000006111#,[M]Multiple meningiomatosis,BBd1-2,BBd1.12,40935003,68275012,NA,32,BBd1.12#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBd1.#,[M]Diffuse meningiomatosis,307601000006115#,[M]Diffuse meningiomatosis,BBd1-1,BBd1.11,40935003,68275012,NA,32,BBd1.11#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBbT.#,[M]Medulloblastoma NOS,291836013#,Medulloblastoma,BBbT,BBbT.00,83217000,138016017,NA,32,BBbT.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51y0#,Malignant neoplasm of corpus callosum,289361017#,Malignant neoplasm of corpus callosum,B51y0,B51y000,188301005,289361017,NA,32,B51y000#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5105#,Malignant neoplasm of thalamus,289345019#,Malignant neoplasm of thalamus,B5105,B510500,188287005,289345019,NA,32,B510500#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51z.#,Malignant neoplasm of brain NOS,289365014#,Malignant neoplasm of brain NOS,B51z,B51z.00,428061005,2692069010,NA,32,B51z.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ByuA2#,"[X]Malignant neoplasm of meninges, unspecified",292152012#,Malignant tumour of meninges,ByuA2,ByuA200,363497007,482781018,NA,32,ByuA200#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B521.#,Malignant neoplasm of cerebral meninges,482737014#,Malignant neoplasm of cerebral meninges,B521,B521.00,363474009,482737014,NA,32,B521.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5830#,Secondary malignant neoplasm of brain,155879014#,Secondary malignant neoplasm of brain,B5830,B583000,94225005,155879014,NA,32,B583000#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBd5.#,[M]Psammomatous meningioma,315731000006110#,[M]Psammomatous meningioma,BBd5,BBd5.00,38431002,64214013,NA,32,BBd5.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B512z#,Malignant neoplasm of temporal lobe NOS,289349013#,Malignant neoplasm of temporal lobe NOS,B512z,B512z00,363468009,482731010,NA,32,B512z00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBbG.#,[M]Juvenile astrocytoma,315301000006115#,[M]Piloid astrocytoma,BBbG-2,BBbG.12,128854008,207484016,NA,32,BBbG.12#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBbG.#,[M]Juvenile astrocytoma,315291000006116#,Pilocytic astrocytoma,BBbG,BBbG.00,128854008,207484016,NA,32,BBbG.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBbG.#,[M]Juvenile astrocytoma,310731000006117#,[M]Juvenile astrocytoma,BBbG-1,BBbG.11,128854008,207484016,NA,32,BBbG.11#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBbE.#,[M]Gemistocytic astrocytoma,308971000006118#,[M]Gemistocytoma,BBbE-1,BBbE.11,73982001,122858018,NA,32,BBbE.11#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBbE.#,[M]Gemistocytic astrocytoma,308961000006113#,Gemistocytic astrocytoma,BBbE,BBbE.00,73982001,122858018,NA,32,BBbE.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBb4.#,[M]Subependymal giant cell astrocytoma,1221241014#,[M]Subependymal giant cell astrocytoma,BBb4,BBb4.00,1586004,1221241014,NA,32,BBb4.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBbS.#,[M]Oligodendroblastoma,314261000006113#,[M]Oligodendroblastoma,BBbS,BBbS.00,80061003,132826019,NA,32,BBbS.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B51yz#,Malignant neoplasm of other part of brain NOS,289364013#,Malignant neoplasm of other part of brain NOS,B51yz,B51yz00,428061005,2692069010,NA,32,B51yz00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBb2.#,[M]Mixed glioma,312871000006112#,[M]Mixed glioma,BBb2,BBb2.00,253071005,376932016,NA,32,BBb2.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBb2.#,[M]Mixed glioma,312911000006110#,Mixed oligoastrocytoma,BBb2-1,BBb2.11,253071005,376932016,NA,32,BBb2.11#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5212#,Malignant neoplasm of cerebral pia mater,289378014#,Malignant neoplasm of cerebral pia mater,B5212,B521200,188315007,289378014,NA,32,B521200#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ByuA3#,"[X]Malig neopl, overlap lesion brain & other part of CNS",396161000006113#,Overlapping malignant neoplasm of brain and other parts of the central nervous system,ByuA3,ByuA300,109911004,174604014,NA,32,ByuA300#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B543.#,Malignant neoplasm of pineal gland,722961000006116#,Malignant neoplasm of pineal gland,B543,B543.00,363483004,482752019,NA,32,B543.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBbK.#,[M]Astroblastoma,305671000006118#,[M]Astroblastoma,BBbK,BBbK.00,48952003,81561018,NA,32,BBbK.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B517z#,Malignant neoplasm of brain stem NOS,727521000006118#,Malignant neoplasm of brain stem NOS,B517z,B517z00,363473003,482736017,NA,32,B517z00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5173#,Malignant neoplasm of pons,289358018#,Malignant neoplasm of pons,B5173,B517300,188298006,289358018,NA,32,B517300#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B583.#,Secondary malignant neoplasm of brain and spinal cord,880721000006119#,Secondary Ca brain/spinal cord,B583-99,B583.99,188462001,8.80721E+14,NA,32,B583.99#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B583.#,Secondary malignant neoplasm of brain and spinal cord,289546019#,Secondary malignant neoplasm of brain and spinal cord,B583,B583.00,188462001,289546019,NA,32,B583.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBbU.#,[M]Desmoplastic medulloblastoma,307571000006110#,[M]Desmoplastic medulloblastoma,BBbU,BBbU.00,32456001,54190011,NA,32,BBbU.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBbQ.#,[M]Oligodendroglioma NOS,291835012#,Oligodendroglioma - category,BBbQ,BBbQ.00,443565000,2840882012,NA,32,BBbQ.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBbW.#,[M]Cerebellar sarcoma NOS,291837016#,Cerebellar sarcoma,BBbW,BBbW.00,17302008,29245013,NA,32,BBbW.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5210#,Malignant neoplasm of cerebral dura mater,289375012#,Malignant neoplasm of cerebral dura mater,B5210,B521000,188312005,289375012,NA,32,B521000#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBbR.#,"[M]Oligodendroglioma, anaplastic type",314281000006115#,Anaplastic oligodendroglioma,BBbR,BBbR.00,3102004,1227417016,NA,32,BBbR.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBc7.#,[M]Neuroastrocytoma,313851000006113#,Neurocytoma,BBc7,BBc7.00,128858006,207494014,NA,32,BBc7.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBc7.#,[M]Neuroastrocytoma,313831000006118#,[M]Neuroastrocytoma,BBc7-1,BBc7.11,128858006,207494014,NA,32,BBc7.11#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBb1.#,[M]Gliomatosis cerebri,309301000006115#,[M]Gliomatosis cerebri,BBb1,BBb1.00,26138003,43796010,NA,32,BBb1.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5832#,Cerebral metastasis,543041000006111#,Cerebral metastases,B5832,B583200,94248000,1235820013,NA,32,B583200#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBbz.#,[M]Glioma NOS,2552865010#,[M]Glioma NOS,BBbz,BBbz.00,74532006,2552865010,NA,32,BBbz.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBbM.#,[M]Giant cell glioblastoma,309091000006112#,[M]Giant cell glioblastoma,BBbM,BBbM.00,44529004,74269012,NA,32,BBbM.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBdB.#,[M]Meningeal sarcomatosis,312331000006117#,[M]Meningeal sarcomatosis,BBdB,BBdB.00,14494009,24634015,NA,32,BBdB.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B510.#,Malignant neoplasm cerebrum (excluding lobes and ventricles),880521000006111#,Ca cerebrum,B510-99,B510.99,188280007,8.80521E+14,NA,32,B510.99#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B510.#,Malignant neoplasm cerebrum (excluding lobes and ventricles),727771000006111#,Malignant neoplasm of cerebrum (excluding lobes and ventricles),B510,B510.00,188280007,289336015,NA,32,B510.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBbA.#,[M]Myxopapillary ependymoma,313601000006113#,Myxopapillary ependymoma,BBbA,BBbA.00,1623000,3812012,NA,32,BBbA.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5120#,Malignant neoplasm of hippocampus,289347010#,Malignant neoplasm of hippocampus,B5120,B512000,188289008,289347010,NA,32,B512000#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B583z#,Secondary malignant neoplasm of brain or spinal cord NOS,289549014#,Secondary malignant neoplasm of brain or spinal cord NOS,B583z,B583z00,188462001,289546019,NA,32,B583z00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBbC.#,"[M]Astrocytoma, anaplastic type",305701000006117#,Anaplastic astrocytoma,BBbC,BBbC.00,55353007,1231460011,NA,32,BBbC.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B511.#,Malignant neoplasm of frontal lobe,482730011#,Malignant neoplasm of frontal lobe,B511,B511.00,363467004,482730011,NA,32,B511.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5171#,Malignant neoplasm of medulla oblongata,289356019#,Malignant neoplasm of medulla oblongata,B5171,B517100,188296005,289356019,NA,32,B517100#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5100#,Malignant neoplasm of basal ganglia,289337012#,Malignant neoplasm of basal ganglia,B5100,B510000,188281006,289337012,NA,32,B510000#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B52X.#,"Malignant neoplasm of meninges, unspecified",724681000006111#,"Malignant neoplasm of meninges, unspecified",B52X,B52X.00,363497007,482781018,NA,32,B52X.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B514.#,Malignant neoplasm of occipital lobe,482733013#,Malignant neoplasm of occipital lobe,B514,B514.00,363470000,482733013,NA,32,B514.00#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5150#,Malignant neoplasm of choroid plexus,289352017#,Malignant neoplasm of choroid plexus,B5150,B515000,188292007,289352017,NA,32,B515000#,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B134.#,Malignant neoplasm of caecum,380129018#,Carcinoma of caecum,B134-1,B134.11,255081007,380129018,NA,32,B134.11#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B134.#,Malignant neoplasm of caecum,1216464010#,Malignant neoplasm of caecum,B134,B134.00,363350007,1216464010,NA,32,B134.00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B132.#,Malignant neoplasm of descending colon,725951000006112#,Malignant tumour of descending colon,B132,B132.00,363409003,482618013,NA,32,B132.00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B132.#,Malignant neoplasm of descending colon,1228539019#,Ca descending colon,B132-99,B132.99,363409003,8.79851E+14,NA,32,B132.99#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B14..#,"Malignant neoplasm of rectum, rectosigmoid junction and anus",879891000006111#,Ca rectum + Ca anus,B14-99,B14..99,187760008,8.79891E+14,NA,32,B14..99#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B14..#,"Malignant neoplasm of rectum, rectosigmoid junction and anus",288675010#,"Malignant neoplasm of rectum, rectosigmoid junction and anus",B14,B14..00,187760008,288675010,NA,32,B14..00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B138.#,"Malignant neoplasm, overlapping lesion of colon",288670017#,"Malignant neoplasm, overlapping lesion of colon",B138,B138.00,187757001,288670017,NA,32,B138.00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5750#,Secondary malignant neoplasm of colon,155967013#,Secondary malignant neoplasm of colon,B5750,B575000,94260004,155967013,NA,32,B575000#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B140.#,Malignant neoplasm of rectosigmoid junction,722441000006110#,Malignant tumour of rectosigmoid junction,B140,B140.00,363414004,482627014,NA,32,B140.00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B140.#,Malignant neoplasm of rectosigmoid junction,1228543015#,Ca rectosigmoid junction,B140-99,B140.99,363414004,8.79901E+14,NA,32,B140.99#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B13z.#,Colonic cancer,403682011#,Malignant tumour of colon,B13z,B13z.00,363406005,482611019,NA,32,B13z.00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B13z.#,Colonic cancer,573611000006118#,Colonic cancer,B13z-1,B13z.11,363406005,482611019,NA,32,B13z.11#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1z0.#,Cancer of bowel,288759015#,Malignant tumour of intestine,B1z0,B1z0.00,363508008,482802017,NA,32,B1z0.00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1z0.#,Cancer of bowel,841331000006115#,Cancer of bowel,B1z0-1,B1z0.11,363508008,1228620018,NA,32,B1z0.11#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B130.#,Malignant neoplasm of hepatic flexure of colon,1228537017#,Ca hepatic flexure - colon,B130-99,B130.99,363407001,1228537017,NA,32,B130.99#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B130.#,Malignant neoplasm of hepatic flexure of colon,725191000006116#,Malignant tumour of hepatic flexure,B130,B130.00,363407001,482614010,NA,32,B130.00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B136.#,Malignant neoplasm of ascending colon,1228541018#,Ca ascending colon,B136-99,B136.99,363412000,8.79871E+14,NA,32,B136.99#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B136.#,Malignant neoplasm of ascending colon,727321000006111#,Malignant tumour of ascending colon,B136,B136.00,363412000,482623013,NA,32,B136.00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B18y2#,Malignant neoplasm of mesorectum,288751017#,Malignant neoplasm of mesorectum,B18y2,B18y200,187811009,288751017,NA,32,B18y200#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B141.#,Malignant neoplasm of rectum,379088010#,Carcinoma of rectum,B141-1,B141.11,254582000,379090011,NA,32,B141.11#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B141.#,Malignant neoplasm of rectum,155488014#,Malignant tumour of rectum,B141,B141.00,363351006,482502014,NA,32,B141.00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B141.#,Malignant neoplasm of rectum,379089019#,Rectal carcinoma,B141-2,B141.12,254582000,379090011,NA,32,B141.12#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B141.#,Malignant neoplasm of rectum,933251000006113#,Adenocarcinoma of rectum,B141-99,B141.99,93984006,9.33251E+14,NA,32,B141.99#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B13y.#,Malignant neoplasm of other specified sites of colon,288671018#,Malignant neoplasm of other specified sites of colon,B13y,B13y.00,363406005,482611019,NA,32,B13y.00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B137.#,Malignant neoplasm of splenic flexure of colon,721821000006114#,Malignant neoplasm of splenic flexure of colon,B137,B137.00,363413005,482625018,NA,32,B137.00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B137.#,Malignant neoplasm of splenic flexure of colon,1228542013#,Ca splenic flexure - colon,B137-99,B137.99,363413005,1228542013,NA,32,B137.99#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B575.#,Secondary malignant neoplasm of large intestine and rectum,151321000006111#,Secondary malignant neoplasm of large intestine,B575,B575.00,94365007,156249017,NA,32,B575.00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B575z#,Secondary malig neop of large intestine or rectum NOS,151101000006116#,Secondary malig neop of large intestine or rectum NOS,B575z,B575z00,94365007,156249017,NA,32,B575z00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B14z.#,"Malignant neoplasm rectum,rectosigmoid junction and anus NOS",879921000006117#,Ca rectum + Ca anus NOS,B14z-99,B14z.99,6.35001E+14,8.79921E+14,NA,32,B14z.99#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B14z.#,"Malignant neoplasm rectum,rectosigmoid junction and anus NOS",720501000006110#,"Malignant neoplasm rectum,rectosigmoid junction and anus NOS",B14z,B14z.00,187760008,288675010,NA,32,B14z.00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5751#,Secondary malignant neoplasm of rectum,156627017#,Secondary malignant neoplasm of rectum,B5751,B575100,94513006,156627017,NA,32,B575100#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B14y.#,"Malig neop other site rectum, rectosigmoid junction and anus",729581000006111#,"Malig neop other site rectum, rectosigmoid junction and anus",B14y,B14y.00,187760008,288675010,NA,32,B14y.00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B133.#,Malignant neoplasm of sigmoid colon,721991000006115#,Malignant tumour of sigmoid colon,B133,B133.00,363410008,482619017,NA,32,B133.00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B133.#,Malignant neoplasm of sigmoid colon,1228540017#,Ca sigmoid colon,B133-99,B133.99,363410008,8.79861E+14,NA,32,B133.99#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B13..#,Malignant neoplasm of colon,726331000006111#,Malignant neoplasm of colon,B13,B13..00,363406005,3446619012,NA,32,B13..00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B131.#,Malignant neoplasm of transverse colon,1228538010#,Ca transverse colon,B131-99,B131.99,363408006,1228538010,NA,32,B131.99#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B131.#,Malignant neoplasm of transverse colon,721421000006112#,Malignant tumour of transverse colon,B131,B131.00,363408006,482615011,NA,32,B131.00#,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B23..#,Malignant neoplasm of pleura,723001000006113#,Malignant neoplasm of pleura,B23,B23..00,363433009,482664015,NA,32,B23..00#,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B2...#,Malig neop of respiratory tract and intrathoracic organs,729531000006110#,Malignant neoplasm of thoracic cavity structure,B2,B2...00,428100006,2691955010,NA,32,B2...00#,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B2...#,Malig neop of respiratory tract and intrathoracic organs,380110012#,Neoplasm of respiratory tract,B2-1,B2...11,428100006,2691955010,NA,32,B2...11#,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B2240#,Malignant neoplasm of lower lobe bronchus,288827019#,Malignant neoplasm of lower lobe bronchus,B2240,B224000,187869003,288827019,NA,32,B224000#,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B26..#,"Malignant neoplasm, overlap lesion of resp & intrathor orgs",720581000006118#,Primary malignant neoplasm of intrathoracic organs,B26,B26..00,93841009,510723012,NA,32,B26..00#,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
