medcodeid	term_medcode	category
3513531014	Weakness of right facial muscle due to and following cerebrovascular accident	unclassifiable
3513532019	Weakness of right facial muscle due to and following cerebrovascular disease	unclassifiable
3513557012	Speech and language deficit as sequela of hemorrhagic cerebrovascular accident	unclassifiable
3513558019	Speech and language deficit as late effect of hemorrhagic stroke	unclassifiable
3513680014	Vertigo due to and following ischemic cerebrovascular accident	unclassifiable
3513681013	Vertigo due to and following ischaemic cerebrovascular accident	unclassifiable
3513684017	Speech and language deficit due to and following haemorrhagic cerebrovascular accident	unclassifiable
3513685016	Speech and language deficit due to and following embolic cerebrovascular accident	unclassifiable
3513686015	Speech and language deficit due to and following ischemic cerebrovascular accident	unclassifiable
3513687012	Speech and language deficit due to and following ischaemic cerebrovascular accident	unclassifiable
3513693016	Weakness of facial muscle due to and following embolic cerebrovascular accident	unclassifiable
3513769018	Aphasia as sequela of non-traumatic subarachnoid haemorrhage	unclassifiable
3513770017	Aphasia as sequela of non-traumatic intracerebral haemorrhage	unclassifiable
3513771018	Speech and language deficit as late effect of haemorrhagic stroke	unclassifiable
3513772013	Ataxia as sequela of haemorrhagic cerebrovascular accident	unclassifiable
3513773015	Apraxia as sequela of ischaemic cerebrovascular accident	unclassifiable
3513774014	Vertigo as sequela of ischaemic cerebrovascular accident	unclassifiable
3513775010	Vertigo as late effect of ischaemic stroke	unclassifiable
3513776011	Speech and language deficit as sequela of ischaemic cerebrovascular accident	unclassifiable
3513777019	Speech and language deficit as late effect of ischaemic stroke	unclassifiable
3513778012	Speech and language deficit as sequela of haemorrhagic cerebrovascular accident	unclassifiable
3513779016	Speech and language deficit due to and following hemorrhagic cerebrovascular accident	unclassifiable
3513780018	Aphasia due to and following non-traumatic subarachnoid hemorrhage	unclassifiable
3513781019	Aphasia due to and following non-traumatic subarachnoid haemorrhage	unclassifiable
3513782014	Aphasia due to and following non-traumatic intracerebral hemorrhage	unclassifiable
3513783016	Aphasia due to and following non-traumatic intracerebral haemorrhage	unclassifiable
3513784010	Ataxia due to and following hemorrhagic cerebrovascular accident	unclassifiable
3513785011	Ataxia due to and following haemorrhagic cerebrovascular accident	unclassifiable
3513786012	Apraxia due to and following ischemic cerebrovascular accident	unclassifiable
3513787015	Apraxia due to and following ischaemic cerebrovascular accident	unclassifiable
3513788013	Ataxia due to and following cerebrovascular accident	unclassifiable
3513790014	Ataxia due to and following embolic cerebrovascular accident	unclassifiable
3514426017	Facial weakness as late effect of ischaemic stroke	unclassifiable
3515793014	Cerebrovascular accident due to occlusion of right vertebral artery	ischaemic
3517767015	Neonatal non-traumatic intraventricular hemorrhage	unclassifiable
3518235015	Neonatal non-traumatic intraventricular haemorrhage	unclassifiable
3522691000006112	Cerebrovascular lesion	unclassifiable
3522701000006112	CVD - Cerebrovascular disease	unclassifiable
3533574016	Spontaneous intracranial haemorrhage	haemorrhagic
3533575015	Spontaneous intracranial hemorrhage	haemorrhagic
3533577011	Nontraumatic intracranial hemorrhage	haemorrhagic
3533578018	Nontraumatic intracranial haemorrhage	haemorrhagic
3540781000006117	Vertebrobasilar arterial insufficiency	unclassifiable
35791000006117	Other cerebral h'ge after injury + open intracranial wound	haemorrhagic
35801000006116	Other cerebral h'ge after injury no open intracranial wound	haemorrhagic
3636133016	Cerebrovascular accident due to occlusion of right middle cerebral artery by embolus	ischaemic
3636136012	Cerebrovascular accident due to occlusion of left middle cerebral artery by embolus	ischaemic
3636137015	Cerebrovascular accident due to occlusion of right posterior cerebral artery by embolus	ischaemic
3636139017	Cerebrovascular accident due to occlusion of left posterior cerebral artery by embolus	ischaemic
3636141016	Cerebrovascular accident due to occlusion of right cerebellar artery by embolus	ischaemic
3636143018	Cerebrovascular accident due to occlusion of left cerebellar artery by embolus	ischaemic
3636969013	Occlusion of right middle cerebral artery by embolus	ischaemic
3636970014	Occlusion of left middle cerebral artery by embolus	ischaemic
3636973011	Occlusion of left cerebellar artery by embolus	ischaemic
3636975016	Occlusion of right cerebellar artery by embolus	ischaemic
3637000018	Occlusion of right posterior cerebral artery by embolus	ischaemic
3637002014	Occlusion of left posterior cerebral artery by embolus	ischaemic
3662311000006113	Thrombosis of cerebral arteries	ischaemic
3662321000006117	Cerebral arterial thrombosis	ischaemic
3662331000006119	CT - Cerebral thrombosis	unclassifiable
3687811000006118	Cerebral hemisphere haemorrhage	haemorrhagic
3687821000006114	Cerebral hemisphere hemorrhage	haemorrhagic
370661000006114	[X]Cereb infarct due unsp occlus/stenos precerebr arteries	ischaemic
370701000006118	[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs	ischaemic
370711000006115	[X]Cerebrovascular diseases	unclassifiable
371641000000112	Delivery of rehabilitation for stroke	unclassifiable
3719851000006116	Cerebellar hemorrhage	haemorrhagic
3719861000006119	Haemorrhagic cerebellum	haemorrhagic
3719871000006114	Hemorrhagic cerebellum	haemorrhagic
3728451000006116	Cerebral arterial embolism	ischaemic
3764671000006112	Stroke-hemiplegia rehabilitation	unclassifiable
3777981000006119	Posterior inferior cerebellar artery syndrome	ischaemic
3778011000006112	Inferior cerebellar artery syndrome	unclassifiable
3778021000006116	LMS - Lateral medullary syndrome	ischaemic
3818181000006114	Lacunar infarct	ischaemic
391042012	Subarachnoid haemorrhage following injury	haemorrhagic
395777014	Precerebral arterial occlusion	unclassifiable
395780010	Cerebral infarction	ischaemic
39691000006110	Oth cereb h'ge inj + open intracran wnd+>24hr LOC + recovery	unclassifiable
39701000006110	Oth cereb h'ge inj + open intracran wnd+>24hr LOC -restored	unclassifiable
39711000006113	Oth cereb h'ge inj + open intracran wnd+concussion unspec	unclassifiable
39721000006117	Oth cereb h'ge inj + open intracran wnd+LOC unspec duration	unclassifiable
39731000006119	Oth cereb h'ge inj no open intracran wnd+>24hr LOC +recovery	unclassifiable
39741000006112	Oth cereb h'ge inj no open intracran wnd+>24hr LOC -restored	unclassifiable
39751000006114	Oth cereb h'ge inj no open intracran wnd+concussion unspec	unclassifiable
39761000006111	Oth cereb h'ge inj no open intracran wnd+LOC unspec duration	unclassifiable
39771000006116	Oth cerebral h'ge inj + open intracran wnd + unspec consc	unclassifiable
39781000006118	Oth cerebral h'ge inj + open intracran wnd+<1hr loss consc	unclassifiable
39791000006115	Oth cerebral h'ge inj + open intracran wnd+1-24hr loss consc	unclassifiable
39801000006119	Oth cerebral h'ge inj + open intracranial wnd+no loss consc	unclassifiable
39811000006116	Oth cerebral h'ge inj no open intracran wnd+<1hr loss consc	unclassifiable
39821000006112	Oth cerebral h'ge inj no open intracran wnd+1-24hr LOC	unclassifiable
39831000006110	Oth cerebral h'ge inj no open intracranial wnd+no loss consc	unclassifiable
402929011	Subarachnoid haemorrhage following injury without open intracranial wound	haemorrhagic
405339016	Cerebrovascular accident	ischaemic
4056931000006116	Brain stem haemorrhage	haemorrhagic
4056941000006114	Brain stem hemorrhage	haemorrhagic
4056951000006111	Brainstem haemorrhage	haemorrhagic
4056961000006113	Brainstem hemorrhage	haemorrhagic
4057031000006117	Brain stem infarct	ischaemic
4057041000006110	Brain stem stroke	ischaemic
4057051000006112	Infarction of brain stem	ischaemic
407291000006117	[X]Other cerebrovascular disorders in diseases CE	unclassifiable
411416011	Stroke in the puerperium	ischaemic
411518010	H/O: CVA	ischaemic
413750011	Central post-stroke pain	unclassifiable
417171000006111	[X]Other vascular syndroms/brain in cerebrovasculr diseases	unclassifiable
426231000006114	[X]Sequelae of other nontraumatic intracranial haemorrhage	haemorrhagic
426321000006116	[X]Sequelae of stroke,not specfd as h'morrhage or infarction	unclassifiable
426481000006114	[X]Sequelae/other + unspecified cerebrovascular diseases	unclassifiable
428181000006115	Subarachnoid hemorrhage	haemorrhagic
451133011	Left sided cerebral infarction	ischaemic
451134017	Right sided cerebral infarction	ischaemic
451368019	H/O: cerebrovascular disease	unclassifiable
451371010	H/O: Stroke in last year	ischaemic
4540671000006111	H/O subarachnoid hemorrhage	haemorrhagic
4540681000006114	History of subarachnoid hemorrhage	haemorrhagic
4540691000006112	History of subarachnoid haemorrhage	haemorrhagic
460286014	[V]Personal history of circulatory system disease	unclassifiable
4774381000006112	Retrobulbar hemorrhage	unclassifiable
4774391000006110	Retrobulbar hematoma	unclassifiable
4774401000006112	Retrobulbar haematoma	unclassifiable
4777701000006111	Ruptured saccular aneurysm	haemorrhagic
4777721000006118	Subarachnoid hemorrhage from carotid siphon and bifurcation	haemorrhagic
4777741000006113	Subarachnoid hemorrhage from vertebral artery	haemorrhagic
4777751000006110	Intracranial subarachnoid hemorrhage from vertebral artery	haemorrhagic
4777761000006112	Intracranial subarachnoid haemorrhage from vertebral artery	haemorrhagic
4777811000006117	Basal ganglia hemorrhage	haemorrhagic
4777831000006111	External capsule hemorrhage	haemorrhagic
4777851000006116	Intracerebral hemorrhage, intraventricular	haemorrhagic
4777861000006119	Intracerebral haemorrhage with intraventricular haemorrhage	haemorrhagic
4777871000006114	Intracerebral hemorrhage with intraventricular hemorrhage	haemorrhagic
4777881000006112	Intracerebral haemorrhage, multiple localised	haemorrhagic
4777891000006110	Intracerebral hemorrhage, multiple localized	haemorrhagic
4777971000006115	Basilar artery obstruction	ischaemic
4777981000006117	Occlusion of basilar artery	ischaemic
4778071000006118	Carotid artery syndrome	unclassifiable
4778181000006119	Left sided cerebral hemisphere cerebrovascular accident	ischaemic
4778201000006118	Right sided cerebral hemisphere cerebrovascular accident	ischaemic
4778311000006112	Sequelae of cerebrovascular disease	unclassifiable
4778331000006118	Sequelae of subarachnoid hemorrhage	unclassifiable
4778351000006113	Sequelae of intracerebral hemorrhage	unclassifiable
480952017	Perinatal subarachnoid haemorrhage	haemorrhagic
481028017	Subarachnoid haemorrhage	haemorrhagic
4835711000006115	Subdural and cerebral hemorrhage due to birth trauma	unclassifiable
483988011	Bulbar haemorrhage	haemorrhagic
495394013	Cortical haemorrhage	haemorrhagic
496232015	Internal capsule haemorrhage	haemorrhagic
499739014	Insufficiency - basilar artery	unclassifiable
5010981000006119	Stroke	ischaemic
5011021000006113	Cerebrovascular accident due to cerebral artery occlusion	ischaemic
5011041000006118	Anterior cerebral circulation infarction	ischaemic
5011051000006116	Total anterior cerebral circulation infarction	ischaemic
5011061000006119	TACI - Total anterior cerebral circulation infarction	ischaemic
5011071000006114	Total anterior cerebral circulation stroke	ischaemic
5011081000006112	TACS - Total anterior cerebral circulation stroke	ischaemic
5011091000006110	Partial anterior cerebral circulation infarction	ischaemic
5011101000006116	PACI - Partial anterior cerebral circulation infarction	ischaemic
5011111000006118	Partial anterior cerebral circulation stroke	ischaemic
5011121000006114	PACS - Partial anterior cerebral circulation stroke	ischaemic
5011131000006112	Posterior cerebral circulation infarction	ischaemic
5011141000006119	Posterior cerebral circulation stroke	ischaemic
5011161000006115	Lacunar stroke	ischaemic
5011171000006110	LACI - Lacunar infarction	ischaemic
5011181000006113	LI - Lacunar infarction	ischaemic
5011191000006111	Pure motor lacunar infarction	ischaemic
5011211000006112	Pure sensory lacunar infarction	ischaemic
5011231000006118	Pure sensorimotor lacunar infarction	ischaemic
5011241000006111	Lacunar ataxic hemiparesis	ischaemic
5011251000006113	Dysarthria-clumsy hand syndrome	unclassifiable
5011261000006110	Multi-infarct state	unclassifiable
5011271000006115	MIS - Multiple infarct state	unclassifiable
5011281000006117	Multiple infarct state	unclassifiable
5011291000006119	Haemorrhagic cerebral infarction	haemorrhagic
5011301000006118	Hemorrhagic cerebral infarction	haemorrhagic
5011311000006115	Haemorrhagic stroke	haemorrhagic
5011321000006111	Hemorrhagic stroke	haemorrhagic
5011331000006114	Anterior cerebral circulation haemorrhagic infarction	haemorrhagic
5011341000006116	Anterior cerebral circulation hemorrhagic infarction	haemorrhagic
5011351000006119	Posterior cerebral circulation haemorrhagic infarction	haemorrhagic
5011361000006117	Posterior cerebral circulation hemorrhagic infarction	haemorrhagic
5011371000006112	Massive supratentorial cerebral haemorrhage	haemorrhagic
5011381000006110	Massive supratentorial cerebral hemorrhage	haemorrhagic
5011401000006110	Lobar cerebral hemorrhage	haemorrhagic
5011411000006113	Thalamic haemorrhage	haemorrhagic
5011421000006117	Thalamic hemorrhage	haemorrhagic
5011431000006119	Lacunar haemorrhage	haemorrhagic
5011441000006112	Lacunar hemorrhage	haemorrhagic
5011451000006114	Stroke of uncertain pathology	ischaemic
5011461000006111	Anterior circulation stroke of uncertain pathology	ischaemic
5011471000006116	Posterior circulation stroke of uncertain pathology	ischaemic
5011561000006112	Subarachnoid haemorrhage due to ruptured arteriovenous malformation	haemorrhagic
5011571000006117	Subarachnoid hemorrhage due to ruptured arteriovenous malformation	haemorrhagic
5011581000006119	Subarachnoid haemorrhage due to ruptured aneurysm	haemorrhagic
5011591000006116	Subarachnoid hemorrhage due to ruptured aneurysm	haemorrhagic
5011601000006112	SAH - Subarachnoid hemorrhage from ruptured aneurysm	haemorrhagic
5011611000006110	SAH - Subarachnoid haemorrhage from ruptured aneurysm	haemorrhagic
5011621000006119	Intracranial subarachnoid hemorrhage due to ruptured aneurysm	haemorrhagic
5011631000006116	Intracranial subarachnoid haemorrhage due to ruptured aneurysm	haemorrhagic
5011861000006114	Asymptomatic cerebrovascular disease	unclassifiable
501622012	Perinatal intraventricular haemorrhage	haemorrhagic
502878012	Cerebellar haemorrhage	haemorrhagic
503469016	Pontine haemorrhage	haemorrhagic
503791000006114	Basal ganglia haemorrhage	haemorrhagic
505322013	Cerebral haemorrhage following injury	unclassifiable
505324014	Traumatic cerebral haemorrhage	haemorrhagic
5058411000006114	Ruptured cerebral aneurysm	haemorrhagic
524511000006116	Brainstem stroke syndrome	ischaemic
524541000006117	Brain stem infarction	ischaemic
542251000006112	Cerebral infarction due to cerebral venous thrombosis, non-pyogenic	ischaemic
542261000006114	Cerebral infarction due to occlusion of precerebral artery	ischaemic
542831000006116	Cerebral embolus	ischaemic
543141000006110	Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs	ischaemic
543251000006116	Cerebrovascular disorder in the puerperium	unclassifiable
5518041000006112	Spontaneous subarachnoid haemorrhage	haemorrhagic
5518051000006114	SAH - Spontaneous subarachnoid hemorrhage	haemorrhagic
5518061000006111	Spontaneous subarachnoid hemorrhage	haemorrhagic
5518071000006116	SAH - Spontaneous subarachnoid haemorrhage	haemorrhagic
5518081000006118	Spontaneous intracranial subarachnoid haemorrhage	haemorrhagic
5518091000006115	Spontaneous intracranial subarachnoid hemorrhage	haemorrhagic
5518101000006114	Nontraumatic subarachnoid intracranial hemorrhage	haemorrhagic
5518111000006112	Nontraumatic subarachnoid intracranial haemorrhage	haemorrhagic
5560161000006111	Intracerebral hemorrhage (ICH)	haemorrhagic
5582311000006110	Occipital cerebral infarction	ischaemic
5582971000006117	Subarachnoid haemorrhage from multiple aneurysms	haemorrhagic
5582981000006119	Subarachnoid hemorrhage from multiple aneurysms	haemorrhagic
5582991000006116	Subarachnoid haemorrhage from anterior cerebral artery aneurysm	haemorrhagic
5583001000006115	Subarachnoid hemorrhage from anterior cerebral artery aneurysm	haemorrhagic
5583021000006113	Subarachnoid haemorrhage from middle cerebral artery aneurysm	haemorrhagic
5583031000006111	Subarachnoid hemorrhage from middle cerebral artery aneurysm	haemorrhagic
5583041000006118	Subarachnoid haemorrhage from posterior cerebral artery aneurysm	haemorrhagic
5583051000006116	Subarachnoid hemorrhage from posterior cerebral artery aneurysm	haemorrhagic
5583061000006119	Subarachnoid haemorrhage from anterior communicating artery aneurysm	haemorrhagic
5583071000006114	Subarachnoid hemorrhage from anterior communicating artery aneurysm	haemorrhagic
5583081000006112	Subarachnoid haemorrhage from posterior communicating artery aneurysm	haemorrhagic
5583091000006110	Subarachnoid hemorrhage from posterior communicating artery aneurysm	haemorrhagic
5583101000006116	Subarachnoid haemorrhage from basilar artery aneurysm	haemorrhagic
5583111000006118	Subarachnoid hemorrhage from basilar artery aneurysm	haemorrhagic
5583121000006114	Subarachnoid haemorrhage from posterior inferior cerebellar artery aneurysm	haemorrhagic
5583131000006112	Subarachnoid hemorrhage from posterior inferior cerebellar artery aneurysm	haemorrhagic
5583141000006119	Subarachnoid haemorrhage from carotid artery aneurysm	haemorrhagic
5583151000006117	Subarachnoid hemorrhage from carotid artery aneurysm	haemorrhagic
5589641000006112	Intracerebellar and posterior fossa haemorrhage	haemorrhagic
5589651000006114	Intracerebellar and posterior fossa hemorrhage	haemorrhagic
5597041000006114	CPSP - Central post-stroke pain	unclassifiable
5597281000006110	Ruptured cerebral arteriovenous malformation	haemorrhagic
5597291000006113	AVM - Ruptured cerebral arteriovenous malformation	haemorrhagic
5597331000006118	Angiogram-negative subarachnoid haemorrhage	haemorrhagic
5597341000006111	Angiogram-negative subarachnoid hemorrhage	haemorrhagic
5597351000006113	Angiogram-negative intracranial subarachnoid hemorrhage	haemorrhagic
5597361000006110	Angiogram-negative intracranial subarachnoid haemorrhage	haemorrhagic
5597481000006114	Ruptured aneurysm of anterior cerebral artery	haemorrhagic
5597491000006112	Ruptured aneurysm of middle cerebral artery	haemorrhagic
5597511000006118	Ruptured aneurysm of posterior cerebral artery	haemorrhagic
5597521000006114	Ruptured aneurysm of anterior communicating artery	haemorrhagic
5597571000006110	Ruptured aneurysm of posterior communicating artery	haemorrhagic
5597601000006115	Ruptured aneurysm of basilar artery	haemorrhagic
5597611000006117	Ruptured aneurysm of posterior inferior cerebellar artery	haemorrhagic
5597641000006118	Ruptured internal carotid-anterior communicating artery zone aneurysm	haemorrhagic
5597651000006116	Ruptured internal carotid-posterior communicating artery zone aneurysm	haemorrhagic
5597661000006119	Ruptured internal carotid bifurcation aneurysm	haemorrhagic
5649201000006113	Extension of cerebrovascular accident	ischaemic
5649211000006111	Extension of stroke	ischaemic
5649221000006115	CVA - Extension of cerebrovascular accident	ischaemic
57341000006119	Wallenberg's syndrome	ischaemic
5736641000006113	Acute ill-defined cerebrovascular disease	unclassifiable
58046010	Vertebral artery syndrome	unclassifiable
5967391000006111	Multiple lacunar infarcts	ischaemic
5974461000006114	History of cerebrovascular disease	unclassifiable
5974521000006116	History of stroke in last year	ischaemic
605461000006117	CVA - cerebrovascular accident due to cerebral artery occlusion	ischaemic
605471000006112	Cerebral hemorrhage	haemorrhagic
605481000006110	CVA - cerebrovascular accident in the puerperium	ischaemic
605491000006113	CVA - Cerebrovascular accident	ischaemic
605501000006117	CVA unspecified	ischaemic
6348291000006115	Thrombotic stroke	ischaemic
6348301000006119	Embolic stroke	ischaemic
6349321000006119	Seizures complicating intracranial haemorrhage	unclassifiable
6349331000006116	Seizures complicating intracranial hemorrhage	unclassifiable
6516541000006119	Cerebral autosomal dominant arteriopathy with subcortical infarcts and leucoencephalopathy	unclassifiable
6593111000006115	Nontraumatic extradural hemorrhage	haemorrhagic
6593121000006111	Nontraumatic epidural haemorrhage	haemorrhagic
6593131000006114	Nontraumatic epidural hemorrhage	haemorrhagic
6593141000006116	Nontraumatic extradural intracranial hemorrhage	haemorrhagic
6593151000006119	Nontraumatic extradural intracranial haemorrhage	haemorrhagic
660111000006117	Nontraumatic extradural haemorrhage	haemorrhagic
660121000006113	Traumatic intracranial haemorrhage	unclassifiable
67501000006115	Vertebrobasilar artery syndrome	unclassifiable
67511000006117	Vertebro-basilar insufficiency	unclassifiable
6837051000006119	Basal ganglion stroke	ischaemic
6837061000006117	Basal ganglion infarct	ischaemic
6846141000006118	Cardioembolic stroke	ischaemic
6880441000006119	Stroke/transient ischemic attack monitoring first letter	unclassifiable
6880461000006115	Stroke/transient ischemic attack monitoring second letter	unclassifiable
6880471000006110	Stroke/transient ischaemic attack monitoring status	unclassifiable
6880481000006113	Stroke/transient ischemic attack monitoring status	unclassifiable
6880501000006115	Stroke/transient ischemic attack monitoring third letter	unclassifiable
6901471000006110	Stroke/transient ischemic attack monitoring verbal invitation	unclassifiable
6907881000006118	Hemorrhagic stroke monitoring	haemorrhagic
6908391000006111	Stroke/transient ischaemic attack monitoring invitation	unclassifiable
6908401000006113	Stroke/transient ischemic attack monitoring invitation	unclassifiable
6990981000006114	Ischaemic stroke	ischaemic
6990991000006112	Ischemic stroke	ischaemic
702641000006119	Middle meningeal haemmorhage following injury	unclassifiable
7047371000006114	Monoplegia of dominant lower limb as a late effect of cerebrovascular accident	unclassifiable
7050791000006110	Paralytic syndrome as late effect of stroke	unclassifiable
7052011000006119	Non-traumatic intracerebral ventricular haemorrhage	haemorrhagic
7052021000006110	Non-traumatic intracerebral ventricular hemorrhage	haemorrhagic
7053121000006118	Dysphagia as a late effect of cerebrovascular accident	unclassifiable
7053131000006115	Dysphagia, late effect of stroke	unclassifiable
7054171000006115	Acute lacunar infarction	ischaemic
7064311000006116	Vertigo as late effect of stroke	unclassifiable
7067291000006113	Infarction of medulla oblongata	ischaemic
7067301000006114	Medulla oblongata stroke	ischaemic
7068491000006111	Monoplegia of dominant upper limb as a late effect of cerebrovascular accident	unclassifiable
7071901000006111	Thalamic infarction	ischaemic
7071911000006114	Thalamic stroke	ischaemic
7073801000006116	Paralytic syndrome as late effect of thalamic stroke	unclassifiable
7085851000006110	History of cerebral haemorrhage	haemorrhagic
7085861000006112	History of cerebral hemorrhage	haemorrhagic
7091901000006119	Apraxia due to cerebrovascular accident	unclassifiable
7096021000006119	History of haemorrhage into ventricle of brain	haemorrhagic
7096031000006116	History of ventricular hemorrhage	haemorrhagic
7096041000006114	History of hemorrhage into ventricle of brain	haemorrhagic
7096051000006111	History of intraventricular haemorrhage	haemorrhagic
7096061000006113	History of intraventricular hemorrhage	haemorrhagic
7096071000006118	History of ventricular haemorrhage	haemorrhagic
7100261000006114	History of cardioembolic stroke	ischaemic
7112631000006117	History of cerebrovascular accident without residual deficits	ischaemic
7128911000006114	Paralytic syndrome of nondominant side as late effect of stroke	unclassifiable
7128921000006118	Paralytic syndrome of non-dominant side as late effect of stroke	unclassifiable
7129091000006111	Paralytic syndrome of dominant side as late effect of stroke	unclassifiable
7135051000006117	History of occlusion of cerebral artery	ischaemic
7175671000006116	Neurogenic bladder as late effect of cerebrovascular accident	unclassifiable
7184511000006118	History of occlusion of cerebral artery without cerebral infarction	ischaemic
7224251000006110	Dissection within cavernous sinus for obliteration of carotid artery aneurysm	unclassifiable
7232811000006116	History of cerebrovascular accident with residual deficit	ischaemic
7240551000006117	Compensatory behaviour related to unilateral stroke deficit	unclassifiable
7240561000006115	Compensatory behavior related to unilateral stroke deficit	unclassifiable
7251251000006113	Infarct of cerebrum due to iatrogenic cerebrovascular accident	ischaemic
7251281000006117	Dysphasia as late effect of cerebrovascular disease	unclassifiable
7252841000006116	Aphasia as late effect of cerebrovascular disease	unclassifiable
7254411000006111	Sensory disorder as a late effect of cerebrovascular disease	unclassifiable
7254771000006114	Abnormal vision as a late effect of cerebrovascular disease	unclassifiable
7256601000006115	Monoplegia of lower limb as late effect of cerebrovascular disease	unclassifiable
7256691000006110	Monoplegia of nondominant lower limb as a late effect of cerebrovascular accident	unclassifiable
7257631000006113	Speech and language deficit as late effect of cerebrovascular accident	unclassifiable
7257641000006115	Speech and language deficit, late effect of stroke	unclassifiable
7258071000006119	Hemiparesis as late effect of cerebrovascular accident	unclassifiable
7258571000006111	Hemiplegia as late effect of cerebrovascular disease	unclassifiable
7259611000006114	Monoplegia of upper limb as late effect of cerebrovascular disease	unclassifiable
7260881000006116	Monoplegia of nondominant upper limb as a late effect of cerebrovascular accident	unclassifiable
7261281000006113	Residual cognitive deficit as late effect of cerebrovascular accident	unclassifiable
7261291000006111	Residual cognitive deficit, late effect of stroke	unclassifiable
7266361000006115	Aphasia as late effect of cerebrovascular accident	unclassifiable
7266721000006113	Hemiplegia of nondominant side as late effect of cerebrovascular disease	unclassifiable
7266791000006110	Hemiplegia of dominant side as late effect of cerebrovascular disease	unclassifiable
7267441000006113	Hemiplegia as late effect of cerebrovascular accident	unclassifiable
7377671000006118	Haemorrhage into subarachnoid space of neuraxis	haemorrhagic
7377681000006115	Hemorrhage into subarachnoid space of neuraxis	haemorrhagic
7378271000006116	Intracranial haemorrhage following injury	haemorrhagic
7378281000006118	Intracranial hemorrhage following injury	haemorrhagic
7378301000006119	Traumatic intracranial hemorrhage	unclassifiable
7378401000006111	Traumatic intracerebral hemorrhage	haemorrhagic
7378411000006114	Cerebral hemorrhage following injury	unclassifiable
7378421000006118	Traumatic intracerebral haemorrhage	haemorrhagic
7378441000006113	Traumatic cerebral hemorrhage	haemorrhagic
7386761000006111	Subpial intracranial haemorrhage	unclassifiable
7386771000006116	Subpial intracranial hemorrhage	unclassifiable
744901000006114	Intracerebral haemorrhage (ICH)	haemorrhagic
744921000006116	Intracerebral haemorrhage in hemisphere, unspecified	haemorrhagic
746571000006116	Intracerebral haemorrhage, multiple localized	haemorrhagic
7477221000006110	Cerebrovascular disorder due to paradoxical embolus	unclassifiable
748941000006115	Left sided intracerebral haemorrhage, unspecified	haemorrhagic
7512581000006113	Post-cerebrovascular accident epilepsy	unclassifiable
7515281000006115	Multiple lacunar infarcts	ischaemic
7519441000006112	Cerebrovascular accident annual review	unclassifiable
7522031000006111	History of cerebrovascular accident in last eight weeks	ischaemic
7571421000006110	Deep hemispheric cerebral haemorrhage	haemorrhagic
7571431000006113	Deep hemispheric haemorrhage	haemorrhagic
7571441000006115	Deep hemispheric cerebral hemorrhage	haemorrhagic
7571451000006118	Deep hemispheric hemorrhage	haemorrhagic
7571741000006112	Subarachnoid haemorrhage from vertebral artery aneurysm	haemorrhagic
7571751000006114	Subarachnoid hemorrhage from vertebral artery aneurysm	haemorrhagic
7572381000006111	Perimesencephalic subarachnoid haemorrhage	haemorrhagic
7572391000006114	Perimesencephalic subarachnoid hemorrhage	haemorrhagic
7598981000006119	Cerebral infarction due to embolism of middle cerebral artery	ischaemic
7599001000006116	Cerebral infarction due to thrombosis of middle cerebral artery	ischaemic
7703591000006117	Pain following cerebrovascular accident	ischaemic
7703601000006113	Post stroke pain	ischaemic
7703611000006111	Post CVA (cerebrovascular accident) pain	ischaemic
7741501000006118	Cerebrovascular accident during surgery	ischaemic
7741511000006115	CVA (cerebrovascular accident) during surgery	ischaemic
7840001000006117	Late effects of cerebral ischaemic stroke	unclassifiable
7840011000006119	Late effects of cerebral ischemic stroke	unclassifiable
7840021000006110	Sequela of non-traumatic intracerebral haemorrhage	unclassifiable
7840031000006113	Sequela of non-traumatic intracerebral hemorrhage	unclassifiable
7840041000006115	Late effects of non-traumatic intracerebral hemorrhage	unclassifiable
7840051000006118	Sequela of non-traumatic intracranial subarachnoid haemorrhage	unclassifiable
7840061000006116	Sequela of non-traumatic intracranial subarachnoid hemorrhage	unclassifiable
7840071000006111	Late effects of non-traumatic intracranial subarachnoid hemorrhage	unclassifiable
7855631000006111	Cerebral ischaemic stroke due to small artery occlusion	ischaemic
7855641000006118	Cerebral ischemic stroke due to small artery occlusion	ischaemic
7855651000006116	Cerebral ischaemic stroke due to intracranial large artery atherosclerosis	ischaemic
7855661000006119	Cerebral ischemic stroke due to intracranial large artery atherosclerosis	ischaemic
7855671000006114	Cerebral ischaemic stroke due to extracranial large artery atherosclerosis	ischaemic
7855681000006112	Cerebral ischemic stroke due to extracranial large artery atherosclerosis	ischaemic
7855711000006113	Stroke co-occurrent with migraine	ischaemic
7855721000006117	Stroke and migraine	unclassifiable
7855731000006119	Migraine-induced stroke	ischaemic
7863711000006119	Cerebral ischaemic stroke due to occlusion of extracranial large artery	ischaemic
7863721000006110	Cerebral ischemic stroke due to occlusion of extracranial large artery	ischaemic
7863731000006113	Cerebral ischaemic stroke due to stenosis of extracranial large artery	ischaemic
7863741000006115	Cerebral ischemic stroke due to stenosis of extracranial large artery	ischaemic
7865721000006111	Ischaemic stroke without residual deficits	ischaemic
7865731000006114	Ischemic stroke without residual deficits	ischaemic
7951271000006116	Haemorrhage of medulla oblongata	haemorrhagic
