MedCodeId	Observations	OriginalReadCode	CleansedReadCode	Term	SnomedCTConceptId	SnomedCTDescriptionId	Release	EmisCodeCategoryId	category
84961000006116	18	C109F-1	C109F11	Type II diabetes mellitus with peripheral angiopathy	314902007	459306016	NA	32	type 2
84971000006111	23	C109B-1	C109B11	Type II diabetes mellitus with polyneuropathy	713706002	3297353013	NA	32	type 2
84981000006114	76	C1090-1	C109011	Type II diabetes mellitus with renal complications	420279001	3013392012	NA	32	type 2
84991000006112	179	C1096-1	C109611	Type II diabetes mellitus with retinopathy	422034002	3699410014	NA	32	type 2
85001000006117	61	C1094-1	C109411	Type II diabetes mellitus with ulcer	190389009	292581016	NA	32	type 2
85011000006119	79	C1099-1	C109911	Type II diabetes mellitus without complication	313436004	457330012	NA	32	type 2
169731000006118	235343	2BBF	2BBF.00	Retinal abnormality - diabetes-related	4855003	1230609013	NA	32	unspecified
214921000006116	10001	F372	F372.00	Polyneuropathy in diabetes	49455004	82373015	NA	32	unspecified
223291000000111	23933	C1001-1	C100111	Maturity onset diabetes	44054006	493774016	NA	32	unspecified
280511000006113	56	C109D	C109D00	Non-insulin dependent diabetes mellitus with hypoglyca coma	719216001	3316336015	NA	32	unspecified
280521000006117	33	C109A	C109A00	Non-insulin dependent diabetes mellitus with mononeuropathy	420436000	3697667019	NA	32	unspecified
280531000006119	194	C109C	C109C00	Non-insulin dependent diabetes mellitus with nephropathy	420279001	3035432019	NA	32	unspecified
280541000006112	50	C109B	C109B00	Non-insulin dependent diabetes mellitus with polyneuropathy	713706002	3297353013	NA	32	unspecified
280551000006114	324	C1094	C109400	Non-insulin-dependent diabetes mellitus with ulcer	190389009	292580015	NA	32	unspecified
280561000006111	84	C109F	C109F00	Non-insulin-dependent diabetes mellitus with peripheral angiopathy	314902007	459307013	NA	32	unspecified
280571000006116	789970	C109	C109.00	Non-insulin dependent diabetes mellitus	44054006	493773010	NA	32	unspecified
280581000006118	281	C1093	C109300	Non-insulin-dependent diabetes mellitus with multiple complications	190388001	292578014	NA	32	unspecified
280591000006115	570	C1092	C109200	Non-insulin-dependent diabetes mellitus with neuro comps	421326000	3695406015	NA	32	unspecified
281161000006114	124	C109E	C109E00	Non-insulin depend diabetes mellitus with diabetic cataract	420756003	3035281015	NA	32	unspecified
281171000006119	21985	C1097	C109700	Type II diabetes mellitus uncontrolled	443694000	2842387018	NA	32	type 2
281181000006116	18	C109H	C109H00	Non-insulin dependent diabetes mellitus with neuropathic arthropathy	314904008	459314010	NA	32	unspecified
281211000006117	114	C1095	C109500	Gangrene associated with type 2 diabetes mellitus	421631007	2967779019	NA	32	type 2
377001000006117	543	Cyu2	Cyu2.00	[X]Diabetes mellitus	73211009	121589010	NA	32	unspecified
587111000006111	658	C1091	C109100	Non-insulin-dependent diabetes mellitus with ophthalm comps	422099009	3698440016	NA	32	unspecified
587521000006111	803	C1090	C109000	Non-insulin-dependent diabetes mellitus with renal comps	420279001	2615535015	NA	32	unspecified
616451000006110	237	C106-3	C106.13	Diabetes mellitus with polyneuropathy	49455004	82373015	NA	32	unspecified
616461000006112	12453	C104	C104.00	Diabetes mellitus with renal manifestation	127013003	301016	NA	32	unspecified
616481000006119	1717	C1061	C106100	Diabetes mellitus, adult onset, + neurological manifestation	421326000	2618196010	NA	32	unspecified
616491000006116	974	C1051	C105100	Diabetes mellitus, adult onset, + ophthalmic manifestation	422099009	2618233010	NA	32	unspecified
616501000006112	691	C10z1	C10z100	Disorder due to type 2 diabetes mellitus	422014003	3013072014	NA	32	type 2
616511000006110	86290	C1001	C100100	Diabetes mellitus, adult onset, no mention of complication	313436004	457329019	NA	32	unspecified
616531000006116	887	C1011	C101100	Diabetes mellitus, adult onset, with ketoacidosis	421750000	2618220016	NA	32	unspecified
616541000006114	22	C1031	C103100	Diabetes mellitus, adult onset, with ketoacidotic coma	421847006	2618218019	NA	32	unspecified
616551000006111	1114	C1041	C104100	Diabetes mellitus, adult onset, with renal manifestation	420279001	2615535015	NA	32	unspecified
616561000006113	260	C1072	C107200	Diabetes mellitus, adult with gangrene	421631007	2618206011	NA	32	unspecified
616571000006118	1235	C10y1	C10y100	Diabetes mellitus, adult, + other specified manifestation	73211009	121589010	NA	32	unspecified
616591000006117	25	C1070	C107000	Diabetes mellitus, juvenile +peripheral circulatory disorder	421365002	2618205010	NA	32	unspecified
616601000006113	175	C1050	C105000	Diabetes mellitus, juvenile type, + ophthalmic manifestation	739681000	3537386015	NA	32	unspecified
616611000006111	97	C10z0	C10z000	Disorder due to type 1 diabetes mellitus	420868002	3013528019	NA	32	type 1
616621000006115	12547	C1000	C100000	Type 1 diabetes mellitus without complication	313435000	457326014	NA	32	type 1
616641000006110	1636	C1010	C101000	Diabetes mellitus, juvenile type, with ketoacidosis	420270002	2618216015	NA	32	unspecified
616651000006112	45	C1030	C103000	Diabetes mellitus, juvenile type, with ketoacidotic coma	421075007	2618217012	NA	32	unspecified
616661000006114	100	C1040	C104000	Diabetes mellitus, juvenile type, with renal manifestation	421893009	2618211013	NA	32	unspecified
616671000006119	134	C1060	C106000	Diabetes mellitus, juvenile, + neurological manifestation	421468001	2618197018	NA	32	unspecified
616681000006116	121	C10y0	C10y000	Diabetes mellitus, juvenile, + other specified manifestation	73211009	121589010	NA	32	unspecified
616971000006114	12617	N0301	N030100	Diabetic Charcot's arthropathy	201724008	309739014	NA	32	unspecified
641581000006115	691	C1096	C109600	Non-insulin-dependent diabetes mellitus with retinopathy	422034002	3035295017	NA	32	unspecified
746791000006111	491	C108A	C108A00	Insulin-dependent diabetes without complication	111552007	178796018	NA	32	unspecified
771371000006118	10	C108B	C108B00	Insulin dependent diabetes mellitus with mononeuropathy	230577008	345492010	NA	32	unspecified
771381000006115	182	C1083	C108300	Insulin dependent diabetes mellitus with multiple complicatn	385041000000108	760111000000115	NA	32	unspecified
771391000006117	119	C108D	C108D00	Insulin dependent diabetes mellitus with nephropathy	127013003	301016	NA	32	unspecified
771401000006115	21	C108C	C108C00	Insulin dependent diabetes mellitus with polyneuropathy	49455004	82373015	NA	32	unspecified
771411000006117	354	C1087	C108700	Insulin dependent diabetes mellitus with retinopathy	4855003	9093013	NA	32	unspecified
771501000006119	91	C1080	C108000	Insulin-dependent diabetes mellitus with renal complications	127013003	301016	NA	32	unspecified
772131000006111	27	C108J	C108J00	Insulin dependent diab mell with neuropathic arthropathy	201724008	309740011	NA	32	unspecified
772151000006116	753	C1089	C108900	Insulin dependent diabetes maturity onset	73211009	121589010	NA	32	unspecified
772161000006119	88610	C1000-1	C100011	Insulin dependent diabetes mellitus	73211009	121589010	NA	32	unspecified
772171000006114	122053	C108	C108.00	Insulin dependent diabetes mellitus	73211009	121589010	NA	32	unspecified
772181000006112	849	C1088	C108800	Insulin dependent diabetes mellitus - poor control	268519009	401531012	NA	27	unspecified
787111000006112	29417	C108-1	C108.11	IDDM-Insulin dependent diabetes mellitus	73211009	121589010	NA	32	unspecified
881441000006111	4609	C1000-99	C100099	Diabetes mellitus - juvenile	73211009	881441000006111	NA	32	unspecified
881481000006117	1146	C104-99	C104.99	Diabetes + nephropathy	127013003	881481000006117	NA	32	unspecified
