snomedcode,term_snomed,category,id,search_terms,read_mapping,matchtotal,MedCodeId,term_medcode,OriginalReadCode,CleansedReadCode,SnomedCTDescriptionId,Release,EmisCodeCategoryId
53936005#,Alcohol induced mood disorder,AlcoholConsumptionLevel2,2951649011#,1,0,1,3374881000006119#,Alcohol-induced mood disorder,^ESCTAL337488,NA,89659017,NA,31
55571001#,Alcoholic ketoacidosis,AlcoholConsumptionLevel2,92368012#,1,0,1,3402371000006118#,Alcohol induced ketoacidosis,^ESCTAL340237,NA,2957131017,NA,31
55571001#,Alcoholic ketoacidosis,AlcoholConsumptionLevel2,92368012#,1,0,1,3402351000006111#,Ketoacidosis due to acute alcohol intoxication,^ESCTKE340235,NA,3035704010,NA,31
55571001#,Alcoholic ketoacidosis,AlcoholConsumptionLevel2,92368012#,1,0,1,3402381000006115#,Ketoacidosis due to acute alcoholic intoxication,^ESCTKE340238,NA,3035837017,NA,31
55571001#,Alcoholic ketoacidosis,AlcoholConsumptionLevel2,92368012#,1,0,1,3402361000006113#,Alcoholic ketoacidosis,^ESCTAL340236,NA,92368012,NA,31
55571001#,Alcoholic ketoacidosis (disorder),AlcoholConsumptionLevel2,793955014#,1,0,1,3402371000006118#,Alcohol induced ketoacidosis,^ESCTAL340237,NA,2957131017,NA,31
55571001#,Alcoholic ketoacidosis (disorder),AlcoholConsumptionLevel2,793955014#,1,0,1,3402351000006111#,Ketoacidosis due to acute alcohol intoxication,^ESCTKE340235,NA,3035704010,NA,31
55571001#,Alcoholic ketoacidosis (disorder),AlcoholConsumptionLevel2,793955014#,1,0,1,3402381000006115#,Ketoacidosis due to acute alcoholic intoxication,^ESCTKE340238,NA,3035837017,NA,31
55571001#,Alcoholic ketoacidosis (disorder),AlcoholConsumptionLevel2,793955014#,1,0,1,3402361000006113#,Alcoholic ketoacidosis,^ESCTAL340236,NA,92368012,NA,31
55571001#,Alcohol induced ketoacidosis,AlcoholConsumptionLevel2,2957131017#,1,0,1,3402371000006118#,Alcohol induced ketoacidosis,^ESCTAL340237,NA,2957131017,NA,31
55571001#,Alcohol induced ketoacidosis,AlcoholConsumptionLevel2,2957131017#,1,0,1,3402351000006111#,Ketoacidosis due to acute alcohol intoxication,^ESCTKE340235,NA,3035704010,NA,31
55571001#,Alcohol induced ketoacidosis,AlcoholConsumptionLevel2,2957131017#,1,0,1,3402381000006115#,Ketoacidosis due to acute alcoholic intoxication,^ESCTKE340238,NA,3035837017,NA,31
55571001#,Alcohol induced ketoacidosis,AlcoholConsumptionLevel2,2957131017#,1,0,1,3402361000006113#,Alcoholic ketoacidosis,^ESCTAL340236,NA,92368012,NA,31
55571001#,Ketoacidosis due to acute alcohol intoxication,AlcoholConsumptionLevel2,3035704010#,1,0,1,3402371000006118#,Alcohol induced ketoacidosis,^ESCTAL340237,NA,2957131017,NA,31
55571001#,Ketoacidosis due to acute alcohol intoxication,AlcoholConsumptionLevel2,3035704010#,1,0,1,3402351000006111#,Ketoacidosis due to acute alcohol intoxication,^ESCTKE340235,NA,3035704010,NA,31
55571001#,Ketoacidosis due to acute alcohol intoxication,AlcoholConsumptionLevel2,3035704010#,1,0,1,3402381000006115#,Ketoacidosis due to acute alcoholic intoxication,^ESCTKE340238,NA,3035837017,NA,31
55571001#,Ketoacidosis due to acute alcohol intoxication,AlcoholConsumptionLevel2,3035704010#,1,0,1,3402361000006113#,Alcoholic ketoacidosis,^ESCTAL340236,NA,92368012,NA,31
55571001#,Ketoacidosis due to acute alcoholic intoxication,AlcoholConsumptionLevel2,3035837017#,1,0,1,3402371000006118#,Alcohol induced ketoacidosis,^ESCTAL340237,NA,2957131017,NA,31
55571001#,Ketoacidosis due to acute alcoholic intoxication,AlcoholConsumptionLevel2,3035837017#,1,0,1,3402351000006111#,Ketoacidosis due to acute alcohol intoxication,^ESCTKE340235,NA,3035704010,NA,31
55571001#,Ketoacidosis due to acute alcoholic intoxication,AlcoholConsumptionLevel2,3035837017#,1,0,1,3402381000006115#,Ketoacidosis due to acute alcoholic intoxication,^ESCTKE340238,NA,3035837017,NA,31
55571001#,Ketoacidosis due to acute alcoholic intoxication,AlcoholConsumptionLevel2,3035837017#,1,0,1,3402361000006113#,Alcoholic ketoacidosis,^ESCTAL340236,NA,92368012,NA,31
67426006#,Alcohol causing toxic effect,AlcoholConsumptionLevel2,500729017#,1,0,1,420981000006119#,"[X]Poisoning by and exposure to alcohol, occurrence at sports and athletics area, undetermined intent",U4093,U409300,112060019,NA,32
67426006#,Alcohol causing toxic effect,AlcoholConsumptionLevel2,500729017#,1,0,1,420991000006116#,"[X]Poisoning by and exposure to alcohol, occurrence at school, other institution and public administrative area, undetermined intent",U4092,U409200,112060019,NA,32
67426006#,Alcohol causing toxic effect,AlcoholConsumptionLevel2,500729017#,1,0,1,421531000006115#,"[X]Poisoning by and exposure to alcohol, occurrence at trade and service area, undetermined intent",U4095,U409500,112060019,NA,32
67426006#,Alcohol causing toxic effect,AlcoholConsumptionLevel2,500729017#,1,0,1,421801000006113#,"[X]Poisoning by and exposure to alcohol, occurrence at unspecified place, undetermined intent",U409z,U409z00,112060019,NA,32
67426006#,Alcohol causing toxic effect,AlcoholConsumptionLevel2,500729017#,1,0,1,324489011#,Alcohol causing toxic effect NOS,SM0z,SM0z.00,112060019,NA,32
67426006#,Alcohol causing toxic effect,AlcoholConsumptionLevel2,500729017#,1,0,1,421381000006110#,"[X]Poisoning by and exposure to alcohol, occurrence at other specified place, undetermined intent",U409y,U409y00,112060019,NA,32
67426006#,Alcohol causing toxic effect,AlcoholConsumptionLevel2,500729017#,1,0,1,421791000006112#,"[X]Poisoning by and exposure to alcohol, occurrence in residential institution, undetermined intent",U4091,U409100,112060019,NA,32
67426006#,Alcohol causing toxic effect,AlcoholConsumptionLevel2,500729017#,1,0,1,422131000006119#,"[X]Poisoning by and exposure to alcohol, occurrence on farm, undetermined intent",U4097,U409700,112060019,NA,32
67426006#,Alcohol causing toxic effect,AlcoholConsumptionLevel2,500729017#,1,0,1,421521000006118#,"[X]Poisoning by and exposure to alcohol, occurrence on street and highway, undetermined intent",U4094,U409400,112060019,NA,32
67426006#,Alcohol causing toxic effect,AlcoholConsumptionLevel2,500729017#,1,0,1,422121000006117#,"[X]Poisoning by and exposure to alcohol, occurrence at home, undetermined intent",U4090,U409000,112060019,NA,32
67426006#,Alcohol causing toxic effect,AlcoholConsumptionLevel2,500729017#,1,0,1,422381000006116#,"[X]Poisoning by and exposure to alcohol, occurrence at industrial and construction area, undetermined intent",U4096,U409600,112060019,NA,32
67426006#,Alcohol causing toxic effect,AlcoholConsumptionLevel2,500729017#,1,0,1,422801000006118#,"[X]Poisoning by and exposure to alcohol, undetermined intent",U409,U409.00,112060019,NA,32
67426006#,Toxic effect of alcohol (disorder),AlcoholConsumptionLevel2,807149016#,1,0,1,420981000006119#,"[X]Poisoning by and exposure to alcohol, occurrence at sports and athletics area, undetermined intent",U4093,U409300,112060019,NA,32
67426006#,Toxic effect of alcohol (disorder),AlcoholConsumptionLevel2,807149016#,1,0,1,420991000006116#,"[X]Poisoning by and exposure to alcohol, occurrence at school, other institution and public administrative area, undetermined intent",U4092,U409200,112060019,NA,32
67426006#,Toxic effect of alcohol (disorder),AlcoholConsumptionLevel2,807149016#,1,0,1,421531000006115#,"[X]Poisoning by and exposure to alcohol, occurrence at trade and service area, undetermined intent",U4095,U409500,112060019,NA,32
67426006#,Toxic effect of alcohol (disorder),AlcoholConsumptionLevel2,807149016#,1,0,1,421801000006113#,"[X]Poisoning by and exposure to alcohol, occurrence at unspecified place, undetermined intent",U409z,U409z00,112060019,NA,32
67426006#,Toxic effect of alcohol (disorder),AlcoholConsumptionLevel2,807149016#,1,0,1,421381000006110#,"[X]Poisoning by and exposure to alcohol, occurrence at other specified place, undetermined intent",U409y,U409y00,112060019,NA,32
67426006#,Toxic effect of alcohol (disorder),AlcoholConsumptionLevel2,807149016#,1,0,1,421791000006112#,"[X]Poisoning by and exposure to alcohol, occurrence in residential institution, undetermined intent",U4091,U409100,112060019,NA,32
67426006#,Toxic effect of alcohol (disorder),AlcoholConsumptionLevel2,807149016#,1,0,1,422131000006119#,"[X]Poisoning by and exposure to alcohol, occurrence on farm, undetermined intent",U4097,U409700,112060019,NA,32
67426006#,Toxic effect of alcohol (disorder),AlcoholConsumptionLevel2,807149016#,1,0,1,421521000006118#,"[X]Poisoning by and exposure to alcohol, occurrence on street and highway, undetermined intent",U4094,U409400,112060019,NA,32
67426006#,Toxic effect of alcohol (disorder),AlcoholConsumptionLevel2,807149016#,1,0,1,422121000006117#,"[X]Poisoning by and exposure to alcohol, occurrence at home, undetermined intent",U4090,U409000,112060019,NA,32
67426006#,Toxic effect of alcohol (disorder),AlcoholConsumptionLevel2,807149016#,1,0,1,422381000006116#,"[X]Poisoning by and exposure to alcohol, occurrence at industrial and construction area, undetermined intent",U4096,U409600,112060019,NA,32
67426006#,Toxic effect of alcohol (disorder),AlcoholConsumptionLevel2,807149016#,1,0,1,422801000006118#,"[X]Poisoning by and exposure to alcohol, undetermined intent",U409,U409.00,112060019,NA,32
713583005#,Mild alcohol dependence (disorder),AlcoholConsumptionLevel2,3290326011#,1,0,1,7706231000006114#,Mild alcohol dependence,^ESCTMI770623,NA,3290336015,NA,31
713583005#,Mild alcohol dependence,AlcoholConsumptionLevel2,3290336015#,1,0,1,7706231000006114#,Mild alcohol dependence,^ESCTMI770623,NA,3290336015,NA,31
714829008#,Moderate alcohol dependence (disorder),AlcoholConsumptionLevel2,3300566013#,1,0,1,7725141000006111#,Moderate alcohol dependence,^ESCTMO772514,NA,3300567016,NA,31
714829008#,Moderate alcohol dependence,AlcoholConsumptionLevel2,3300567016#,1,0,1,7725141000006111#,Moderate alcohol dependence,^ESCTMO772514,NA,3300567016,NA,31
723882007#,Duodenitis caused by ingestible alcohol (disorder),AlcoholConsumptionLevel2,3426713010#,1,0,1,7848901000006118#,Duodenitis caused by ingestible alcohol,^ESCTDU784890,NA,3426714016,NA,31
723882007#,Duodenitis caused by ingestible alcohol (disorder),AlcoholConsumptionLevel2,3426713010#,1,0,1,7848911000006115#,Alcoholic duodenitis,^ESCTAL784891,NA,3426715015,NA,31
723882007#,Duodenitis caused by ingestible alcohol,AlcoholConsumptionLevel2,3426714016#,1,0,1,7848901000006118#,Duodenitis caused by ingestible alcohol,^ESCTDU784890,NA,3426714016,NA,31
723882007#,Duodenitis caused by ingestible alcohol,AlcoholConsumptionLevel2,3426714016#,1,0,1,7848911000006115#,Alcoholic duodenitis,^ESCTAL784891,NA,3426715015,NA,31
723882007#,Alcoholic duodenitis,AlcoholConsumptionLevel2,3426715015#,1,0,1,7848901000006118#,Duodenitis caused by ingestible alcohol,^ESCTDU784890,NA,3426714016,NA,31
723882007#,Alcoholic duodenitis,AlcoholConsumptionLevel2,3426715015#,1,0,1,7848911000006115#,Alcoholic duodenitis,^ESCTAL784891,NA,3426715015,NA,31
723928009#,Mood disorder with depressive symptoms caused by alcohol (disorder),AlcoholConsumptionLevel2,3429900014#,1,0,1,7849311000006113#,Alcohol-induced mood disorder with depressive symptoms,^ESCTAL784931,NA,3429902018,NA,31
723928009#,Mood disorder with depressive symptoms caused by alcohol (disorder),AlcoholConsumptionLevel2,3429900014#,1,0,1,7849301000006110#,Mood disorder with depressive symptoms caused by alcohol,^ESCTMO784930,NA,3429901013,NA,31
723928009#,Mood disorder with depressive symptoms caused by alcohol,AlcoholConsumptionLevel2,3429901013#,1,0,1,7849311000006113#,Alcohol-induced mood disorder with depressive symptoms,^ESCTAL784931,NA,3429902018,NA,31
723928009#,Mood disorder with depressive symptoms caused by alcohol,AlcoholConsumptionLevel2,3429901013#,1,0,1,7849301000006110#,Mood disorder with depressive symptoms caused by alcohol,^ESCTMO784930,NA,3429901013,NA,31
723928009#,Alcohol-induced mood disorder with depressive symptoms,AlcoholConsumptionLevel2,3429902018#,1,0,1,7849311000006113#,Alcohol-induced mood disorder with depressive symptoms,^ESCTAL784931,NA,3429902018,NA,31
723928009#,Alcohol-induced mood disorder with depressive symptoms,AlcoholConsumptionLevel2,3429902018#,1,0,1,7849301000006110#,Mood disorder with depressive symptoms caused by alcohol,^ESCTMO784930,NA,3429901013,NA,31
78524005#,Alcohol-induced sexual dysfunction,AlcoholConsumptionLevel2,130296011#,1,0,1,3777361000006113#,Alcohol induced sexual dysfunction,^ESCTAL377736,NA,2951809017,NA,31
78524005#,Alcohol-induced sexual dysfunction,AlcoholConsumptionLevel2,130296011#,1,0,1,3777351000006111#,Alcohol-induced sexual dysfunction,^ESCTAL377735,NA,130296011,NA,31
78524005#,Alcohol-induced sexual dysfunction (finding),AlcoholConsumptionLevel2,819474010#,1,0,1,3777361000006113#,Alcohol induced sexual dysfunction,^ESCTAL377736,NA,2951809017,NA,31
78524005#,Alcohol-induced sexual dysfunction (finding),AlcoholConsumptionLevel2,819474010#,1,0,1,3777351000006111#,Alcohol-induced sexual dysfunction,^ESCTAL377735,NA,130296011,NA,31
78524005#,Alcohol induced sexual dysfunction,AlcoholConsumptionLevel2,2951809017#,1,0,1,3777361000006113#,Alcohol induced sexual dysfunction,^ESCTAL377736,NA,2951809017,NA,31
78524005#,Alcohol induced sexual dysfunction,AlcoholConsumptionLevel2,2951809017#,1,0,1,3777351000006111#,Alcohol-induced sexual dysfunction,^ESCTAL377735,NA,130296011,NA,31
78691002#,Drunken gait,AlcoholConsumptionLevel2,2478847010#,1,0,1,3779961000006118#,Titubant ataxic gait,^ESCTTI377996,NA,503895011,NA,32
78691002#,Drunken gait,AlcoholConsumptionLevel2,2478847010#,1,0,1,3779981000006111#,Reeling gait,^ESCTRE377998,NA,2478848017,NA,32
78691002#,Drunken gait,AlcoholConsumptionLevel2,2478847010#,1,0,1,3779971000006113#,Drunken gait,^ESCTDR377997,NA,2478847010,NA,32
78691002#,Drunken gait,AlcoholConsumptionLevel2,2478847010#,1,0,1,3779951000006115#,Titubation,^ESCTTI377995,NA,130578015,NA,32
78691002#,Drunken gait,AlcoholConsumptionLevel2,2478847010#,1,0,1,317123010#,Staggering gait,R0123,R012300,130577013,NA,32
787768005#,Psychotic behaviour caused by ingestible alcohol,AlcoholConsumptionLevel2,3776879017#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
787768005#,Psychotic behavior caused by ingestible alcohol,AlcoholConsumptionLevel2,3776880019#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
787768005#,Psychotic behavior caused by ingestible alcohol (finding),AlcoholConsumptionLevel2,3776881015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
787769002#,Aggression caused by ingestible alcohol (finding),AlcoholConsumptionLevel2,3776882010#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
787769002#,Aggression caused by ingestible alcohol,AlcoholConsumptionLevel2,3776883017#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
787770001#,Disinhibition caused by ingestible alcohol,AlcoholConsumptionLevel2,3776884011#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
787770001#,Disinhibition caused by ingestible alcohol (finding),AlcoholConsumptionLevel2,3776885012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
82047000#,Diarrhea due to alcohol intake,AlcoholConsumptionLevel2,136091019#,1,0,1,3834171000006114#,Diarrhea caused by alcohol intake,^ESCTDI383417,NA,3294615019,NA,31
82047000#,Diarrhea due to alcohol intake,AlcoholConsumptionLevel2,136091019#,1,0,1,3834151000006116#,Diarrhoea due to alcohol intake,^ESCTDI383415,NA,136092014,NA,31
82047000#,Diarrhea due to alcohol intake,AlcoholConsumptionLevel2,136091019#,1,0,1,3834181000006112#,Diarrhoea caused by alcohol intake,^ESCTDI383418,NA,3295289018,NA,31
82047000#,Diarrhea due to alcohol intake,AlcoholConsumptionLevel2,136091019#,1,0,1,3834161000006119#,Diarrhea due to alcohol intake,^ESCTDI383416,NA,136091019,NA,31
82047000#,Diarrhoea due to alcohol intake,AlcoholConsumptionLevel2,136092014#,1,0,1,3834171000006114#,Diarrhea caused by alcohol intake,^ESCTDI383417,NA,3294615019,NA,31
82047000#,Diarrhoea due to alcohol intake,AlcoholConsumptionLevel2,136092014#,1,0,1,3834151000006116#,Diarrhoea due to alcohol intake,^ESCTDI383415,NA,136092014,NA,31
82047000#,Diarrhoea due to alcohol intake,AlcoholConsumptionLevel2,136092014#,1,0,1,3834181000006112#,Diarrhoea caused by alcohol intake,^ESCTDI383418,NA,3295289018,NA,31
82047000#,Diarrhoea due to alcohol intake,AlcoholConsumptionLevel2,136092014#,1,0,1,3834161000006119#,Diarrhea due to alcohol intake,^ESCTDI383416,NA,136091019,NA,31
82047000#,Diarrhea due to alcohol intake (disorder),AlcoholConsumptionLevel2,823387011#,1,0,1,3834171000006114#,Diarrhea caused by alcohol intake,^ESCTDI383417,NA,3294615019,NA,31
82047000#,Diarrhea due to alcohol intake (disorder),AlcoholConsumptionLevel2,823387011#,1,0,1,3834151000006116#,Diarrhoea due to alcohol intake,^ESCTDI383415,NA,136092014,NA,31
82047000#,Diarrhea due to alcohol intake (disorder),AlcoholConsumptionLevel2,823387011#,1,0,1,3834181000006112#,Diarrhoea caused by alcohol intake,^ESCTDI383418,NA,3295289018,NA,31
82047000#,Diarrhea due to alcohol intake (disorder),AlcoholConsumptionLevel2,823387011#,1,0,1,3834161000006119#,Diarrhea due to alcohol intake,^ESCTDI383416,NA,136091019,NA,31
82047000#,Diarrhea caused by alcohol intake (disorder),AlcoholConsumptionLevel2,3293636013#,1,0,1,3834171000006114#,Diarrhea caused by alcohol intake,^ESCTDI383417,NA,3294615019,NA,31
82047000#,Diarrhea caused by alcohol intake (disorder),AlcoholConsumptionLevel2,3293636013#,1,0,1,3834151000006116#,Diarrhoea due to alcohol intake,^ESCTDI383415,NA,136092014,NA,31
82047000#,Diarrhea caused by alcohol intake (disorder),AlcoholConsumptionLevel2,3293636013#,1,0,1,3834181000006112#,Diarrhoea caused by alcohol intake,^ESCTDI383418,NA,3295289018,NA,31
82047000#,Diarrhea caused by alcohol intake (disorder),AlcoholConsumptionLevel2,3293636013#,1,0,1,3834161000006119#,Diarrhea due to alcohol intake,^ESCTDI383416,NA,136091019,NA,31
82047000#,Diarrhea caused by alcohol intake,AlcoholConsumptionLevel2,3294615019#,1,0,1,3834171000006114#,Diarrhea caused by alcohol intake,^ESCTDI383417,NA,3294615019,NA,31
82047000#,Diarrhea caused by alcohol intake,AlcoholConsumptionLevel2,3294615019#,1,0,1,3834151000006116#,Diarrhoea due to alcohol intake,^ESCTDI383415,NA,136092014,NA,31
82047000#,Diarrhea caused by alcohol intake,AlcoholConsumptionLevel2,3294615019#,1,0,1,3834181000006112#,Diarrhoea caused by alcohol intake,^ESCTDI383418,NA,3295289018,NA,31
82047000#,Diarrhea caused by alcohol intake,AlcoholConsumptionLevel2,3294615019#,1,0,1,3834161000006119#,Diarrhea due to alcohol intake,^ESCTDI383416,NA,136091019,NA,31
82047000#,Diarrhoea caused by alcohol intake,AlcoholConsumptionLevel2,3295289018#,1,0,1,3834171000006114#,Diarrhea caused by alcohol intake,^ESCTDI383417,NA,3294615019,NA,31
82047000#,Diarrhoea caused by alcohol intake,AlcoholConsumptionLevel2,3295289018#,1,0,1,3834151000006116#,Diarrhoea due to alcohol intake,^ESCTDI383415,NA,136092014,NA,31
82047000#,Diarrhoea caused by alcohol intake,AlcoholConsumptionLevel2,3295289018#,1,0,1,3834181000006112#,Diarrhoea caused by alcohol intake,^ESCTDI383418,NA,3295289018,NA,31
82047000#,Diarrhoea caused by alcohol intake,AlcoholConsumptionLevel2,3295289018#,1,0,1,3834161000006119#,Diarrhea due to alcohol intake,^ESCTDI383416,NA,136091019,NA,31
86325007#,Non megaloblastic anemia due to alcoholism,AlcoholConsumptionLevel2,143168010#,1,0,1,3903691000006115#,Non megaloblastic anemia due to alcoholism,^ESCTNO390369,NA,143168010,NA,31
86325007#,Non megaloblastic anemia due to alcoholism,AlcoholConsumptionLevel2,143168010#,1,0,1,3903681000006118#,Non megaloblastic anaemia due to alcoholism,^ESCTNO390368,NA,507039019,NA,31
87810006#,Megaloblastic anemia due to alcoholism,AlcoholConsumptionLevel2,145580010#,1,0,1,3927041000006118#,Megaloblastic anemia due to alcoholism,^ESCTME392704,NA,145580010,NA,31
87810006#,Megaloblastic anemia due to alcoholism,AlcoholConsumptionLevel2,145580010#,1,0,1,3927061000006119#,Megaloblastic anemia caused by alcoholism,^ESCTME392706,NA,3295817016,NA,31
87810006#,Megaloblastic anemia due to alcoholism,AlcoholConsumptionLevel2,145580010#,1,0,1,3927051000006116#,Megaloblastic anaemia caused by alcoholism,^ESCTME392705,NA,3294127015,NA,31
87810006#,Megaloblastic anemia due to alcoholism,AlcoholConsumptionLevel2,145580010#,1,0,1,3927031000006111#,Megaloblastic anaemia due to alcoholism,^ESCTME392703,NA,507760015,NA,31
160576006#,Moderate drinker - 3-6u/day,AlcoholConsumptionLevel2,250313014#,1,1,2,250313014#,Moderate drinker - 3-6u/day,1364,1364,250313014,NA,17
160576006#,Moderate drinker - 3-6u/day (life style),AlcoholConsumptionLevel2,541505019#,1,1,2,250313014#,Moderate drinker - 3-6u/day,1364,1364,250313014,NA,17
160576006#,Moderate drinker - 3-6u/day (finding),AlcoholConsumptionLevel2,1470227010#,1,1,2,250313014#,Moderate drinker - 3-6u/day,1364,1364,250313014,NA,17
228362008#,Feels should cut down drinking,AlcoholConsumptionLevel2,342421016#,1,1,2,342421016#,Feels should cut down drinking,136b,136b.00,342421016,NA,17
228362008#,Feels should cut down drinking (finding),AlcoholConsumptionLevel2,615941014#,1,1,2,342421016#,Feels should cut down drinking,136b,136b.00,342421016,NA,17
160592001#,Alcohol intake above recommended sensible limits,AlcoholConsumptionLevel2,250335018#,1,1,2,250335018#,Alcohol intake above recommended sensible limits,136K,136K.00,250335018,NA,17
160592001#,Alcohol intake above recommended sensible limits,AlcoholConsumptionLevel2,250335018#,1,1,2,4533451000006113#,Excessive alcohol consumption,^ESCTEX453345,NA,250339012,NA,17
160592001#,Alcohol intake above recommended sensible limits,AlcoholConsumptionLevel2,250335018#,1,1,2,4533421000006116#,XS - Excessive ethanol consumption,^ESCTXS453342,NA,250336017,NA,17
160592001#,Alcohol intake above recommended sensible limits,AlcoholConsumptionLevel2,250335018#,1,1,2,4533431000006118#,Excessive ethanol consumption,^ESCTEX453343,NA,250337014,NA,17
160592001#,Alcohol intake above recommended sensible limits,AlcoholConsumptionLevel2,250335018#,1,1,2,4533441000006111#,XS - Excessive alcohol consumption,^ESCTXS453344,NA,250338016,NA,17
160592001#,Alcohol intake above recommended sensible limits,AlcoholConsumptionLevel2,250335018#,1,1,2,4533461000006110#,Excessive alcohol use,^ESCTEX453346,NA,2923459011,NA,17
160592001#,XS - Excessive ethanol consumption,AlcoholConsumptionLevel2,250336017#,1,1,2,250335018#,Alcohol intake above recommended sensible limits,136K,136K.00,250335018,NA,17
160592001#,XS - Excessive ethanol consumption,AlcoholConsumptionLevel2,250336017#,1,1,2,4533451000006113#,Excessive alcohol consumption,^ESCTEX453345,NA,250339012,NA,17
160592001#,XS - Excessive ethanol consumption,AlcoholConsumptionLevel2,250336017#,1,1,2,4533421000006116#,XS - Excessive ethanol consumption,^ESCTXS453342,NA,250336017,NA,17
160592001#,XS - Excessive ethanol consumption,AlcoholConsumptionLevel2,250336017#,1,1,2,4533431000006118#,Excessive ethanol consumption,^ESCTEX453343,NA,250337014,NA,17
160592001#,XS - Excessive ethanol consumption,AlcoholConsumptionLevel2,250336017#,1,1,2,4533441000006111#,XS - Excessive alcohol consumption,^ESCTXS453344,NA,250338016,NA,17
160592001#,XS - Excessive ethanol consumption,AlcoholConsumptionLevel2,250336017#,1,1,2,4533461000006110#,Excessive alcohol use,^ESCTEX453346,NA,2923459011,NA,17
160592001#,Excessive ethanol consumption,AlcoholConsumptionLevel2,250337014#,1,1,2,250335018#,Alcohol intake above recommended sensible limits,136K,136K.00,250335018,NA,17
160592001#,Excessive ethanol consumption,AlcoholConsumptionLevel2,250337014#,1,1,2,4533451000006113#,Excessive alcohol consumption,^ESCTEX453345,NA,250339012,NA,17
160592001#,Excessive ethanol consumption,AlcoholConsumptionLevel2,250337014#,1,1,2,4533421000006116#,XS - Excessive ethanol consumption,^ESCTXS453342,NA,250336017,NA,17
160592001#,Excessive ethanol consumption,AlcoholConsumptionLevel2,250337014#,1,1,2,4533431000006118#,Excessive ethanol consumption,^ESCTEX453343,NA,250337014,NA,17
160592001#,Excessive ethanol consumption,AlcoholConsumptionLevel2,250337014#,1,1,2,4533441000006111#,XS - Excessive alcohol consumption,^ESCTXS453344,NA,250338016,NA,17
160592001#,Excessive ethanol consumption,AlcoholConsumptionLevel2,250337014#,1,1,2,4533461000006110#,Excessive alcohol use,^ESCTEX453346,NA,2923459011,NA,17
160592001#,XS - Excessive alcohol consumption,AlcoholConsumptionLevel2,250338016#,1,1,2,250335018#,Alcohol intake above recommended sensible limits,136K,136K.00,250335018,NA,17
160592001#,XS - Excessive alcohol consumption,AlcoholConsumptionLevel2,250338016#,1,1,2,4533451000006113#,Excessive alcohol consumption,^ESCTEX453345,NA,250339012,NA,17
160592001#,XS - Excessive alcohol consumption,AlcoholConsumptionLevel2,250338016#,1,1,2,4533421000006116#,XS - Excessive ethanol consumption,^ESCTXS453342,NA,250336017,NA,17
160592001#,XS - Excessive alcohol consumption,AlcoholConsumptionLevel2,250338016#,1,1,2,4533431000006118#,Excessive ethanol consumption,^ESCTEX453343,NA,250337014,NA,17
160592001#,XS - Excessive alcohol consumption,AlcoholConsumptionLevel2,250338016#,1,1,2,4533441000006111#,XS - Excessive alcohol consumption,^ESCTXS453344,NA,250338016,NA,17
160592001#,XS - Excessive alcohol consumption,AlcoholConsumptionLevel2,250338016#,1,1,2,4533461000006110#,Excessive alcohol use,^ESCTEX453346,NA,2923459011,NA,17
160592001#,Excessive alcohol consumption,AlcoholConsumptionLevel2,250339012#,1,1,2,250335018#,Alcohol intake above recommended sensible limits,136K,136K.00,250335018,NA,17
160592001#,Excessive alcohol consumption,AlcoholConsumptionLevel2,250339012#,1,1,2,4533451000006113#,Excessive alcohol consumption,^ESCTEX453345,NA,250339012,NA,17
160592001#,Excessive alcohol consumption,AlcoholConsumptionLevel2,250339012#,1,1,2,4533421000006116#,XS - Excessive ethanol consumption,^ESCTXS453342,NA,250336017,NA,17
160592001#,Excessive alcohol consumption,AlcoholConsumptionLevel2,250339012#,1,1,2,4533431000006118#,Excessive ethanol consumption,^ESCTEX453343,NA,250337014,NA,17
160592001#,Excessive alcohol consumption,AlcoholConsumptionLevel2,250339012#,1,1,2,4533441000006111#,XS - Excessive alcohol consumption,^ESCTXS453344,NA,250338016,NA,17
160592001#,Excessive alcohol consumption,AlcoholConsumptionLevel2,250339012#,1,1,2,4533461000006110#,Excessive alcohol use,^ESCTEX453346,NA,2923459011,NA,17
160592001#,Alcohol intake above recommended sensible limits (finding),AlcoholConsumptionLevel2,541523010#,1,1,2,250335018#,Alcohol intake above recommended sensible limits,136K,136K.00,250335018,NA,17
160592001#,Alcohol intake above recommended sensible limits (finding),AlcoholConsumptionLevel2,541523010#,1,1,2,4533451000006113#,Excessive alcohol consumption,^ESCTEX453345,NA,250339012,NA,17
160592001#,Alcohol intake above recommended sensible limits (finding),AlcoholConsumptionLevel2,541523010#,1,1,2,4533421000006116#,XS - Excessive ethanol consumption,^ESCTXS453342,NA,250336017,NA,17
160592001#,Alcohol intake above recommended sensible limits (finding),AlcoholConsumptionLevel2,541523010#,1,1,2,4533431000006118#,Excessive ethanol consumption,^ESCTEX453343,NA,250337014,NA,17
