snomedcode,term_snomed,category,id,search_terms,read_mapping,matchtotal,MedCodeId,term_medcode,OriginalReadCode,CleansedReadCode,SnomedCTDescriptionId,Release,EmisCodeCategoryId
203521000000103#,NA,Non-English speaking,NA#,0,1,1,311001000000110#,Interpreter needed - French Creole,9NUE,9NUE.00,3.11E+14,NA,37
203521000000103#,NA,Non-English speaking,NA#,0,1,1,8063611000006119#,French Creole language interpreter needed,^ESCTFR806361,NA,6.45E+14,NA,37
353921000000107#,NA,Non-English speaking,NA#,0,1,1,664991000000112#,Bulgarian language interpreter needed,9NUz,9NUz.00,6.65E+14,NA,37
359791000000109#,NA,Non-English speaking,NA#,0,1,1,677651000000110#,Ethiopian language interpreter needed,9Nm5,9Nm5.00,6.78E+14,NA,37
359821000000104#,NA,Non-English speaking,NA#,0,1,1,677711000000117#,Brawa language interpreter needed,9Nm6,9Nm6.00,6.78E+14,NA,37
361501000000104#,NA,Non-English speaking,NA#,0,1,1,681271000000116#,Frisian language interpreter needed,9NmT,9NmT.00,6.81E+14,NA,37
361791000000100#,NA,Non-English speaking,NA#,0,1,1,681871000000117#,Faeroese language interpreter needed,9NmV,9NmV.00,6.82E+14,NA,37
361791000000100#,NA,Non-English speaking,NA#,0,1,1,8115361000006115#,Faroese language interpreter needed,^ESCTFA811536,NA,2.64E+15,NA,37
361821000000105#,NA,Non-English speaking,NA#,0,1,1,681931000000111#,Fijian language interpreter needed,9NmW,9NmW.00,6.82E+14,NA,37
361881000000106#,NA,Non-English speaking,NA#,0,1,1,682051000000111#,Esperanto language interpreter needed,9NmY,9NmY.00,6.82E+14,NA,37
361911000000106#,NA,Non-English speaking,NA#,0,1,1,682111000000113#,Estonian language interpreter needed,9NmZ,9NmZ.00,6.82E+14,NA,37
361941000000107#,NA,Non-English speaking,NA#,0,1,1,682171000000115#,Corsican language interpreter needed,9Nma,9Nma.00,6.82E+14,NA,37
361971000000101#,NA,Non-English speaking,NA#,0,1,1,682231000000113#,Danish language interpreter needed,9Nmb,9Nmb.00,6.82E+14,NA,37
362041000000101#,NA,Non-English speaking,NA#,0,1,1,682371000000117#,Catalan language interpreter needed,9Nmd,9Nmd.00,6.82E+14,NA,37
362071000000107#,NA,Non-English speaking,NA#,0,1,1,682431000000114#,Belarusian language interpreter needed,9Nme,9Nme.00,6.82E+14,NA,37
362141000000100#,NA,Non-English speaking,NA#,0,1,1,682581000000114#,Breton language interpreter needed,9Nmg,9Nmg.00,6.83E+14,NA,37
362171000000106#,NA,Non-English speaking,NA#,0,1,1,682641000000119#,Bislama language interpreter needed,9Nmh,9Nmh.00,6.83E+14,NA,37
362231000000101#,NA,Non-English speaking,NA#,0,1,1,682761000000111#,Assamese language interpreter needed,9Nmj,9Nmj.00,6.83E+14,NA,37
362201000000107#,NA,Non-English speaking,NA#,0,1,1,682701000000112#,Bihari language interpreter needed,9Nmi,9Nmi.00,6.83E+14,NA,37
362261000000106#,NA,Non-English speaking,NA#,0,1,1,682821000000110#,Armenian language interpreter needed,9Nmk,9Nmk.00,6.83E+14,NA,37
362331000000107#,NA,Non-English speaking,NA#,0,1,1,683001000000115#,Central Khmer language interpreter needed,9Nml,9Nml.00,6.83E+14,NA,37
362371000000109#,NA,Non-English speaking,NA#,0,1,1,683091000000110#,Burmese language interpreter needed,9Nmm,9Nmm.00,6.83E+14,NA,37
362541000000108#,NA,Non-English speaking,NA#,0,1,1,683471000000119#,Aymara language interpreter needed,9Nmn,9Nmn.00,6.83E+14,NA,37
362571000000102#,NA,Non-English speaking,NA#,0,1,1,683531000000115#,Afrikaans language interpreter needed,9Nmo,9Nmo.00,6.84E+14,NA,37
362611000000106#,NA,Non-English speaking,NA#,0,1,1,683621000000116#,Azerbaijani language interpreter needed,9Nmp,9Nmp.00,6.84E+14,NA,37
362641000000107#,NA,Non-English speaking,NA#,0,1,1,683681000000115#,Basque language interpreter needed,9Nmq,9Nmq.00,6.84E+14,NA,37
362691000000102#,NA,Non-English speaking,NA#,0,1,1,683791000000113#,Afar language interpreter needed,9Nmr,9Nmr.00,6.84E+14,NA,37
362721000000106#,NA,Non-English speaking,NA#,0,1,1,683851000000113#,Abkhazian language interpreter needed,9Nms,9Nms.00,6.84E+14,NA,37
362721000000106#,NA,Non-English speaking,NA#,0,1,1,8115821000006118#,Abkhaz interpreter needed,^ESCTAB811582,NA,2.48E+15,NA,37
362781000000107#,NA,Non-English speaking,NA#,0,1,1,683971000000112#,Dzongkha language interpreter needed,9Nmt,9Nmt.00,6.84E+14,NA,37
203421000000104#,NA,Non-English speaking,NA#,0,1,1,310801000000112#,Farsi language interpreter needed,9NUC,9NUC.00,6.77E+14,NA,37
203421000000104#,NA,Non-English speaking,NA#,0,1,1,644471000000110#,Persian language interpreter needed,9NUC-1,9NUC.11,6.44E+14,NA,37
972511000000109#,NA,Non-English speaking,NA#,0,1,1,8357981000006119#,Aragonese interpreter needed,^ESCTAR835798,NA,2.47E+15,NA,37
972521000000103#,NA,Non-English speaking,NA#,0,1,1,8358001000006114#,Avaric interpreter needed,^ESCTAV835800,NA,2.47E+15,NA,37
972531000000101#,NA,Non-English speaking,NA#,0,1,1,8358011000006112#,Avestan interpreter needed,^ESCTAV835801,NA,2.47E+15,NA,37
972551000000108#,NA,Non-English speaking,NA#,0,1,1,2474561000000115#,Bashkir interpreter needed,ESCTBA1,NA,2.47E+15,NA,37
972541000000105#,NA,Non-English speaking,NA#,0,1,1,8358021000006116#,Bambara interpreter needed,^ESCTBA835802,NA,2.47E+15,NA,37
972561000000106#,NA,Non-English speaking,NA#,0,1,1,8358041000006111#,Bosnian interpreter needed,^ESCTBO835804,NA,2.47E+15,NA,37
972571000000104#,NA,Non-English speaking,NA#,0,1,1,8358051000006113#,Chamorro interpreter needed,^ESCTCH835805,NA,2.47E+15,NA,37
972581000000102#,NA,Non-English speaking,NA#,0,1,1,2474621000000112#,Chechen interpreter needed,ESCTCH16,NA,2.47E+15,NA,37
972601000000106#,NA,Non-English speaking,NA#,0,1,1,8358081000006117#,Church Slavic interpreter needed,^ESCTCH835808,NA,2.47E+15,NA,37
972611000000108#,NA,Non-English speaking,NA#,0,1,1,8358091000006119#,Chuvash interpreter needed,^ESCTCH835809,NA,2.47E+15,NA,37
972621000000102#,NA,Non-English speaking,NA#,0,1,1,8358101000006113#,Cornish interpreter needed,^ESCTCO835810,NA,2.47E+15,NA,37
972631000000100#,NA,Non-English speaking,NA#,0,1,1,8358111000006111#,Cree interpreter needed,^ESCTCR835811,NA,2.47E+15,NA,37
972641000000109#,NA,Non-English speaking,NA#,0,1,1,2474741000000113#,Dhivehi interpreter needed,ESCTDH1,NA,2.47E+15,NA,37
972651000000107#,NA,Non-English speaking,NA#,0,1,1,8358131000006117#,Ewe interpreter needed,^ESCTEW835813,NA,2.47E+15,NA,37
972671000000103#,NA,Non-English speaking,NA#,0,1,1,8358141000006110#,Fulah interpreter needed,^ESCTFU835814,NA,2.47E+15,NA,37
972591000000100#,NA,Non-English speaking,NA#,0,1,1,8358071000006115#,Chinese interpreter needed,^ESCTCH835807,NA,2.47E+15,NA,37
303601000000100#,NA,Non-English speaking,NA#,0,1,1,539181000000114#,Telephone interpreting service used,9NQ3,9NQ3.00,5.39E+14,NA,37
138443000#,World languages,First Language Not English,219790017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138444006#,Vietnamese language,First Language Not English,219791018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138445007#,Cantonese Chinese dialect,First Language Not English,219792013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138446008#,Sylhety,First Language Not English,219793015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138447004#,Creole language,First Language Not English,219794014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138448009#,Mirpuri language,First Language Not English,219795010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138660000#,Main spoken language,First Language Not English,220010017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138661001#,Main spoken language Arabic,First Language Not English,220011018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138662008#,Main spoken language Bengali,First Language Not English,220012013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138663003#,Main spoken language Cantonese,First Language Not English,220013015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138664009#,Main spoken language Czech,First Language Not English,220014014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138665005#,Main spoken language English,First Language Not English,220015010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138666006#,Main spoken language French,First Language Not English,220016011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138667002#,Main spoken language Gujerati,First Language Not English,220017019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138668007#,Main spoken language Hausa,First Language Not English,220018012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138669004#,Main spoken language Hindi,First Language Not English,220019016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138670003#,Main spoken language Iba,First Language Not English,220020010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138671004#,Main spoken language Kutchi,First Language Not English,220021014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138673001#,Main spoken language Mandarin,First Language Not English,220024018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138674007#,Main spoken language Polish,First Language Not English,220025017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138675008#,Main spoken language Portuguese,First Language Not English,220026016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138676009#,Main spoken language Punjabi,First Language Not English,220027013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138677000#,Main spoken language Russian,First Language Not English,220028015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138678005#,Main spoken language Somali,First Language Not English,220029011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138679002#,Main spoken language Spanish,First Language Not English,220030018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138680004#,Main spoken language Swahili,First Language Not English,220031019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138681000#,Main spoken language Sylheti,First Language Not English,220032014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138682007#,Main spoken language Tamil,First Language Not English,220033016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138683002#,Main spoken language Urdu,First Language Not English,220034010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138684008#,Main spoken language Yoruba,First Language Not English,220035011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
153694008#,Presence of interpreter,Non-English speaking,238814019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
153695009#,Interpreter present,Non-English speaking,238815018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
153703000#,Need for interpreter,Non-English speaking,238823016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
153704006#,Interpreter needed,Non-English speaking,238824010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161140009#,English as a second language,First Language Not English,251238011#,1,0,1,645201000006112#,English as a second language,13Z60,13Z6000,251238011,NA,17
161140009#,English as a second language,First Language Not English,251238011#,1,0,1,251238011#,English as a second language,13sA,13sA.00,251238011,NA,17
161172007#,World languages,First Language Not English,251282019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161173002#,Vietnamese language,First Language Not English,251283012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161174008#,Cantonese Chinese dialect,First Language Not English,251284018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161175009#,Sylhety,First Language Not English,251285017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161176005#,Creole language,First Language Not English,251286016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161177001#,Mirpuri language,First Language Not English,251287013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161389008#,Main spoken language,First Language Not English,251510016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161390004#,Main spoken language Arabic,First Language Not English,251511017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161391000#,Main spoken language Bengali,First Language Not English,251512012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161392007#,Main spoken language Cantonese,First Language Not English,251513019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161393002#,Main spoken language Czech,First Language Not English,251515014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161394008#,Main spoken language English,First Language Not English,251516010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161395009#,Main spoken language French,First Language Not English,251517018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161396005#,Main spoken language Gujerati,First Language Not English,251518011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161397001#,Main spoken language Hausa,First Language Not English,251519015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161398006#,Main spoken language Hindi,First Language Not English,251520014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161399003#,Main spoken language Iba,First Language Not English,251521013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161400005#,Main spoken language Kutchi,First Language Not English,251522018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161401009#,Main spoken language Mandarin,First Language Not English,251523011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161402002#,Main spoken language Polish,First Language Not English,251524017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161403007#,Main spoken language Portuguese,First Language Not English,251526015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161404001#,Main spoken language Punjabi,First Language Not English,251527012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161405000#,Main spoken language Russian,First Language Not English,251528019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161406004#,Main spoken language Somali,First Language Not English,251529010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161407008#,Main spoken language Spanish,First Language Not English,251530017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161408003#,Main spoken language Swahili,First Language Not English,251531018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161409006#,Main spoken language Sylheti,First Language Not English,251532013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161410001#,Main spoken language Tamil,First Language Not English,251533015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161411002#,Main spoken language Urdu,First Language Not English,251534014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161412009#,Main spoken language Yoruba,First Language Not English,251535010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
185513003#,Presence of interpreter,Non-English speaking,285507010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
185514009#,Interpreter present,Non-English speaking,285508017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
185522002#,Need for interpreter,Non-English speaking,285516014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
185523007#,Interpreter needed,Non-English speaking,285517017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138443000#,World languages,First Language Not English,516904017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138444006#,Vietnamese language,First Language Not English,516905016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138445007#,Cantonese Chinese dialect,First Language Not English,516906015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138446008#,Sylhety,First Language Not English,516907012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138447004#,Creole language,First Language Not English,516908019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138448009#,Mirpuri language,First Language Not English,516909010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138660000#,Main spoken language,First Language Not English,517144017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138661001#,Main spoken language Arabic,First Language Not English,517145016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138662008#,Main spoken language Bengali,First Language Not English,517147012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138663003#,Main spoken language Cantonese,First Language Not English,517148019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138664009#,Main spoken language Czech,First Language Not English,517149010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138665005#,Main spoken language English,First Language Not English,517150010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138666006#,Main spoken language French,First Language Not English,517151014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138667002#,Main spoken language Gujerati,First Language Not English,517152019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138668007#,Main spoken language Hausa,First Language Not English,517153012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138669004#,Main spoken language Hindi,First Language Not English,517154018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138670003#,Main spoken language Iba,First Language Not English,517155017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138671004#,Main spoken language Kutchi,First Language Not English,517156016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138673001#,Main spoken language Mandarin,First Language Not English,517160018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138674007#,Main spoken language Polish,First Language Not English,517161019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138675008#,Main spoken language Portuguese,First Language Not English,517162014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138676009#,Main spoken language Punjabi,First Language Not English,517163016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138677000#,Main spoken language Russian,First Language Not English,517164010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138678005#,Main spoken language Somali,First Language Not English,517165011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138679002#,Main spoken language Spanish,First Language Not English,517166012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138680004#,Main spoken language Swahili,First Language Not English,517167015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138681000#,Main spoken language Sylheti,First Language Not English,517168013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138682007#,Main spoken language Tamil,First Language Not English,517169017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138683002#,Main spoken language Urdu,First Language Not English,517171017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138684008#,Main spoken language Yoruba,First Language Not English,517172012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
153694008#,Presence of interpreter,Non-English speaking,533832012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
153695009#,Interpreter present,Non-English speaking,533833019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
153703000#,Need for interpreter,Non-English speaking,533842014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
153704006#,Interpreter needed,Non-English speaking,533843016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161140009#,English as a second language (finding),First Language Not English,542136018#,1,0,1,645201000006112#,English as a second language,13Z60,13Z6000,251238011,NA,17
161140009#,English as a second language (finding),First Language Not English,542136018#,1,0,1,251238011#,English as a second language,13sA,13sA.00,251238011,NA,17
161172007#,World languages,First Language Not English,542172013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161173002#,Vietnamese language,First Language Not English,542173015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161174008#,Cantonese Chinese dialect,First Language Not English,542174014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161175009#,Sylhety,First Language Not English,542175010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161176005#,Creole language,First Language Not English,542176011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161177001#,Mirpuri language,First Language Not English,542177019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161389008#,Main spoken language,First Language Not English,542412010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161390004#,Main spoken language Arabic,First Language Not English,542413017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161391000#,Main spoken language Bengali,First Language Not English,542414011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161392007#,Main spoken language Cantonese,First Language Not English,542415012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161393002#,Main spoken language Czech,First Language Not English,542417016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161394008#,Main spoken language English,First Language Not English,542418014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161395009#,Main spoken language French,First Language Not English,542419018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161396005#,Main spoken language Gujerati,First Language Not English,542420012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161397001#,Main spoken language Hausa,First Language Not English,542421011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161398006#,Main spoken language Hindi,First Language Not English,542422016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161399003#,Main spoken language Iba,First Language Not English,542423014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161400005#,Main spoken language Kutchi,First Language Not English,542424015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161401009#,Main spoken language Mandarin,First Language Not English,542425019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161402002#,Main spoken language Polish,First Language Not English,542426018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161403007#,Main spoken language Portuguese,First Language Not English,542428017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161404001#,Main spoken language Punjabi,First Language Not English,542429013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161405000#,Main spoken language Russian,First Language Not English,542430015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161406004#,Main spoken language Somali,First Language Not English,542431016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161407008#,Main spoken language Spanish,First Language Not English,542432011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161408003#,Main spoken language Swahili,First Language Not English,542433018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161409006#,Main spoken language Sylheti,First Language Not English,542434012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161410001#,Main spoken language Tamil,First Language Not English,542435013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161411002#,Main spoken language Urdu,First Language Not English,542436014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161412009#,Main spoken language Yoruba,First Language Not English,542437017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
185513003#,Presence of interpreter,Non-English speaking,568564018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
185514009#,Interpreter present,Non-English speaking,568565017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
185522002#,Need for interpreter,Non-English speaking,568574015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
185523007#,Interpreter needed,Non-English speaking,568575019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
392702006#,Main spoken language Kurdish,First Language Not English,1466883012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
392703001#,Main spoken language Farsi,First Language Not English,1466884018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
392704007#,Main spoken language Shona,First Language Not English,1466885017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
393657009#,Main spoken language Kurdish,First Language Not English,1467718011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
393658004#,Main spoken language Farsi,First Language Not English,1467719015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
393659007#,Main spoken language Shona,First Language Not English,1467720014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
392702006#,Main spoken language Kurdish,First Language Not English,1486678013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
392703001#,Main spoken language Farsi,First Language Not English,1486679017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
392704007#,Main spoken language Shona,First Language Not English,1486680019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
393657009#,Main spoken language Kurdish,First Language Not English,1487511012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
393658004#,Main spoken language Farsi,First Language Not English,1487512017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
393659007#,Main spoken language Shona,First Language Not English,1487513010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138681000#,Main spoken language Sylheti (finding),First Language Not English,2722741019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138682007#,Main spoken language Tamil (finding),First Language Not English,2722742014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
185514009#,Interpreter present (finding),Non-English speaking,2722823016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138445007#,Cantonese Chinese dialect (qualifier value),First Language Not English,2723206014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
185523007#,Interpreter needed (finding),Non-English speaking,2727062015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
185522002#,Need for interpreter (finding),Non-English speaking,2728596015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
185513003#,Presence of interpreter (finding),Non-English speaking,2728845010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161398006#,Main spoken language Hindi (finding),First Language Not English,2729450017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138660000#,Main spoken language (finding),First Language Not English,2729571013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138665005#,Main spoken language English (finding),First Language Not English,2729827016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138667002#,Main spoken language Gujerati (finding),First Language Not English,2729845016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138661001#,Main spoken language Arabic (finding),First Language Not English,2729846015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161399003#,Main spoken language Iba (finding),First Language Not English,2730009015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161172007#,World languages (qualifier value),First Language Not English,2730121019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161411002#,Main spoken language Urdu (finding),First Language Not English,2730376018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161401009#,Main spoken language Mandarin (finding),First Language Not English,2730377010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138448009#,Mirpuri language (qualifier value),First Language Not English,2731249011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138675008#,Main spoken language Portuguese (finding),First Language Not English,2731648013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161177001#,Mirpuri language (qualifier value),First Language Not English,2731930018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161397001#,Main spoken language Hausa (finding),First Language Not English,2732149016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138680004#,Main spoken language Swahili (finding),First Language Not English,2732260017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161395009#,Main spoken language French (finding),First Language Not English,2732298017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
392702006#,Main spoken language Kurdish (finding),First Language Not English,2734570015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161402002#,Main spoken language Polish (finding),First Language Not English,2734809010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161403007#,Main spoken language Portuguese (finding),First Language Not English,2734810017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161410001#,Main spoken language Tamil (finding),First Language Not English,2734812013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161176005#,Creole language (qualifier value),First Language Not English,2735218012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161390004#,Main spoken language Arabic (finding),First Language Not English,2735253017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
161391000#,Main spoken language Bengali (finding),First Language Not English,2735372019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
392703001#,Main spoken language Farsi (finding),First Language Not English,2736221017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138673001#,Main spoken language Mandarin (finding),First Language Not English,2737196015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
138662008#,Main spoken language Bengali (finding),First Language Not English,2737197012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA
